0 0
3.85356 0.262013
7.70713 2.0873
11.5607 4.24644
15.4143 0.45643
19.2678 0.235295
23.1214 0.196989
26.975 0.197098
30.8285 0.210094
34.6821 0.228736
38.5356 0.250416
42.3892 0.274088
46.2428 0.299373
50.0963 0.326268
53.9499 0.355126
57.8035 0.386881
61.657 0.42394
65.5106 0.474157
69.3642 0.579957
73.2177 1.62482
77.0713 0.985103
80.9249 0.699379
84.7784 0.753277
88.632 0.92356
92.4855 1.3742
96.3391 2.61475
100.193 2.46781
104.046 1.38562
107.9 1.04448
111.753 0.940014
115.607 0.912598
119.461 0.91701
123.314 0.937699
127.168 0.968588
131.021 1.00735
134.875 1.05355
138.728 1.10814
142.582 1.17358
146.435 1.25473
150.289 1.36089
154.143 1.51061
157.996 1.74341
161.85 2.14664
165.703 2.87959
169.557 3.82868
173.41 3.7452
177.264 2.89883
181.118 2.37471
184.971 2.1573
188.825 2.10629
192.678 2.16154
196.532 2.31727
200.385 2.61449
204.239 3.15658
208.092 4.05408
211.946 4.82837
215.8 4.39642
219.653 3.54312
223.507 3.02071
227.36 2.76961
231.214 2.66413
235.067 2.63698
238.921 2.65635
242.775 2.70859
246.628 2.79699
250.482 3.03034
254.335 3.11109
258.189 3.099
262.042 3.21603
265.896 3.3682
269.75 3.55046
273.603 3.7682
277.457 4.0317
281.31 4.35665
285.164 4.76615
289.017 5.29373
292.871 5.98634
296.724 6.90349
300.578 8.09904
304.432 9.55376
308.285 11.028
312.139 11.9652
315.992 11.8475
319.846 10.8112
323.699 9.47114
327.553 8.29039
331.407 7.43203
335.26 6.9384
339.114 6.94813
342.967 7.17679
346.821 6.55672
350.674 6.43967
354.528 6.68879
358.382 6.99387
362.235 6.94972
366.089 6.47839
369.942 5.91829
373.796 5.48167
377.649 5.18382
381.503 4.98639
385.356 4.85514
389.21 4.76742
393.064 4.70918
396.917 4.67175
400.771 4.64968
404.624 4.63948
408.478 4.63886
412.331 4.64633
416.185 4.66089
420.039 4.68186
423.892 4.7088
427.746 4.74141
431.599 4.77949
435.453 4.8229
439.306 4.87152
443.16 4.92528
447.013 4.98406
450.867 5.04776
454.721 5.11624
458.574 5.18933
462.428 5.26682
466.281 5.34844
470.135 5.43389
473.988 5.52283
477.842 5.61487
481.696 5.70958
485.549 5.80652
489.403 5.90526
493.256 6.00535
497.11 6.10643
500.963 6.20822
504.817 6.31056
508.671 6.41347
512.524 6.51719
516.378 6.62227
520.231 6.72957
524.085 6.84035
527.938 6.95631
531.792 7.07958
535.645 7.21274
539.499 7.35867
543.353 7.52047
547.206 7.701
551.06 7.90242
554.913 8.12525
558.767 8.36716
562.62 8.62145
566.474 8.8754
570.328 9.10936
574.181 9.29736
578.035 9.4103
581.888 9.42208
585.742 9.31671
589.595 9.09364
593.449 8.76827
597.303 8.3674
601.156 7.92218
605.01 7.46174
608.863 7.00942
612.717 6.58189
616.57 6.19002
620.424 5.84061
624.277 5.53826
628.131 5.28674
631.985 5.08951
635.838 4.94789
639.692 4.85446
643.545 4.78053
647.399 4.67048
651.252 4.4728
655.106 4.19164
658.96 3.87962
662.813 3.58432
666.667 3.32553
670.52 3.10437
674.374 2.91522
678.227 2.75164
682.081 2.60818
685.934 2.48067
689.788 2.36601
693.642 2.26188
697.495 2.16655
701.349 2.07869
705.202 1.99726
709.056 1.92144
712.909 1.85058
716.763 1.78413
720.617 1.72163
724.47 1.66272
728.324 1.60706
732.177 1.55437
736.031 1.50442
739.884 1.45698
743.738 1.41186
747.592 1.36891
