54.96,13.468,13.7681,
55.44,15.7829,10.6836,
55.93,18.5395,6.99461,
56.41,20.3143,2.51844,
56.89,20.5838,0.0194004,
57.37,20.5896,0.0194069,
57.85,20.8222,0.0196691,
58.34,21.0575,0.0199356,
58.82,20.8427,2.56559,
59.3,20.4893,3.45753,
59.78,20.2641,4.35503,
60.26,20.509,4.77385,
60.75,20.922,5.37296,
61.23,21.1244,6.58121,
61.71,20.9884,8.24648,
62.19,20.6652,9.84826,
62.68,20.5432,10.6728,
63.16,20.617,10.5428,
63.64,20.7327,9.58907,
64.12,20.7666,8.30749,
64.6,20.5431,7.85018,
65.09,20.0914,8.75764,
65.57,19.7321,10.2572,
66.05,20.191,10.9566,
66.53,21.5257,10.3858,
67.01,23.3311,8.29064,
67.5,24.9338,4.51285,
67.98,25.3796,0.0250626,
68.46,24.9211,0.0244981,
68.94,24.1062,0.0235069,
69.42,23.1013,0.0223057,
69.91,22.2986,0.0213631,
70.39,21.9809,0.0209941,
70.87,21.1388,6.56706,
71.35,20.8016,9.48501,
71.84,21.8084,10.2439,
72.32,23.6735,9.04029,
72.8,25.2547,6.58034,
73.28,25.3417,5.96764,
73.76,24.144,7.5493,
74.25,22.11,9.68784,
74.73,20.2997,10.946,
75.21,19.1656,11.5391,
75.69,18.6285,11.8454,
76.17,18.4461,11.9472,
76.66,18.5721,11.6582,
77.14,19.0011,11.0417,
77.62,19.6566,10.5184,
78.1,20.2454,10.6737,
78.59,20.6697,11.1887,
79.07,20.9941,11.1698,
79.55,21.4365,9.95941,
80.03,21.9728,7.92406,
80.51,22.4959,6.19783,
81,22.786,6.40886,
81.48,22.6657,8.28045,
81.96,22.2471,10.0419,
82.44,22.1188,10.4965,
82.92,22.6712,9.39395,
83.41,23.673,6.84478,
83.89,24.3627,3.95163,
84.37,24.4525,2.97483,
84.85,24.1919,4.3113,
85.33,24.2849,4.13971,
85.82,24.8263,0.024382,
86.3,24.886,1.53077,
86.78,24.052,6.3483,
87.26,23.4486,8.28133,
87.75,23.0866,9.17543,
88.23,23.1342,8.95847,
88.71,23.6242,7.6711,
89.19,24.4693,5.20933,
89.67,25.1111,2.73462,
90.16,25.1409,3.59248,
90.64,24.3964,6.65749,
91.12,23.1808,9.32699,
91.6,22.0482,11.1283,
92.08,21.5338,11.9474,
92.57,21.9036,11.6954,
93.05,23.0367,10.2137,
93.53,24.2337,7.88767,
94.01,25.0573,5.08757,
94.49,25.225,3.21946,
94.98,24.8072,4.03366,
95.46,24.1697,5.64768,
95.94,23.5753,7.01229,
96.42,23.1796,7.93698,
96.91,23.0707,8.21911,
97.39,23.2393,7.70477,
97.87,23.5432,6.50359,
98.35,23.6792,5.54737,
98.83,23.4804,5.97859,
99.32,23.0215,7.4879,
99.8,22.6948,8.72362,
100.28,22.7776,9.14538,
100.76,23.1577,8.9388,
101.24,23.4571,8.67771,
101.73,23.4944,8.62145,
102.21,23.4485,8.42114,
102.69,23.6045,7.65457,
103.17,23.9678,6.44369,
103.66,24.2048,5.82127,
104.14,24.0757,6.57571,
104.62,23.7417,7.79335,
105.1,23.63,8.34945,
105.58,23.8991,8.08998,
106.07,24.2741,7.61964,
106.55,24.4585,7.53928,
107.03,24.4825,7.6591,
107.51,24.7057,7.07214,
107.99,25.3179,5.04148,
108.48,25.9817,0.0258109,
108.96,26.1147,0.0259774,
109.44,26.37,0.026298,
109.92,26.7413,0.0267668,
110.4,26.6844,4.44924,
110.89,26.3111,6.96514,
111.37,26.1244,7.77676,
111.85,26.192,7.27545,
112.33,26.3643,6.03213,
112.82,26.3405,5.39614,
113.3,26.1443,5.86094,
113.78,26.0485,6.53999,
114.26,26.2945,6.67276,
114.74,26.9915,5.67801,
115.23,27.8492,3.40439,
115.71,28.3188,0.657311,
116.19,28.2087,2.67843,
116.67,27.6431,5.67753,
117.15,27.0766,7.93418,
117.64,26.7535,9.5074,
118.12,26.5701,10.549,
118.6,26.3785,11.0687,
119.08,26.2524,11.0176,
119.56,26.3808,10.4743,
120.05,26.7339,9.8827,
120.53,27.0025,9.94265,
121.01,26.9475,10.849,
121.49,26.7231,11.9315,
121.98,26.7276,12.3906,
122.46,27.0195,12.1369,
122.94,27.4576,11.3198,
123.42,27.8596,10.2648,
123.9,28.3429,8.92652,
124.39,28.79,7.79418,
124.87,29.0978,7.32223,
125.35,29.3037,7.31223,
125.83,29.6048,6.9684,
126.31,30.3447,4.87626,
126.8,31.0952,0.0324916,
127.28,31.3585,0.0328509,
127.76,31.542,0.0331022,
128.24,31.5165,1.73882,
128.73,31.1254,4.35878,
129.21,31.1265,4.35578,
129.69,31.111,5.23205,
130.17,30.8858,7.23338,
130.65,30.4847,9.29807,
131.14,30.1055,10.7627,
131.62,30.017,11.385,
132.1,30.1796,11.6174,
132.58,30.7085,11.4349,
133.06,31.7074,10.4702,
133.55,33.0892,8.12933,
134.03,34.2493,4.69461,
134.51,34.6919,2.56242,
134.99,34.613,4.54325,
135.47,34.6624,6.26111,
135.96,35.0236,7.30173,
136.44,35.5053,8.03982,
136.92,35.8681,8.72253,
137.4,36.217,8.94938,
137.89,36.8482,8.13195,
138.37,37.7891,6.22376,
138.85,38.7335,4.23643,
139.33,39.484,4.04406,
139.81,40.0118,6.06856,
140.3,40.6364,7.63434,
140.78,41.5131,8.05296,
141.26,42.3786,8.17598,
141.74,42.8477,9.57936,
142.22,42.9993,12.0375,
142.71,43.3643,14.0415,
143.19,44.3921,14.5257,
143.67,45.7425,13.8549,
144.15,46.8776,13.1587,
144.64,47.5502,13.7209,
145.12,48.0266,15.3414,
145.6,48.6944,16.9291,
146.08,49.6402,17.8897,
146.56,50.6349,18.4412,
147.05,51.5637,19.0511,
147.53,52.6133,19.917,
148.01,54.1998,20.7025,
148.49,56.5026,21.1948,
148.97,59.2547,21.7834,
149.46,61.8939,23.5039,
149.94,64.0849,26.9261,
150.42,66.0604,31.4902,
150.9,68.3927,36.3495,
151.38,71.3677,41.2861,
151.87,74.561,46.8157,
152.35,76.7796,53.8529,
152.83,76.6617,62.9478,
153.31,73.4172,73.6865,
153.8,67.1187,85.0575,
154.28,58.219,96.047,
154.76,47.0684,105.731,
155.24,33.7536,112.986,
155.72,18.7531,116.493,
156.21,3.41775,115.279,
156.69,-10.3129,109.514,
157.17,-20.9502,100.603,
157.65,-28.1995,90.3913,
158.13,-32.6368,80.2335,
158.62,-34.9655,70.8214,
159.1,-35.6733,62.4462,
159.58,-35.1278,55.1974,
160.06,-33.7183,48.9888,
160.54,-31.8458,43.6048,
161.03,-29.8152,38.8619,
161.51,-27.804,34.7118,
161.99,-25.8892,31.1873,
162.47,-24.0895,28.2869,
162.96,-22.3795,25.9125,
163.44,-20.719,23.9105,
163.92,-19.0918,22.1441,
164.4,-17.5258,20.5368,
164.88,-16.0712,19.068,
165.37,-14.7594,17.7417,
165.85,-13.5799,16.5604,
166.33,-12.4962,15.522,
166.81,-11.4728,14.6142,
167.29,-10.4945,13.8175,
167.78,-9.55706,13.1084,
168.26,-8.65436,12.4667,
168.74,-7.77419,11.8833,
169.22,-6.90684,11.3585,
169.71,-6.05362,10.8927,
170.19,-5.22669,10.4802,
170.67,-4.4416,10.1064,
171.15,-3.70684,9.75274,
171.63,-3.02209,9.40599,
172.12,-2.38227,9.06205,
172.6,-1.78384,8.72702,
173.08,-1.22538,8.4152,
173.56,-0.699694,8.14239,
174.04,-0.188374,7.91794,
174.53,0.333367,7.73808,
175.01,0.878277,7.58675,
175.49,1.43021,7.44885,
175.97,1.95262,7.32392,
176.45,2.41977,7.2214,
176.94,2.84102,7.14054,
177.42,3.25033,7.06094,
177.9,3.66868,6.96104,
178.38,4.08063,6.84664,
178.87,4.45363,6.75383,
179.35,4.77459,6.71263,
179.83,5.06543,6.71413,
180.31,5.35915,6.71972,
180.79,5.6703,6.69992,
181.28,5.99124,6.65544,
181.76,6.30984,6.60209,
182.24,6.62322,6.54353,
182.72,6.93185,6.46744,
183.2,7.23062,6.36018,
183.69,7.5151,6.22143,
184.17,7.78838,6.06295,
184.65,8.0616,5.90678,
185.13,8.34096,5.7887,
185.61,8.61592,5.75801,
186.1,8.86845,5.84152,
186.58,9.0859,6.01011,
187.06,9.26531,6.18823,
187.54,9.41426,6.30809,
188.03,9.55015,6.34877,
188.51,9.69802,6.33016,
188.99,9.88335,6.27453,
189.47,10.1139,6.19083,
