#Frequency,Eps1ab,Eps2ab,Eps1c,Eps2c
170.992,-370.1688666,1159.912803,5,0.1
171.635,-367.7463763,1157.131096,5,0.1
172.278,-367.0984868,1153.355974,5,0.1
172.921,-366.5491648,1147.883246,5,0.1
173.563,-364.0757096,1141.87302,5,0.1
174.206,-360.6602537,1137.413623,5,0.1
174.849,-358.3893723,1134.487641,5,0.1
175.492,-357.7944749,1131.446248,5,0.1
176.135,-357.5925284,1127.227151,5,0.1
176.778,-356.6991778,1122.359458,5,0.1
177.42,-355.2897708,1117.712707,5,0.1
178.063,-353.7604006,1113.480983,5,0.1
178.706,-352.3461898,1109.632491,5,0.1
179.349,-351.3003284,1106.049283,5,0.1
179.992,-350.7222784,1102.438304,5,0.1
180.635,-350.4807353,1098.487402,5,0.1
181.277,-350.1666639,1094.106867,5,0.1
181.92,-349.4568283,1089.60934,5,0.1
182.563,-348.6895055,1085.311224,5,0.1
183.206,-348.1307595,1081.069496,5,0.1
183.849,-347.9482239,1076.341441,5,0.1
184.492,-346.9370823,1070.891317,5,0.1
185.134,-344.8062258,1065.689124,5,0.1
185.777,-341.9513703,1061.499679,5,0.1
186.42,-339.3738701,1058.482507,5,0.1
187.063,-337.4207219,1056.166532,5,0.1
187.706,-336.1782719,1054.253468,5,0.1
188.349,-335.9994606,1052.283334,5,0.1
188.991,-336.2017055,1049.782551,5,0.1
189.634,-336.7807433,1046.767592,5,0.1
190.277,-337.1507615,1043.107203,5,0.1
190.92,-336.9836622,1039.216737,5,0.1
191.563,-336.3161972,1035.612535,5,0.1
192.205,-335.7018069,1032.500144,5,0.1
192.848,-335.145806,1029.842129,5,0.1
193.491,-335.5182142,1027.43451,5,0.1
194.134,-336.2345477,1024.563457,5,0.1
194.777,-337.0571245,1021.326038,5,0.1
195.42,-337.7483183,1017.864128,5,0.1
196.062,-338.4275226,1014.411726,5,0.1
196.705,-339.3081251,1010.91262,5,0.1
197.348,-340.4659343,1007.110776,5,0.1
197.991,-341.5828653,1002.757444,5,0.1
198.634,-342.2391568,997.9637752,5,0.1
199.277,-342.0807243,993.3064949,5,0.1
199.919,-341.9250264,989.2967901,5,0.1
200.562,-342.2835265,985.4575261,5,0.1
201.205,-342.9142722,981.3085818,5,0.1
201.848,-343.6927035,976.6000765,5,0.1
202.491,-343.8820573,971.3225148,5,0.1
203.134,-343.3430954,965.9867358,5,0.1
203.776,-342.1727892,960.9957749,5,0.1
204.419,-340.6909455,956.5366816,5,0.1
205.062,-339.0632125,952.6647947,5,0.1
205.705,-337.6353786,949.4154712,5,0.1
206.348,-336.6121655,946.6781412,5,0.1
206.991,-336.6743637,943.891102,5,0.1
207.633,-336.7378032,940.4434125,5,0.1
208.276,-336.701215,936.7213174,5,0.1
208.919,-336.3429736,932.8956814,5,0.1
209.562,-335.731937,929.3628409,5,0.1
210.205,-335.5845081,926.0544134,5,0.1
210.847,-335.7271853,922.2921383,5,0.1
211.49,-335.2996078,918.10832,5,0.1
212.133,-334.2972265,914.1876164,5,0.1
212.776,-333.1457035,910.8662602,5,0.1
213.419,-332.3865436,908.0066084,5,0.1
214.062,-332.1508448,905.0799902,5,0.1
214.704,-331.8062492,901.934606,5,0.1
215.347,-331.4231306,898.9515733,5,0.1
215.99,-331.3063768,896.2142475,5,0.1
216.633,-331.9053834,893.2354145,5,0.1
217.276,-332.312935,889.6856132,5,0.1
217.919,-332.8145143,885.7462322,5,0.1
218.561,-332.6169011,881.3395815,5,0.1
219.204,-331.5287263,877.3162999,5,0.1
219.847,-330.5862008,874.0293592,5,0.1
220.49,-329.8806357,871.0992534,5,0.1
221.133,-329.7982343,868.2187698,5,0.1
221.776,-329.9951631,864.8026988,5,0.1
222.418,-329.6579433,861.0215252,5,0.1
223.061,-328.9443443,857.5301368,5,0.1
223.704,-328.4737212,854.3111125,5,0.1
224.347,-328.0031195,851.126598,5,0.1
224.99,-327.8554434,847.8642149,5,0.1
225.633,-327.4584725,844.3623062,5,0.1
226.275,-326.8927316,840.9530066,5,0.1
226.918,-326.3022899,837.6677916,5,0.1
227.561,-325.6808846,834.5409815,5,0.1
228.204,-325.333979,831.5159855,5,0.1
228.847,-325.1726785,828.3190853,5,0.1
229.49,-325.0750733,824.8470738,5,0.1
230.132,-324.9298588,820.9049315,5,0.1
230.775,-323.9983167,816.6169397,5,0.1
231.418,-322.2858159,812.6693063,5,0.1
232.061,-320.12485,809.5404429,5,0.1
232.704,-318.3809127,807.1822796,5,0.1
233.346,-317.0107505,805.1030146,5,0.1
233.989,-316.0598794,803.0753495,5,0.1
234.632,-315.0937482,801.1278899,5,0.1
235.275,-314.6586042,799.3314336,5,0.1
235.918,-314.4065285,797.3513485,5,0.1
236.561,-314.2954185,795.3515704,5,0.1
237.203,-314.6494549,793.1204494,5,0.1
237.846,-314.8184954,790.4638533,5,0.1
238.489,-314.8808861,787.642834,5,0.1
239.132,-314.5085709,784.9323964,5,0.1
239.775,-314.4888234,782.4869036,5,0.1
240.418,-314.6390035,779.8571988,5,0.1
241.06,-314.8469793,776.9358965,5,0.1
241.703,-314.6948316,773.8083095,5,0.1
242.346,-314.2263696,770.9153402,5,0.1
242.989,-313.9605345,768.3292545,5,0.1
243.632,-313.9573327,765.7469617,5,0.1
244.275,-314.2663072,762.8882256,5,0.1
244.917,-314.395988,759.6014292,5,0.1
245.56,-314.1667232,756.1380223,5,0.1
246.203,-313.5191994,752.8365893,5,0.1
246.846,-312.9601812,749.7518084,5,0.1
247.489,-312.2657842,746.7291511,5,0.1
248.132,-311.6790349,743.8407268,5,0.1
248.774,-311.2534506,740.765065,5,0.1
249.417,-310.3545737,737.5602497,5,0.1
250.06,-309.2802382,734.6624474,5,0.1
250.703,-308.3000258,731.9782885,5,0.1
251.346,-307.2961631,729.4535798,5,0.1
251.988,-306.6774945,726.8636282,5,0.1
252.631,-305.6163214,724.0534381,5,0.1
253.274,-304.2523563,721.6273329,5,0.1
253.917,-303.0513637,719.6651561,5,0.1
254.56,-302.1630615,718.0030046,5,0.1
255.203,-301.8791733,716.3115858,5,0.1
255.845,-301.7879851,714.2418943,5,0.1
256.488,-301.6258459,711.8895143,5,0.1
257.131,-301.3874608,709.3130588,5,0.1
257.774,-300.6774309,706.7564445,5,0.1
258.417,-300.0313438,704.5076294,5,0.1
259.06,-299.4742176,702.4229439,5,0.1
259.702,-299.4157603,700.1640109,5,0.1
260.345,-298.9551535,697.5537663,5,0.1
260.988,-298.3702863,695.0184983,5,0.1
261.631,-297.524381,692.6746937,5,0.1
262.274,-296.9962532,690.4911837,5,0.1
262.917,-296.3793618,688.2018868,5,0.1
263.559,-295.7529377,685.9673687,5,0.1
264.202,-295.1238921,683.7638477,5,0.1
264.845,-294.4910998,681.6095662,5,0.1
265.488,-293.9812351,679.4046578,5,0.1
266.131,-293.2617616,677.1494896,5,0.1
266.774,-292.5277513,674.9952186,5,0.1
267.416,-291.6703865,672.9593502,5,0.1
268.059,-290.8989148,671.0830414,5,0.1
268.702,-290.0976178,669.4034108,5,0.1
269.345,-289.7103136,667.8566331,5,0.1
269.988,-289.5917173,666.0147781,5,0.1
270.63,-289.1841234,663.9511782,5,0.1
271.273,-288.6534444,662.0077855,5,0.1
271.916,-288.0855295,660.2988092,5,0.1
272.559,-287.9300302,658.6794028,5,0.1
273.202,-287.9181133,656.8192795,5,0.1
273.845,-287.9654508,654.5863899,5,0.1
274.487,-287.3967701,652.2591553,5,0.1
275.13,-286.7751397,650.2852222,5,0.1
275.773,-286.2151928,648.5752275,5,0.1
276.416,-286.0596977,646.9535578,5,0.1
277.059,-286.1584754,645.0295194,5,0.1
277.702,-286.1011255,642.7598091,5,0.1
278.344,-285.7560206,640.3497323,5,0.1
278.987,-284.9745958,638.1443045,5,0.1
279.63,-284.3492142,636.271096,5,0.1
280.273,-283.818819,634.4664656,5,0.1
280.916,-283.3848953,632.6807832,5,0.1
281.559,-282.9508209,630.9181842,5,0.1
282.201,-282.5963235,629.2892485,5,0.1
282.844,-282.6584987,627.5423673,5,0.1
283.487,-282.6843865,625.358638,5,0.1
284.13,-282.3551443,622.8720431,5,0.1
284.773,-281.3126413,620.605409,5,0.1
285.416,-280.2748356,619.0032228,5,0.1
286.058,-279.6813512,617.7399296,5,0.1
286.701,-279.4811671,616.4466362,5,0.1
287.344,-279.6162047,614.8331635,5,0.1
287.987,-279.5025397,612.9225047,5,0.1
288.63,-279.2916105,611.0099578,5,0.1
289.272,-278.9767313,609.1619848,5,0.1
289.915,-278.7471933,607.3843027,5,0.1
290.558,-278.6240586,605.5153002,5,0.1
291.201,-278.4231171,603.5081597,5,0.1
291.844,-278.1428257,601.3946538,5,0.1
292.487,-277.5886924,599.2309096,5,0.1
293.129,-276.7327424,597.2732831,5,0.1
293.772,-275.8366708,595.6389777,5,0.1
294.415,-274.8874115,594.4482319,5,0.1
295.058,-274.5364822,593.6309939,5,0.1
295.701,-274.7596748,592.6467496,5,0.1
296.344,-275.2128714,591.2696657,5,0.1
296.986,-275.7155796,589.4739533,5,0.1
297.629,-275.8823285,587.4237778,5,0.1
298.272,-275.8551124,585.4367921,5,0.1
298.915,-275.8059183,583.6049863,5,0.1
299.558,-276.0235123,581.7870574,5,0.1
300.201,-276.4521789,579.6289084,5,0.1
300.843,-276.6584056,577.0308588,5,0.1
301.486,-276.4446131,574.1571814,5,0.1
302.129,-275.5123348,571.4268962,5,0.1
302.772,-274.351998,569.2416511,5,0.1
303.415,-273.3252051,567.5049746,5,0.1
304.058,-272.6345001,565.9059717,5,0.1
304.7,-272.0362792,564.2860119,5,0.1
305.343,-271.6225534,562.5510732,5,0.1
305.986,-270.9652875,560.7174656,5,0.1
306.629,-270.2011237,559.1186898,5,0.1
307.272,-269.6805023,557.6438462,5,0.1
307.914,-269.1590329,556.2101177,5,0.1
308.557,-268.9852265,554.656021,5,0.1
309.2,-268.4995075,552.8947861,5,0.1
309.843,-267.8200862,551.4160295,5,0.1
310.486,-267.4470844,550.2063935,5,0.1
311.129,-267.4094789,548.957372,5,0.1
311.771,-267.6444302,547.4456443,5,0.1
312.414,-267.9179142,545.5021203,5,0.1
313.057,-267.8009389,543.3210876,5,0.1
313.7,-267.514099,541.1681357,5,0.1
314.343,-267.062257,539.0545527,5,0.1
314.986,-266.5207638,537.0334702,5,0.1
315.628,-265.9728112,535.1003113,5,0.1
316.271,-265.5116698,533.1182607,5,0.1
316.914,-264.897045,531.0930996,5,0.1
317.557,-264.3699922,528.9797124,5,0.1
318.2,-263.5507112,526.64655,5,0.1
318.843,-262.175452,524.4696804,5,0.1
319.485,-260.6092191,522.8444529,5,0.1
320.128,-259.3222858,521.6855007,5,0.1
320.771,-258.4972283,520.5836048,5,0.1
321.414,-257.8529361,519.2133833,5,0.1
322.057,-257.0005491,517.6659305,5,0.1
322.7,-255.9152628,516.2213956,5,0.1
323.342,-254.7273837,515.1184409,5,0.1
323.985,-253.9029513,514.2425104,5,0.1
324.628,-253.3166775,513.2609265,5,0.1
325.271,-252.8323999,512.0211066,5,0.1
325.914,-251.9852675,510.6811705,5,0.1
326.556,-250.9638962,509.6679924,5,0.1
327.199,-250.2155134,508.9545083,5,0.1
327.842,-249.8455066,508.1797232,5,0.1
328.485,-249.579307,507.1008957,5,0.1
329.128,-249.0295629,505.8931124,5,0.1
329.771,-248.3963894,504.8284125,5,0.1
330.413,-247.8300341,503.8566052,5,0.1
331.056,-247.2614981,502.932389,5,0.1
331.699,-246.7585206,502.0986417,5,0.1
332.342,-246.402019,501.280767,5,0.1
332.985,-246.1262318,500.383107,5,0.1
333.628,-245.7759222,499.5015046,5,0.1
334.27,-245.6432414,498.6247856,5,0.1
334.913,-245.526468,497.5814231,5,0.1
335.556,-245.347516,496.4239644,5,0.1
336.199,-245.0263772,495.2405729,5,0.1
336.842,-244.6333825,494.0902192,5,0.1
337.485,-244.0871048,493.0830178,5,0.1
338.127,-243.6643762,492.2888603,5,0.1
338.77,-243.4516649,491.5104408,5,0.1
339.413,-243.3175947,490.6712873,5,0.1
340.056,-243.3376419,489.671103,5,0.1
340.699,-243.1655223,488.4473567,5,0.1
341.342,-242.6352183,487.3232061,5,0.1
341.984,-242.0005226,486.6137784,5,0.1
342.627,-241.6794231,486.3086404,5,0.1
343.27,-241.9822081,486.0378785,5,0.1
343.913,-242.7395237,485.3211953,5,0.1
344.556,-243.4783297,483.9624336,5,0.1
345.198,-243.6845961,482.2796579,5,0.1
345.841,-243.5352237,480.6677121,5,0.1
346.484,-243.1663299,479.2350371,5,0.1
347.127,-242.7140489,478.006582,5,0.1
347.77,-242.2513551,476.9363255,5,0.1
348.413,-241.7007581,476.1422986,5,0.1
349.055,-241.4676648,475.6432587,5,0.1
349.698,-241.6416528,475.1309567,5,0.1
350.341,-242.1063486,474.3497544,5,0.1
350.984,-242.5950016,473.1762513,5,0.1
351.627,-242.7591435,471.7731077,5,0.1
352.27,-242.6499792,470.4381499,5,0.1
352.912,-242.3904855,469.3050374,5,0.1
353.555,-242.1142644,468.4549227,5,0.1
354.198,-242.0882317,467.8231774,5,0.1
354.841,-242.3262562,467.2326391,5,0.1
355.484,-242.8285938,466.6020121,5,0.1
356.127,-243.6764249,465.7258263,5,0.1
356.769,-244.5404004,464.4653462,5,0.1
357.412,-245.2813099,462.9073967,5,0.1
358.055,-245.757965,461.2007699,5,0.1
358.698,-246.0303724,459.5103049,5,0.1
359.341,-246.1631219,457.9244715,5,0.1
359.984,-246.2853899,456.5094249,5,0.1
360.626,-246.5927146,455.2172311,5,0.1
361.269,-247.2240054,453.773811,5,0.1
361.912,-247.9227314,451.9622428,5,0.1
362.555,-248.4931179,449.7331471,5,0.1
363.198,-248.5473598,447.2838115,5,0.1
363.84,-248.1482859,444.9994763,5,0.1
364.483,-247.5522587,443.0876758,5,0.1
365.126,-247.1408597,441.4374917,5,0.1
365.769,-246.9163984,439.7783359,5,0.1
366.412,-246.7533543,437.9742488,5,0.1
367.055,-246.5287225,435.9621974,5,0.1
367.697,-245.9936635,433.8424267,5,0.1
368.34,-245.1566098,431.8022259,5,0.1
368.983,-244.0181839,430.0669163,5,0.1
369.626,-242.9454455,428.698258,5,0.1
370.269,-241.9964287,427.5678587,5,0.1
370.912,-241.2902779,426.5433601,5,0.1
371.554,-240.7051862,425.510625,5,0.1
372.197,-240.1811523,424.5383861,5,0.1
372.84,-239.8924315,423.6419679,5,0.1
373.483,-240.0194685,422.5010643,5,0.1
374.126,-240.142859,420.8216437,5,0.1
374.769,-239.85569,418.7554727,5,0.1
375.411,-239.1015346,416.2144845,5,0.1
376.054,-236.2848879,414.9136628,5,0.1
376.697,-235.3108359,414.9641231,5,0.1
377.34,-234.7967718,414.7661875,5,0.1
377.983,-234.8578951,414.3243007,5,0.1
378.626,-235.0916601,413.4129398,5,0.1
379.268,-235.2682644,412.0498267,5,0.1
379.911,-235.0438055,410.4484369,5,0.1
380.554,-234.5376897,408.8855911,5,0.1
381.197,-233.808045,407.4634745,5,0.1
381.84,-232.9692153,406.2458456,5,0.1
382.482,-232.0804428,405.3175011,5,0.1
383.125,-231.4150114,404.6717327,5,0.1
383.768,-231.1398125,404.0641124,5,0.1
384.411,-231.1404304,403.247667,5,0.1
385.054,-231.2501973,402.1002577,5,0.1
385.697,-231.2444023,400.5924059,5,0.1
386.339,-230.8538072,398.92587,5,0.1
386.982,-230.19084,397.3072799,5,0.1
387.625,-229.2636514,395.878386,5,0.1
388.268,-228.3441729,394.6320601,5,0.1
388.911,-227.32121,393.4747664,5,0.1
389.554,-226.1474952,392.5524866,5,0.1
390.196,-225.033623,391.958927,5,0.1
390.839,-224.1348332,391.6351548,5,0.1
391.482,-223.6070836,391.4014008,5,0.1
392.125,-223.3980198,390.9770154,5,0.1
392.768,-223.1361368,390.3782217,5,0.1
393.411,-222.9269999,389.7111812,5,0.1
394.053,-222.665784,389.0061651,5,0.1
394.696,-222.4580943,388.3237557,5,0.1
395.339,-222.3528354,387.5843355,5,0.1
395.982,-222.2994715,386.6850757,5,0.1
396.625,-222.1418277,385.6116158,5,0.1
397.268,-221.7247401,384.5355854,5,0.1
397.91,-221.2069524,383.6224331,5,0.1
398.553,-220.6902766,382.9161448,5,0.1
399.196,-220.4324598,382.2602618,5,0.1
399.839,-220.2250264,381.4923634,5,0.1
400.482,-220.0167599,380.5994962,5,0.1
401.125,-219.5561971,379.7798424,5,0.1
401.767,-219.1977835,379.1998764,5,0.1
402.41,-219.0936156,378.6879623,5,0.1
403.053,-219.241534,378.0674461,5,0.1
403.696,-219.5838169,377.1231888,5,0.1
404.339,-219.7690935,375.8136718,5,0.1
404.981,-219.6489166,374.3253985,5,0.1
405.624,-219.1777627,372.8779227,5,0.1
406.267,-218.5130196,371.6271537,5,0.1
406.91,-217.8061109,370.5795367,5,0.1
407.553,-217.1529955,369.6412972,5,0.1
408.196,-216.4548689,368.7780876,5,0.1
408.838,-215.760937,368.0330432,5,0.1
409.481,-215.0730523,367.4433978,5,0.1
410.124,-214.5337231,366.9976079,5,0.1
410.767,-214.1904875,366.5780625,5,0.1
411.41,-213.9898875,366.0591292,5,0.1
412.053,-213.7418282,365.51413,5,0.1
412.695,-213.6390932,364.9746232,5,0.1
413.338,-213.6291248,364.3182499,5,0.1
413.981,-213.6162867,363.501477,5,0.1
414.624,-213.4572307,362.6090401,5,0.1
415.267,-213.2046868,361.778647,5,0.1
415.91,-213.0005632,360.9912427,5,0.1
416.552,-212.7947002,360.188396,5,0.1
417.195,-212.5875197,359.3382269,5,0.1
417.838,-212.2415919,358.5323462,5,0.1
418.481,-211.9455087,357.8365482,5,0.1
419.124,-211.697608,357.2073498,5,0.1
419.767,-211.5892112,356.5858004,5,0.1
420.409,-211.5730541,355.8727398,5,0.1
421.052,-211.5521636,355.0611909,5,0.1
421.695,-211.5284892,354.1510262,5,0.1
422.338,-211.4082148,353.1483825,5,0.1
422.981,-211.1463576,352.118978,5,0.1
423.623,-210.7057941,351.1913233,5,0.1
424.266,-210.2264407,350.4765133,5,0.1
424.909,-209.8474512,349.9800624,5,0.1
425.552,-209.7447343,349.6304355,5,0.1
426.195,-210.0931373,349.105766,5,0.1
426.838,-210.5586499,348.1100399,5,0.1
427.48,-210.776058,346.6728801,5,0.1
428.123,-210.4425637,345.1017854,5,0.1
428.766,-209.6297553,343.8644813,5,0.1
429.409,-208.8403547,343.1034866,5,0.1
430.052,-208.3297515,342.569547,5,0.1
430.695,-208.0423287,342.0372018,5,0.1
431.337,-207.8843096,341.4195402,5,0.1
431.98,-207.7665845,340.7042417,5,0.1
432.623,-207.6464337,339.9161256,5,0.1
433.266,-207.5197106,339.0291861,5,0.1
433.909,-207.2162449,338.1227356,5,0.1
434.552,-206.8335393,337.3654265,5,0.1
435.194,-206.5448778,336.7601309,5,0.1
435.837,-206.4343035,336.2192175,5,0.1
436.48,-206.5757871,335.5574708,5,0.1
437.123,-206.7896531,334.6133436,5,0.1
437.766,-206.8561357,333.4127682,5,0.1
438.409,-206.656734,332.1088908,5,0.1
439.051,-206.2040283,330.8848002,5,0.1
439.694,-205.6347388,329.8383223,5,0.1
440.337,-205.0752931,328.9367084,5,0.1
440.98,-204.5256481,328.1629862,5,0.1
441.623,-204.1067625,327.4472592,5,0.1
442.265,-203.7302854,326.7343522,5,0.1
442.908,-203.4371312,325.9834627,5,0.1
443.551,-203.1394124,325.1494701,5,0.1
444.194,-202.7560469,324.2692309,5,0.1
444.837,-202.2523129,323.4563241,5,0.1
445.48,-201.7581198,322.763022,5,0.1
446.122,-201.3156013,322.2110635,5,0.1
446.765,-201.1574694,321.6048706,5,0.1
447.408,-200.9836882,320.7628886,5,0.1
448.051,-200.6013563,319.8187986,5,0.1
448.694,-199.9846076,319.0326386,5,0.1
449.337,-199.4270817,318.4986028,5,0.1
449.979,-199.0797471,318.09356,5,0.1
450.622,-199.0087688,317.578376,5,0.1
451.265,-198.9632725,316.8358113,5,0.1
451.908,-198.8262307,315.925296,5,0.1
452.551,-198.5237364,314.9443976,5,0.1
453.194,-198.0657679,314.0007289,5,0.1
453.836,-197.5341249,313.1358338,5,0.1
454.479,-196.9308874,312.3638514,5,0.1
455.122,-196.3346313,311.6507777,5,0.1
455.765,-195.6307152,311.0516933,5,0.1
456.408,-194.9419377,310.6739893,5,0.1
457.051,-194.4271893,310.5324954,5,0.1
457.693,-194.3065502,310.4839054,5,0.1
458.336,-194.6757594,310.1295465,5,0.1
458.979,-195.1184988,309.135185,5,0.1
459.622,-195.058371,307.657653,5,0.1
460.265,-194.305722,306.2220797,5,0.1
460.907,-193.1660932,305.2353879,5,0.1
461.55,-192.0318182,304.7958452,5,0.1
462.193,-191.3345846,304.5900568,5,0.1
462.836,-190.8598211,304.2732765,5,0.1
463.479,-190.414875,303.7786025,5,0.1
464.122,-189.7784066,303.2348466,5,0.1
464.764,-189.0045864,302.8611898,5,0.1
465.407,-188.3189302,302.6672359,5,0.1
466.05,-187.7485369,302.5124665,5,0.1
466.693,-187.1797155,302.3632697,5,0.1
467.336,-186.5803402,302.3057015,5,0.1
467.979,-186.0262339,302.399685,5,0.1
468.621,-185.5919201,302.6823983,5,0.1
469.264,-185.5294481,302.9508975,5,0.1
469.907,-185.5323113,303.0167802,5,0.1
470.55,-185.421604,303.0339954,5,0.1
471.193,-185.2436638,303.2295579,5,0.1
471.836,-185.2634474,303.6905417,5,0.1
472.478,-185.7715508,304.2093704,5,0.1
473.121,-186.7537741,304.3581218,5,0.1
473.764,-187.7143213,304.0198146,5,0.1
474.407,-188.5052038,303.3407091,5,0.1
475.05,-188.9489008,302.5547467,5,0.1
475.693,-189.2083807,301.8680978,5,0.1
476.335,-189.3994934,301.3351937,5,0.1
476.978,-189.6727722,300.9277138,5,0.1
477.621,-190.0647394,300.6218988,5,0.1
478.264,-190.7519283,300.3068627,5,0.1
478.907,-191.7231201,299.767003,5,0.1
479.549,-192.8761616,298.7446749,5,0.1
480.192,-193.7543845,297.2080595,5,0.1
480.835,-194.1520091,295.4407996,5,0.1
481.478,-194.0971485,293.6957182,5,0.1
482.121,-193.6551264,292.1869291,5,0.1
482.764,-193.0662811,291.0229339,5,0.1
483.406,-192.5092118,290.1806002,5,0.1
484.049,-192.1529262,289.499915,5,0.1
484.692,-191.9103129,288.8879287,5,0.1
485.335,-191.8798891,288.2218938,5,0.1
485.978,-191.8359555,287.4563121,5,0.1
486.621,-191.8192827,286.6125536,5,0.1
487.263,-191.721723,285.6989075,5,0.1
487.906,-191.518194,284.8018492,5,0.1
488.549,-191.2832473,283.9501665,5,0.1
489.192,-190.9863228,283.1792738,5,0.1
489.835,-190.7343049,282.5047878,5,0.1
490.478,-190.5551721,281.8516565,5,0.1
491.12,-190.3805658,281.2350392,5,0.1
491.763,-190.284167,280.6976017,5,0.1
