W E1
0 0
32.0513 -69887.6
64.1026 -19460.8
96.1538 -9436.34
128.205 -5737.23
160.256 -3913.33
192.308 -2853.82
224.359 -2173.12
256.41 -1705.88
288.462 -1369.94
320.513 -1119.92
352.564 -928.75
384.615 -779.337
416.667 -660.398
448.718 -564.224
480.769 -485.395
512.821 -420.009
544.872 -365.196
576.923 -318.811
608.974 -279.223
641.026 -245.176
673.077 -215.689
705.128 -189.988
737.179 -167.455
769.231 -147.594
801.282 -130
833.333 -114.343
865.385 -100.35
897.436 -87.7951
929.487 -76.4879
961.538 -66.2693
993.59 -57.0045
1025.64 -48.579
1057.69 -40.8946
1089.74 -33.8672
1121.79 -27.4243
1153.85 -21.5031
1185.9 -16.0487
1217.95 -11.0137
1250 -6.35614
1282.05 -2.03936
1314.1 1.969
1346.15 5.69758
1378.21 9.17175
1410.26 12.4141
1442.31 15.4447
1474.36 18.2817
1506.41 20.9411
1538.46 23.4374
1570.51 25.7836
1602.56 27.9916
1634.62 30.0719
1666.67 32.0343
1698.72 33.8873
1730.77 35.6391
1762.82 37.2968
1794.87 38.867
1826.92 40.3559
1858.97 41.7688
1891.03 43.1109
1923.08 44.3868
1955.13 45.6008
1987.18 46.7568
2019.23 47.8585
2051.28 48.9092
2083.33 49.912
2115.38 50.8698
2147.44 51.7852
2179.49 52.6607
2211.54 53.4985
2243.59 54.3009
2275.64 55.0697
2307.69 55.8068
2339.74 56.514
2371.79 57.1927
2403.85 57.8446
2435.9 58.4711
2467.95 59.0733
2500 59.6527
2532.05 60.2102
2564.1 60.747
2596.15 61.2641
2628.21 61.7625
2660.26 62.243
2692.31 62.7065
2724.36 63.1538
2756.41 63.5856
2788.46 64.0027
2820.51 64.4056
2852.56 64.7951
2884.62 65.1717
2916.67 65.536
2948.72 65.8885
2980.77 66.2297
3012.82 66.5601
3044.87 66.8801
3076.92 67.1902
3108.97 67.4908
3141.03 67.7823
3173.08 68.065
3205.13 68.3393
3237.18 68.6054
3269.23 68.8638
3301.28 69.1148
3333.33 69.3585
3365.38 69.5953
3397.44 69.8255
3429.49 70.0492
3461.54 70.2668
3493.59 70.4784
3525.64 70.6843
3557.69 70.8847
3589.74 71.0797
3621.79 71.2696
3653.85 71.4545
3685.9 71.6346
3717.95 71.8101
3750 71.9811
3782.05 72.1478
3814.1 72.3103
3846.15 72.4687
3878.21 72.6233
3910.26 72.7741
3942.31 72.9212
3974.36 73.0648
4006.41 73.2049
4038.46 73.3418
4070.51 73.4754
4102.56 73.6059
4134.62 73.7334
4166.67 73.8579
4198.72 73.9796
4230.77 74.0986
4262.82 74.2149
4294.87 74.3286
4326.92 74.4398
4358.97 74.5485
4391.03 74.6549
4423.08 74.759
4455.13 74.8608
4487.18 74.9605
4519.23 75.058
4551.28 75.1536
4583.33 75.2471
4615.38 75.3386
4647.44 75.4283
4679.49 75.5162
4711.54 75.6022
4743.59 75.6866
4775.64 75.7692
4807.69 75.8502
4839.74 75.9296
4871.79 76.0074
4903.85 76.0837
4935.9 76.1585
4967.95 76.2319
5000 76.3039
5032.05 76.3745
5064.1 76.4438
5096.15 76.5118
5128.21 76.5785
5160.26 76.6439
5192.31 76.7082
5224.36 76.7713
5256.41 76.8332
5288.46 76.894
5320.51 76.9537
5352.56 77.0124
5384.62 77.07
5416.67 77.1265
5448.72 77.1821
5480.77 77.2367
5512.82 77.2904
5544.87 77.3432
5576.92 77.395
5608.97 77.4459
5641.03 77.496
5673.08 77.5453
5705.13 77.5937
5737.18 77.6413
5769.23 77.6881
5801.28 77.7341
5833.33 77.7794
5865.38 77.8239
5897.44 77.8677
5929.49 77.9109
5961.54 77.9533
5993.59 77.995
6025.64 78.0361
6057.69 78.0765
6089.74 78.1163
6121.79 78.1555
6153.85 78.194
6185.9 78.232
6217.95 78.2693
6250 78.3061
6282.05 78.3424
6314.1 78.3781
6346.15 78.4132
6378.21 78.4478
6410.26 78.4819
6442.31 78.5155
6474.36 78.5486
6506.41 78.5812
6538.46 78.6134
6570.51 78.645
6602.56 78.6762
6634.62 78.707
6666.67 78.7373
6698.72 78.7672
6730.77 78.7966
6762.82 78.8257
6794.87 78.8543
6826.92 78.8825
6858.97 78.9103
6891.03 78.9378
6923.08 78.9648
6955.13 78.9915
6987.18 79.0178
7019.23 79.0438
7051.28 79.0694
7083.33 79.0947
7115.38 79.1196
7147.44 79.1442
7179.49 79.1684
7211.54 79.1923
7243.59 79.216
7275.64 79.2393
7307.69 79.2623
7339.74 79.285
7371.79 79.3074
7403.85 79.3295
7435.9 79.3513
7467.95 79.3729
7500 79.3941
7532.05 79.4151
7564.1 79.4359
7596.15 79.4564
7628.21 79.4766
7660.26 79.4965
7692.31 79.5163
7724.36 79.5357
7756.41 79.555
7788.46 79.5739
7820.51 79.5927
7852.56 79.6112
7884.62 79.6295
7916.67 79.6476
7948.72 79.6655
7980.77 79.6831
8012.82 79.7006
8044.87 79.7178
8076.92 79.7348
8108.97 79.7517
8141.03 79.7683
8173.08 79.7847
8205.13 79.801
8237.18 79.817
8269.23 79.8329
8301.28 79.8485
8333.33 79.864
8365.38 79.8794
8397.44 79.8945
8429.49 79.9095
8461.54 79.9243
8493.59 79.9389
8525.64 79.9534
8557.69 79.9677
8589.74 79.9819
8621.79 79.9959
8653.85 80.0097
8685.9 80.0234
8717.95 80.0369
8750 80.0503
8782.05 80.0635
8814.1 80.0766
8846.15 80.0896
8878.21 80.1024
8910.26 80.1151
8942.31 80.1276
8974.36 80.14
9006.41 80.1523
9038.46 80.1644
9070.51 80.1765
9102.56 80.1883
9134.62 80.2001
9166.67 80.2117
9198.72 80.2233
9230.77 80.2347
9262.82 80.2459
9294.87 80.2571
9326.92 80.2682
9358.97 80.2791
9391.03 80.2899
9423.08 80.3006
9455.13 80.3112
9487.18 80.3217
9519.23 80.3321
9551.28 80.3424
9583.33 80.3526
9615.38 80.3627
9647.44 80.3727
9679.49 80.3826
9711.54 80.3923
9743.59 80.402
9775.64 80.4116
9807.69 80.4211
9839.74 80.4305
9871.79 80.4398
9903.85 80.4491
9935.9 80.4582
9967.95 80.4673
10000 80.4762
