T[K]	Re[\chi]	Im[\chi]
  94.65700	  12.75813	  -0.47609
  94.55000	  12.75167	  -0.47648
  94.44400	  12.74374	  -0.48443
  94.33800	  12.75335	  -0.48937
  94.23200	  12.75045	  -0.48407
  94.12700	  12.74520	  -0.47692
  94.02200	  12.74749	  -0.46986
  93.91800	  12.74930	  -0.48154
  93.81300	  12.75547	  -0.48564
  93.70900	  12.74497	  -0.48024
  93.60500	  12.74031	  -0.48713
  93.50100	  12.74717	  -0.48549
  93.39600	  12.74873	  -0.47974
  93.29000	  12.74864	  -0.48272
  93.18500	  12.74609	  -0.48737
  93.08000	  12.74957	  -0.48155
  92.97400	  12.74817	  -0.49070
  92.86900	  12.75342	  -0.48498
  92.76500	  12.74782	  -0.47753
  92.66100	  12.74875	  -0.48240
  92.55700	  12.75094	  -0.48058
  92.45200	  12.74852	  -0.48572
  92.34900	  12.74051	  -0.48553
  92.24500	  12.75301	  -0.47994
  92.14200	  12.74984	  -0.47906
  92.03800	  12.75634	  -0.48652
  91.93500	  12.74688	  -0.48145
  91.83300	  12.74516	  -0.47593
  91.73000	  12.73843	  -0.47228
  91.62700	  12.74087	  -0.47630
  91.52500	  12.73578	  -0.48688
  91.42300	  12.74258	  -0.48504
  91.32100	  12.73746	  -0.47972
  91.21900	  12.75000	  -0.48791
  91.11700	  12.74086	  -0.48791
  91.01500	  12.74651	  -0.47703
  90.91400	  12.74807	  -0.47918
  90.81200	  12.74816	  -0.47559
  90.71100	  12.74995	  -0.48645
  90.61000	  12.74420	  -0.48772
  90.50900	  12.74564	  -0.48932
  90.40800	  12.75009	  -0.48520
  90.30800	  12.75020	  -0.48094
  90.20700	  12.74567	  -0.47599
  90.10700	  12.74953	  -0.47883
  90.00800	  12.74188	  -0.48554
  89.90900	  12.73481	  -0.48146
  89.81100	  12.73515	  -0.47945
  89.71200	  12.74430	  -0.48394
  89.61500	  12.73760	  -0.48930
  89.51700	  12.74010	  -0.47595
  89.42000	  12.73524	  -0.48201
  89.32400	  12.73298	  -0.47822
  89.22800	  12.74467	  -0.47720
  89.13300	  12.75534	  -0.48277
  89.04100	  12.74828	  -0.46621
  88.94800	  12.74117	  -0.48271
  88.85500	  12.74650	  -0.47815
  88.76400	  12.74337	  -0.48859
  88.67300	  12.73680	  -0.48060
  88.58200	  12.74049	  -0.47845
  88.50700	  12.73957	  -0.48535
  88.42100	  12.75464	  -0.48381
  88.33200	  12.74812	  -0.48523
  88.24500	  12.75022	  -0.49019
  88.15700	  12.74344	  -0.49407
  88.07000	  12.73324	  -0.48548
  87.98400	  12.73107	  -0.47598
  87.89700	  12.73170	  -0.48124
  87.81300	  12.73679	  -0.47484
  87.72900	  12.73929	  -0.47908
  87.64400	  12.73851	  -0.47950
  87.56100	  12.74561	  -0.49099
  87.47600	  12.74905	  -0.47185
  87.39300	  12.74385	  -0.48421
  87.31000	  12.74242	  -0.48239
  87.21800	  12.74922	  -0.49035
  87.12400	  12.74203	  -0.48835
  87.03400	  12.73798	  -0.48687
  86.94300	  12.74855	  -0.47917
  86.85800	  12.74130	  -0.48462
  86.77100	  12.73424	  -0.47456
  86.68500	  12.73823	  -0.47875
  86.59800	  12.74154	  -0.47590
  86.51000	  12.74463	  -0.47835
  86.42200	  12.73677	  -0.48394
  86.33600	  12.73991	  -0.48436
  86.24800	  12.74786	  -0.47662
  86.15900	  12.74302	  -0.48693
  86.06600	  12.73679	  -0.49679
  85.97100	  12.74450	  -0.48029
  85.87700	  12.74637	  -0.47398
  85.78100	  12.73623	  -0.48229
  85.67200	  12.73398	  -0.47242
  85.57500	  12.73608	  -0.48043
  85.47900	  12.73030	  -0.48530
  85.38300	  12.73172	  -0.48738
  85.28700	  12.73608	  -0.48386
  85.19000	  12.73084	  -0.48956
  85.09300	  12.74126	  -0.48854
  84.99500	  12.74757	  -0.48555
  84.89600	  12.74269	  -0.47746
  84.79700	  12.73777	  -0.48197
  84.69700	  12.74432	  -0.48127
  84.59600	  12.73924	  -0.48762
  84.49600	  12.73648	  -0.48592
  84.39600	  12.73683	  -0.48181
  84.29400	  12.73709	  -0.47242
  84.19300	  12.74825	  -0.48681
  84.09100	  12.74800	  -0.48346
  83.98900	  12.74582	  -0.48633
  83.88900	  12.74948	  -0.49162
  83.78900	  12.73881	  -0.47520
  83.68900	  12.73991	  -0.48355
  83.58900	  12.72988	  -0.48514
  83.48600	  12.73353	  -0.48923
  83.38300	  12.73325	  -0.50035
  83.28000	  12.74267	  -0.47516
  83.17500	  12.73780	  -0.47963
  83.06500	  12.74321	  -0.49163
  82.95600	  12.73846	  -0.48553
  82.85100	  12.72469	  -0.48185
  82.74600	  12.73966	  -0.48113
  82.64400	  12.73000	  -0.49715
  82.54300	  12.74013	  -0.48361
  82.44200	  12.73544	  -0.49124
  82.34200	  12.74567	  -0.48606
  82.24200	  12.74064	  -0.48452
  82.14100	  12.74154	  -0.49317
  82.03900	  12.73932	  -0.46863
  81.93700	  12.73680	  -0.48759
  81.82000	  12.73995	  -0.48621
  81.70500	  12.74301	  -0.49026
  81.60000	  12.72673	  -0.48566
  81.49900	  12.73266	  -0.48416
  81.39000	  12.74911	  -0.48315
  81.28000	  12.73190	  -0.48267
  81.17400	  12.73360	  -0.49056
  81.07100	  12.72891	  -0.47872
  80.96700	  12.73339	  -0.48317
  80.86100	  12.74230	  -0.48774
  80.75200	  12.74346	  -0.48864
  80.64500	  12.73472	  -0.49314
  80.53600	  12.73577	  -0.47824
  80.42700	  12.72963	  -0.47384
  80.31800	  12.73933	  -0.48246
  80.20900	  12.74605	  -0.48676
  80.10000	  12.73962	  -0.48286
  79.99200	  12.74528	  -0.48437
  79.88300	  12.74577	  -0.48715
  79.77400	  12.72846	  -0.49945
  79.66400	  12.73527	  -0.48652
  79.55400	  12.71184	  -0.46420
  79.44400	  12.69394	  -0.43989
  79.32600	  12.63192	  -0.40877
  79.21000	  12.43856	  -0.23196
  79.10100	  11.78509	   0.17734
  78.98700	  10.63621	   0.66823
  78.87800	   9.25252	   0.89472
  78.76300	   8.01569	   0.91426
  78.65600	   6.78483	   0.92002
  78.55000	   5.66544	   0.82214
  78.44500	   4.92813	   0.52740
  78.34200	   4.53983	   0.20986
  78.23700	   4.30618	   0.05734
  78.12800	   4.14713	  -0.00341
  78.02400	   4.04648	  -0.05949
  77.91000	   3.97476	  -0.09425
  77.73400	   3.93936	  -0.10747
  77.53100	   3.89655	  -0.10895
  77.34000	   3.84710	  -0.10357
  77.19200	   3.81278	  -0.10462
  77.09000	   3.76388	  -0.11388
  76.99600	   3.71569	  -0.10441
  76.90400	   3.69230	  -0.10708
  76.81200	   3.66474	  -0.10568
  76.71500	   3.61990	  -0.10289
  76.61300	   3.58914	  -0.09785
  76.50800	   3.55231	  -0.09889
  76.40000	   3.52677	  -0.08602
  76.29000	   3.50971	  -0.10568
  76.18000	   3.48386	  -0.10679
  76.06800	   3.47933	  -0.11222
  75.95500	   3.45829	  -0.11608
  75.84200	   3.44029	  -0.11229
  75.72700	   3.42215	  -0.11887
  75.60800	   3.40739	  -0.12571
  75.49400	   3.39437	  -0.12199
  75.38100	   3.38305	  -0.11806
  75.26700	   3.38843	  -0.11505
  75.15300	   3.36892	  -0.10575
  75.04000	   3.36621	  -0.11875
  74.92700	   3.34627	  -0.11520
  74.81200	   3.34062	  -0.11483
  74.69800	   3.33236	  -0.12005
  74.58500	   3.32956	  -0.12653
  74.47100	   3.31033	  -0.11919
  74.35700	   3.32225	  -0.12530
  74.24400	   3.31241	  -0.12937
  74.13100	   3.30895	  -0.11600
  74.01900	   3.29944	  -0.11838
  73.90700	   3.28799	  -0.11217
  73.79500	   3.28779	  -0.12575
  73.68400	   3.28126	  -0.11624
  73.57300	   3.27345	  -0.11889
  73.46300	   3.27441	  -0.11864
  73.35300	   3.27235	  -0.11758
  73.24300	   3.25965	  -0.11862
  73.13400	   3.24760	  -0.11496
  73.02400	   3.25032	  -0.11310
  72.91600	   3.24868	  -0.11726
  72.80700	   3.24148	  -0.12454
  72.69900	   3.24763	  -0.11579
  72.59000	   3.24227	  -0.11586
  72.48300	   3.23815	  -0.12064
  72.37500	   3.23746	  -0.10850
  72.26800	   3.23435	  -0.11277
  72.16200	   3.23209	  -0.11524
  72.05500	   3.21868	  -0.11996
  71.94900	   3.22863	  -0.11022
  71.84300	   3.21620	  -0.11538
  71.73800	   3.21205	  -0.11594
  71.63300	   3.20942	  -0.11985
  71.52700	   3.20225	  -0.11651
  71.42300	   3.20755	  -0.10837
  71.31800	   3.20686	  -0.12244
  71.21500	   3.20183	  -0.11456
  71.11100	   3.20054	  -0.10961
  71.00800	   3.20080	  -0.11250
  70.90500	   3.19680	  -0.10567
  70.80300	   3.19711	  -0.10923
  70.70000	   3.19187	  -0.11830
  70.59800	   3.18462	  -0.11407
  70.49700	   3.18894	  -0.11786
  70.39500	   3.19958	  -0.12221
  70.29400	   3.19059	  -0.11992
  70.19400	   3.18456	  -0.11969
  70.09500	   3.17993	  -0.10233
  69.98200	   3.18215	  -0.11390
  69.88700	   3.17143	  -0.10186
  69.79300	   3.17052	  -0.11080
  69.70200	   3.17044	  -0.11710
  69.61200	   3.16509	  -0.10799
  69.52300	   3.16392	  -0.12277
  69.42900	   3.17159	  -0.12367
  69.35600	   3.16705	  -0.12777
  69.27100	   3.16937	  -0.12784
  69.18100	   3.15874	  -0.10843
  69.08900	   3.16128	  -0.11991
  68.99800	   3.15853	  -0.12482
  68.90600	   3.14885	  -0.11958
  68.81000	   3.15172	  -0.11602
  68.70200	   3.15737	  -0.12939
  68.60600	   3.14227	  -0.11776
  68.51400	   3.15981	  -0.12385
  68.42200	   3.15444	  -0.11920
  68.32900	   3.15395	  -0.12247
  68.23800	   3.14577	  -0.11798
  68.16200	   3.14605	  -0.11909
  68.07300	   3.13647	  -0.11430
  67.97900	   3.14901	  -0.11298
  67.88600	   3.14314	  -0.11017
  67.79300	   3.14388	  -0.11548
  67.70000	   3.14774	  -0.10453
  67.60600	   3.13997	  -0.11814
  67.51100	   3.14809	  -0.11637
  67.41500	   3.14784	  -0.12286
  67.30200	   3.13553	  -0.11309
  67.19800	   3.13355	  -0.11746
  67.06900	   3.13287	  -0.11679
  66.97000	   3.12945	  -0.11951
  66.88100	   3.13081	  -0.11890
  66.79000	   3.13413	  -0.12063
  66.69400	   3.13684	  -0.12018
  66.59800	   3.14146	  -0.11036
  66.50100	   3.12691	  -0.11352
  66.40700	   3.12185	  -0.11258
  66.31100	   3.13043	  -0.12425
  66.21600	   3.12827	  -0.11594
  66.12100	   3.12526	  -0.12836
  66.02300	   3.12916	  -0.11841
  65.92800	   3.12587	  -0.12074
  65.83300	   3.12182	  -0.11614
  65.73600	   3.13336	  -0.10457
  65.63800	   3.12827	  -0.11760
  65.54100	   3.12334	  -0.12172
  65.44100	   3.11507	  -0.11322
  65.34300	   3.12528	  -0.11067
  65.24400	   3.12731	  -0.11288
  65.14300	   3.12200	  -0.11332
  65.04200	   3.12616	  -0.12317
  64.94100	   3.12208	  -0.11851
  64.83900	   3.11672	  -0.11792
  64.73600	   3.11286	  -0.11517
  64.63300	   3.11067	  -0.10654
  64.53000	   3.11227	  -0.11650
  64.42700	   3.12025	  -0.11840
  64.32300	   3.11486	  -0.12564
  64.21900	   3.11229	  -0.11511
  64.11700	   3.10930	  -0.11522
  64.01300	   3.10259	  -0.11317
  63.91200	   3.10638	  -0.11194
  63.80900	   3.11287	  -0.12081
  63.70600	   3.10005	  -0.11477
  63.60300	   3.10242	  -0.12607
  63.50000	   3.09788	  -0.10837
  63.39600	   3.10529	  -0.11740
  63.29200	   3.10819	  -0.11492
  63.18800	   3.10279	  -0.11124
  63.08300	   3.09755	  -0.12640
  62.97900	   3.10338	  -0.10952
  62.87200	   3.10185	  -0.11630
  62.76600	   3.10866	  -0.12894
  62.65900	   3.09661	  -0.12335
  62.55200	   3.09640	  -0.11221
  62.44500	   3.09864	  -0.11852
  62.33900	   3.10539	  -0.10277
  62.23200	   3.10151	  -0.11541
  62.12500	   3.10166	  -0.11459
  62.01800	   3.10145	  -0.11832
  61.91100	   3.09413	  -0.12384
  61.80400	   3.09094	  -0.11874
  61.69900	   3.09778	  -0.12001
  61.59500	   3.09434	  -0.11580
  61.49100	   3.08089	  -0.11668
  61.38900	   3.09981	  -0.12176
  61.28700	   3.09718	  -0.12218
  61.18400	   3.10650	  -0.11460
  61.08000	   3.09924	  -0.11544
  60.97700	   3.09394	  -0.11737
  60.87400	   3.08525	  -0.11047
  60.76900	   3.08683	  -0.11863
  60.66600	   3.08986	  -0.12238
  60.56200	   3.08827	  -0.11452
  60.45800	   3.08463	  -0.11063
  60.35500	   3.08232	  -0.11283
  60.25100	   3.08380	  -0.12438
  60.14800	   3.09212	  -0.11974
  60.04400	   3.08186	  -0.11351
  59.94000	   3.08762	  -0.12412
  59.83700	   3.08381	  -0.12627
  59.73400	   3.08354	  -0.12619
  59.63100	   3.08140	  -0.11921
  59.52800	   3.08360	  -0.11674
  59.42400	   3.09045	  -0.11306
  59.32100	   3.07584	  -0.11858
  59.21700	   3.08457	  -0.11717
  59.11400	   3.08260	  -0.11709
  59.01000	   3.07519	  -0.10755
  58.90800	   3.08140	  -0.12432
  58.80700	   3.09041	  -0.11802
  58.70700	   3.08329	  -0.12395
  58.60800	   3.08020	  -0.12507
  58.51000	   3.07497	  -0.12479
  58.41300	   3.08915	  -0.12689
  58.31600	   3.08112	  -0.11686
  58.21700	   3.07534	  -0.11525
  58.11900	   3.08185	  -0.12087
  58.01900	   3.08443	  -0.11455
  57.92000	   3.07792	  -0.11500
  57.82100	   3.08180	  -0.12605
  57.72200	   3.08038	  -0.12135
  57.62400	   3.08662	  -0.11750
  57.52500	   3.07731	  -0.11548
  57.42700	   3.07227	  -0.12253
  57.32800	   3.06841	  -0.12042
  57.22900	   3.07403	  -0.12257
  57.13200	   3.08312	  -0.12714
  57.03600	   3.08328	  -0.12247
  56.94100	   3.07785	  -0.12163
  56.84900	   3.08037	  -0.12358
  56.75900	   3.06854	  -0.12192
  56.67200	   3.07070	  -0.12060
  56.58700	   3.06658	  -0.13015
  56.50300	   3.07431	  -0.12587
  56.42300	   3.07421	  -0.11304
  56.34500	   3.08397	  -0.10480
  56.26800	   3.07364	  -0.11575
  56.19400	   3.07388	  -0.11646
  56.12300	   3.06480	  -0.11701
  56.05300	   3.06489	  -0.12472
  55.98600	   3.06832	  -0.11588
  55.92200	   3.07023	  -0.11991
  55.86000	   3.08060	  -0.12012
  55.80000	   3.08209	  -0.11361
  55.74100	   3.06814	  -0.11756
  55.68400	   3.06696	  -0.11402
  55.63000	   3.07065	  -0.11557
  55.57700	   3.07070	  -0.12070
  55.52600	   3.06772	  -0.12745
  55.47700	   3.06788	  -0.12206
  55.42900	   3.05948	  -0.11536
  55.38200	   3.07137	  -0.11460
  55.33800	   3.07851	  -0.12017
  55.29300	   3.07154	  -0.12377
  55.25100	   3.06614	  -0.11919
  55.21000	   3.05863	  -0.11585
  55.17000	   3.06297	  -0.11647
  55.13100	   3.06196	  -0.11738
  55.09500	   3.07317	  -0.11662
  55.05800	   3.06211	  -0.12228
  55.02200	   3.06860	  -0.11792
  54.98700	   3.06606	  -0.10790
  54.95300	   3.06334	  -0.11657
  54.93600	   3.06573	  -0.12055
  54.90400	   3.06260	  -0.12215
  54.87200	   3.06841	  -0.12065
  54.84200	   3.06688	  -0.12100
  54.81200	   3.06054	  -0.11780
  54.78300	   3.07028	  -0.11128
  54.75500	   3.06322	  -0.11370
  54.72700	   3.07362	  -0.11524
  54.70100	   3.06767	  -0.12382
  54.67600	   3.06953	  -0.11467
  54.65100	   3.06193	  -0.11716
  54.62800	   3.05303	  -0.11543
  54.60500	   3.07256	  -0.11797
  54.58200	   3.06401	  -0.12088
  54.56000	   3.06802	  -0.11688
  54.53800	   3.06593	  -0.11537
  54.51400	   3.07145	  -0.10583
  54.49200	   3.07795	  -0.10929
  54.46900	   3.06041	  -0.11229
  54.44500	   3.06322	  -0.11480
  54.42100	   3.06761	  -0.11183
  54.39300	   3.06859	  -0.11539
  54.36600	   3.06665	  -0.11396
  54.33800	   3.06635	  -0.11669
  54.30600	   3.06384	  -0.10876
  54.26900	   3.06097	  -0.11321
  54.22700	   3.06034	  -0.10782
  54.18400	   3.06191	  -0.11901
  54.13900	   3.06006	  -0.12367
  54.09300	   3.07393	  -0.12296
  54.04800	   3.06585	  -0.12181
  54.00000	   3.06251	  -0.11684
  53.95000	   3.07195	  -0.12233
  53.90000	   3.06699	  -0.12042
  53.84200	   3.07061	  -0.11409
  53.79100	   3.07159	  -0.11301
  53.74000	   3.06772	  -0.11130
  53.68900	   3.07088	  -0.10739
  53.63800	   3.06485	  -0.12238
  53.58900	   3.07119	  -0.11280
  53.54100	   3.06581	  -0.11798
  53.49500	   3.06839	  -0.12284
  53.45000	   3.06984	  -0.12172
  53.40500	   3.06974	  -0.11140
  53.36100	   3.06373	  -0.11802
  53.31700	   3.06168	  -0.11385
  53.27500	   3.06557	  -0.11257
  53.23300	   3.06221	  -0.12296
  53.19100	   3.07419	  -0.12971
  53.15100	   3.07016	  -0.11995
  53.11000	   3.06569	  -0.11733
  53.06900	   3.07143	  -0.11799
  53.02700	   3.06329	  -0.12220
  52.98600	   3.06191	  -0.11781
  52.94700	   3.06272	  -0.10874
  52.91000	   3.06843	  -0.12649
  52.87100	   3.06519	  -0.13089
  52.83400	   3.06081	  -0.12234
  52.79800	   3.06558	  -0.11533
  52.76300	   3.05332	  -0.11820
  52.72900	   3.06137	  -0.11289
  52.69600	   3.06245	  -0.10122
  52.66300	   3.05547	  -0.10930
  52.63200	   3.06244	  -0.11237
  52.60300	   3.06078	  -0.11493
  52.57500	   3.05735	  -0.12286
  52.54400	   3.05632	  -0.11784
  52.52000	   3.05911	  -0.11703
  52.49600	   3.06637	  -0.10663
  52.47500	   3.06577	  -0.11191
  52.45500	   3.07024	  -0.11830
  52.43700	   3.06713	  -0.12226
  52.42100	   3.06406	  -0.12221
  52.40600	   3.06729	  -0.12117
  52.39300	   3.06882	  -0.12462
  52.38300	   3.06857	  -0.11214
  52.37400	   3.05994	  -0.11682
  52.36800	   3.05898	  -0.12684
  52.36400	   3.06340	  -0.12054
  52.36100	   3.06336	  -0.12341
  52.36100	   3.06563	  -0.12207
  52.36300	   3.05645	  -0.11933
  52.36600	   3.06094	  -0.11358
  52.37000	   3.06374	  -0.11780
  52.37700	   3.05352	  -0.11945
  52.38600	   3.06384	  -0.11363
  52.39400	   3.05181	  -0.11893
  52.40700	   3.06031	  -0.12293
  52.41900	   3.05639	  -0.12509
  52.43200	   3.06478	  -0.11301
  52.44700	   3.06943	  -0.12022
  52.46300	   3.06878	  -0.11147
  52.48000	   3.06442	  -0.11217
  52.49800	   3.05648	  -0.11500
  52.51800	   3.05759	  -0.11653
  52.53900	   3.06208	  -0.11813
  52.56100	   3.06428	  -0.11288
  52.58400	   3.06119	  -0.11848
  52.60900	   3.05967	  -0.11813
  52.63300	   3.06277	  -0.12304
  52.66000	   3.06019	  -0.11200
  52.68700	   3.06101	  -0.10890
  52.71500	   3.05172	  -0.11031
  52.74200	   3.06812	  -0.12081
  52.77200	   3.06469	  -0.11650
  52.80500	   3.05580	  -0.12033
  52.83600	   3.06341	  -0.11010
  52.86700	   3.05794	  -0.11079
  52.90100	   3.05866	  -0.11631
  52.93500	   3.06499	  -0.11300
  52.96900	   3.06447	  -0.11586
  53.00500	   3.06613	  -0.11509
  53.04200	   3.06258	  -0.11801
  53.08000	   3.06498	  -0.12273
  53.11800	   3.05112	  -0.12016
  53.15900	   3.05559	  -0.10578
  53.20000	   3.05756	  -0.12217
  53.24100	   3.07099	  -0.11942
  53.28100	   3.06912	  -0.12310
  53.32300	   3.07153	  -0.11332
  53.36900	   3.06587	  -0.11009
  53.41500	   3.06250	  -0.12298
  53.46100	   3.04896	  -0.11915
  53.50700	   3.05988	  -0.12249
  53.55400	   3.07281	  -0.12139
  53.60300	   3.05807	  -0.12068
  53.65100	   3.06532	  -0.10898
  53.70100	   3.06912	  -0.12224
  53.75100	   3.05539	  -0.11420
  53.80200	   3.05611	  -0.11312
  53.85400	   3.06458	  -0.11523
  53.90700	   3.07023	  -0.10429
  53.96100	   3.05562	  -0.11140
  54.01400	   3.06534	  -0.11650
  54.06900	   3.05519	  -0.11018
  54.12500	   3.05149	  -0.11265
  54.18000	   3.06471	  -0.11504
  54.23700	   3.06987	  -0.11563
  54.29300	   3.05966	  -0.11074
  54.35200	   3.06199	  -0.11116
  54.41100	   3.06425	  -0.11131
  54.47000	   3.06282	  -0.10441
  54.53000	   3.06677	  -0.11098
  54.59100	   3.07224	  -0.11939
  54.65300	   3.07532	  -0.11388
  54.71500	   3.06598	  -0.11935
  54.77800	   3.06542	  -0.11208
  54.84200	   3.06163	  -0.11656
  54.90700	   3.06545	  -0.11901
  54.97200	   3.06631	  -0.12077
  55.03800	   3.05951	  -0.10257
  55.10400	   3.06509	  -0.11022
  55.16900	   3.07559	  -0.11516
  55.23700	   3.07140	  -0.12886
  55.30500	   3.07261	  -0.11490
  55.37400	   3.07604	  -0.12271
  55.44400	   3.06439	  -0.11692
  55.51400	   3.06322	  -0.11193
  55.58400	   3.06930	  -0.11572
  55.65400	   3.06925	  -0.11829
  55.72400	   3.06248	  -0.11070
  55.79600	   3.06509	  -0.11573
  55.86700	   3.07325	  -0.11791
  55.93900	   3.06726	  -0.11858
  56.01200	   3.06658	  -0.12102
  56.08600	   3.07075	  -0.11673
  56.15900	   3.06624	  -0.11933
  56.23100	   3.06383	  -0.10794
  56.30500	   3.07056	  -0.11568
  56.38000	   3.06547	  -0.11923
  56.45200	   3.06534	  -0.11358
  56.52600	   3.06580	  -0.11279
  56.60100	   3.06579	  -0.11226
  56.67500	   3.06941	  -0.11184
  56.75200	   3.06203	  -0.11831
  56.82600	   3.06817	  -0.11763
  56.90100	   3.06685	  -0.11856
  56.97600	   3.07627	  -0.11299
  57.05300	   3.06909	  -0.12448
  57.12900	   3.07792	  -0.11851
  57.20600	   3.07696	  -0.12472
  57.28300	   3.07448	  -0.11500
  57.36100	   3.07084	  -0.11361
  57.43900	   3.07208	  -0.11256
  57.51700	   3.06161	  -0.11158
  57.59600	   3.06877	  -0.11786
  57.67400	   3.06970	  -0.12710
  57.75300	   3.07169	  -0.12023
  57.83100	   3.07446	  -0.11457
  57.91100	   3.08021	  -0.11339
  57.99300	   3.08150	  -0.12068
  58.07400	   3.07372	  -0.12071
  58.15400	   3.07655	  -0.11150
  58.23600	   3.08031	  -0.11077
  58.31900	   3.07953	  -0.11793
  58.40200	   3.07807	  -0.11237
  58.48300	   3.07685	  -0.11422
  58.56500	   3.07328	  -0.12049
  58.64600	   3.07924	  -0.12213
  58.72800	   3.07906	  -0.11734
  58.81000	   3.08246	  -0.11340
  58.89100	   3.08249	  -0.11194
  58.97200	   3.07739	  -0.11642
  59.05300	   3.08441	  -0.11473
  59.13600	   3.08339	  -0.11333
  59.21900	   3.07010	  -0.12164
  59.30200	   3.07217	  -0.11843
  59.38500	   3.08592	  -0.11608
  59.46800	   3.07574	  -0.10426
  59.55200	   3.07591	  -0.11542
  59.63700	   3.07509	  -0.11091
  59.72200	   3.07745	  -0.11156
  59.80600	   3.07866	  -0.11842
  59.89100	   3.07770	  -0.12375
  59.97800	   3.07510	  -0.10958
  60.06200	   3.08669	  -0.11104
  60.14800	   3.07944	  -0.11043
  60.23500	   3.08000	  -0.11144
  60.32200	   3.08365	  -0.11174
  60.41000	   3.07704	  -0.11896
  60.49700	   3.08810	  -0.12136
  60.58400	   3.08266	  -0.10849
  60.67100	   3.08164	  -0.11423
  60.76100	   3.08750	  -0.10638
  60.84900	   3.07609	  -0.11469
  60.93700	   3.07615	  -0.10903
  61.02600	   3.07891	  -0.11985
  61.11400	   3.08199	  -0.11509
  61.20300	   3.07833	  -0.11518
  61.29200	   3.08326	  -0.11444
  61.38100	   3.08518	  -0.11160
  61.46900	   3.09011	  -0.10411
  61.55800	   3.08966	  -0.12035
  61.64600	   3.08444	  -0.11648
  61.73300	   3.08725	  -0.10914
  61.82300	   3.07852	  -0.11183
  61.91400	   3.07498	  -0.11449
  62.00600	   3.08275	  -0.11481
  62.09500	   3.07576	  -0.11005
  62.18500	   3.07978	  -0.10374
  62.27700	   3.07783	  -0.10093
  62.36700	   3.08857	  -0.11328
  62.45800	   3.08916	  -0.11167
  62.54800	   3.08819	  -0.10751
  62.63800	   3.08740	  -0.11899
  62.72800	   3.08983	  -0.10941
  62.81700	   3.08774	  -0.11057
  62.90700	   3.08624	  -0.11091
  62.99700	   3.09233	  -0.10793
  63.08600	   3.07924	  -0.10625
  63.17600	   3.07992	  -0.12207
  63.26500	   3.08222	  -0.11111
  63.35500	   3.07825	  -0.11010
  63.44500	   3.08392	  -0.11813
  63.53600	   3.08773	  -0.12465
  63.62500	   3.08396	  -0.11326
  63.71600	   3.08350	  -0.11654
  63.80700	   3.08391	  -0.12480
  63.89700	   3.08343	  -0.10318
  63.98700	   3.09058	  -0.10885
  64.07700	   3.08870	  -0.10884
  64.16800	   3.08694	  -0.11243
  64.25800	   3.08352	  -0.11518
  64.34900	   3.09126	  -0.11442
  64.43900	   3.08532	  -0.11411
  64.53000	   3.10096	  -0.11121
  64.62100	   3.09754	  -0.11510
  64.71200	   3.09287	  -0.10130
  64.80700	   3.09100	  -0.11758
  64.89800	   3.10056	  -0.11407
  64.98900	   3.10394	  -0.11074
  65.08100	   3.09532	  -0.10959
  65.17200	   3.09279	  -0.11107
  65.26300	   3.09863	  -0.11424
  65.35400	   3.10365	  -0.11476
  65.44600	   3.09206	  -0.10417
  65.53800	   3.09255	  -0.11472
  65.63000	   3.08612	  -0.11084
  65.72100	   3.10396	  -0.10772
  65.81400	   3.10585	  -0.10698
  65.90600	   3.10124	  -0.11346
  65.99900	   3.09594	  -0.11530
  66.09100	   3.09900	  -0.10491
  66.18400	   3.09925	  -0.11794
  66.27700	   3.10044	  -0.11406
  66.37000	   3.09969	  -0.11917
  66.46400	   3.09230	  -0.11917
  66.56300	   3.09377	  -0.10151
  66.65700	   3.10664	  -0.10605
  66.75100	   3.10122	  -0.10769
  66.84400	   3.09636	  -0.11123
  66.93700	   3.10109	  -0.12085
  67.03300	   3.10198	  -0.12320
  67.12800	   3.09925	  -0.11989
  67.22200	   3.09719	  -0.11605
  67.31800	   3.09907	  -0.10788
  67.41400	   3.11276	  -0.11389
  67.50800	   3.11684	  -0.10881
  67.60400	   3.10687	  -0.11732
  67.69900	   3.10445	  -0.11850
  67.79500	   3.11329	  -0.10650
  67.89200	   3.11034	  -0.10430
  67.98900	   3.09483	  -0.09580
  68.09600	   3.09985	  -0.11750
  68.19500	   3.10045	  -0.11806
  68.29800	   3.11612	  -0.10511
  68.39700	   3.11569	  -0.11731
  68.49500	   3.11306	  -0.11247
  68.59300	   3.10809	  -0.12327
  68.67400	   3.10748	  -0.11242
  68.78600	   3.09292	  -0.11668
  68.87200	   3.08943	  -0.11725
  68.98500	   3.09979	  -0.11617
  69.07000	   3.10661	  -0.11548
  69.18400	   3.11012	  -0.11614
  69.26800	   3.10803	  -0.11527
  69.36400	   3.10852	  -0.11833
  69.46300	   3.10805	  -0.11389
  69.56300	   3.10148	  -0.10890
  69.66200	   3.10117	  -0.11381
  69.76100	   3.10274	  -0.10420
  69.86100	   3.10153	  -0.10525
  69.96000	   3.09811	  -0.11069
  70.06100	   3.10135	  -0.10421
  70.16100	   3.10396	  -0.11235
  70.26100	   3.10598	  -0.11977
  70.36200	   3.11059	  -0.11509
  70.46200	   3.11233	  -0.11173
  70.56300	   3.10982	  -0.10122
  70.66300	   3.10687	  -0.09924
  70.76900	   3.10016	  -0.10343
  70.87000	   3.10518	  -0.10948
