1,14.1643
14.0026,14.175
27.0052,14.2046
40.0078,14.2546
53.0104,14.3279
66.013,14.4294
79.0156,14.571
92.0182,14.8322
105.021,14.8412
118.023,15.1966
131.026,15.6571
144.029,16.4192
157.031,18.1483
170.034,12.8116
183.036,14.7292
196.039,17.5033
209.042,15.7651
222.044,10.9523
235.047,13.5184
248.049,15.4084
261.052,17.6648
274.055,21.4089
287.057,13.8156
300.06,13.8885
313.062,5.11882
326.065,7.47676
339.068,10.0703
352.07,10.3531
365.073,6.95407
378.075,7.31077
391.078,9.16643
404.081,7.0412
417.083,8.56687
430.086,9.61777
443.088,10.4738
456.091,11.4263
469.094,10.4383
482.096,11.1777
495.099,11.4615
508.101,11.2905
521.104,10.7944
534.107,10.4659
547.109,10.5815
560.112,10.1621
573.114,6.75291
586.117,4.47367
599.12,4.84949
612.122,5.64143
625.125,6.36948
638.127,6.67313
651.13,6.55684
664.133,6.98147
677.135,7.30418
690.138,7.55466
703.14,7.75879
716.143,7.9303
729.146,8.07738
742.148,8.20539
755.151,8.31809
768.153,8.41823
781.156,8.50791
794.159,8.58874
807.161,8.66202
820.164,8.72879
833.166,8.78988
846.169,8.84601
859.172,8.89776
872.174,8.94563
885.177,8.99004
898.179,9.03134
911.182,9.06986
924.185,9.10586
937.187,9.13957
950.19,9.17121
963.192,9.20096
976.195,9.22897
989.198,9.25539
1002.2,9.28036
1015.2,9.30397
1028.21,9.32634
1041.21,9.34756
1054.21,9.36771
1067.21,9.38687
1080.22,9.40511
1093.22,9.42248
1106.22,9.43905
1119.22,9.45487
1132.23,9.46998
1145.23,9.48443
1158.23,9.49826
1171.23,9.5115
1184.24,9.5242
1197.24,9.53638
1210.24,9.54807
1223.24,9.5593
1236.25,9.57009
1249.25,9.58047
1262.25,9.59046
1275.25,9.60008
1288.26,9.60935
1301.26,9.61828
1314.26,9.6269
1327.27,9.63521
1340.27,9.64324
1353.27,9.65099
1366.27,9.65848
1379.28,9.66573
1392.28,9.67273
1405.28,9.67951
1418.28,9.68607
1431.29,9.69243
1444.29,9.69858
1457.29,9.70455
1470.29,9.71034
1483.3,9.71595
1496.3,9.72139
1509.3,9.72667
1522.3,9.7318
