#Frequency,Eps1,Eps2,Eps1,Eps2
489.192,-319.4247824,100.8482348,5,0.1
489.835,-318.2920041,100.3281479,5,0.1
490.478,-317.2503342,99.9585252,5,0.1
491.12,-316.3770811,99.53077982,5,0.1
491.763,-315.5091273,98.89785433,5,0.1
492.406,-314.4446862,98.17220411,5,0.1
493.049,-313.1893976,97.59798751,5,0.1
493.692,-311.9483244,97.23712418,5,0.1
494.335,-310.8938833,96.96465025,5,0.1
494.977,-309.9992888,96.4977839,5,0.1
495.62,-308.9985679,95.778984,5,0.1
496.263,-307.6749842,94.94287425,5,0.1
496.906,-305.9850839,94.33306945,5,0.1
497.549,-304.1752565,94.15673527,5,0.1
498.191,-302.5876442,94.40587477,5,0.1
498.834,-301.4368226,94.69342183,5,0.1
499.477,-300.5029356,94.65939122,5,0.1
500.12,-299.3925692,94.37477482,5,0.1
500.763,-297.9781101,94.19544223,5,0.1
501.406,-296.475074,94.34958418,5,0.1
502.048,-295.1391243,94.76925567,5,0.1
502.691,-294.0783243,95.3169002,5,0.1
503.334,-293.2969819,95.81006251,5,0.1
503.977,-292.7225463,96.18295008,5,0.1
504.62,-292.2745075,96.30180911,5,0.1
505.263,-291.7955243,96.21312218,5,0.1
505.905,-291.2138969,95.94623511,5,0.1
506.548,-290.4530012,95.58631487,5,0.1
507.191,-289.485685,95.24636649,5,0.1
507.834,-288.3576602,95.07185601,5,0.1
508.477,-287.2490196,95.18189008,5,0.1
509.12,-286.3931951,95.41865897,5,0.1
509.762,-285.7768366,95.4676247,5,0.1
510.405,-285.1426464,95.25983562,5,0.1
511.048,-284.2797773,94.87105188,5,0.1
511.691,-283.1116475,94.62733808,5,0.1
512.334,-281.8831661,94.7127257,5,0.1
512.977,-280.8309913,94.94455699,5,0.1
513.619,-279.9234455,95.18721543,5,0.1
514.262,-279.0830026,95.40082826,5,0.1
514.905,-278.2691463,95.62440221,5,0.1
515.548,-277.5481601,95.92498188,5,0.1
516.191,-276.9708763,96.06092275,5,0.1
516.833,-276.3107601,96.0596285,5,0.1
517.476,-275.4869878,96.08669464,5,0.1
518.119,-274.6165891,96.35229811,5,0.1
518.762,-273.9346895,96.74721921,5,0.1
519.405,-273.4602405,97.1064835,5,0.1
520.048,-273.1139639,97.35806458,5,0.1
520.69,-272.8313366,97.49643714,5,0.1
521.333,-272.6041619,97.54617714,5,0.1
521.976,-272.4304595,97.41934257,5,0.1
522.619,-272.1905507,97.07717932,5,0.1
523.262,-271.7653451,96.63327525,5,0.1
523.905,-271.1795918,96.21773652,5,0.1
524.547,-270.5145232,95.84758212,5,0.1
525.19,-269.7899734,95.50261612,5,0.1
525.833,-269.000969,95.20896296,5,0.1
526.476,-268.1716956,94.97886545,5,0.1
527.119,-267.3307767,94.82655695,5,0.1
527.762,-266.5214862,94.74777132,5,0.1
528.404,-265.779438,94.67526526,5,0.1
529.047,-265.0693301,94.56167298,5,0.1
529.69,-264.2974691,94.32740967,5,0.1
530.333,-263.3157681,94.14307606,5,0.1
530.976,-262.1996208,94.21655371,5,0.1
531.619,-261.1912085,94.65261985,5,0.1
532.261,-260.5489544,95.26480161,5,0.1
532.904,-260.3111117,95.77201135,5,0.1
533.547,-260.337169,95.9555921,5,0.1
534.19,-260.3766513,95.69824572,5,0.1
534.833,-260.1555903,95.12168307,5,0.1
535.475,-259.5318881,94.42928404,5,0.1
536.118,-258.5048996,93.95182738,5,0.1
536.761,-257.3215319,93.906731,5,0.1
537.404,-256.3219907,94.31813974,5,0.1
538.047,-255.7946392,94.91648544,5,0.1
538.69,-255.7489325,95.3019661,5,0.1
539.332,-255.9064236,95.20254936,5,0.1
539.975,-255.8807073,94.63773825,5,0.1
540.618,-255.4652283,93.9579899,5,0.1
541.261,-254.7634304,93.33432272,5,0.1
541.904,-253.850567,92.86149042,5,0.1
542.547,-252.810388,92.63822418,5,0.1
543.189,-251.8228779,92.7628479,5,0.1
543.832,-251.1485771,93.11863537,5,0.1
544.475,-250.8805753,93.36231584,5,0.1
545.118,-250.8301895,93.27917459,5,0.1
545.761,-250.7370169,92.77113383,5,0.1
546.404,-250.3319906,92.00430116,5,0.1
547.046,-249.5398391,91.20387703,5,0.1
547.689,-248.4136299,90.6087418,5,0.1
548.332,-247.1389541,90.34338838,5,0.1
548.975,-245.9000753,90.4039237,5,0.1
549.618,-244.8487148,90.74550708,5,0.1
550.261,-244.1195173,91.21788442,5,0.1
550.903,-243.7532142,91.61881059,5,0.1
551.546,-243.6268137,91.64709591,5,0.1
552.189,-243.3908866,91.27571911,5,0.1
552.832,-242.7938463,90.71785878,5,0.1
553.475,-241.8358666,90.35601809,5,0.1
554.117,-240.804698,90.30345052,5,0.1
554.76,-239.8750534,90.43266791,5,0.1
555.403,-239.0524227,90.6705554,5,0.1
556.046,-238.3288759,90.98876932,5,0.1
556.689,-237.7547617,91.46954018,5,0.1
557.332,-237.5213225,92.00662195,5,0.1
557.974,-237.6848397,92.30869555,5,0.1
558.617,-238.0399472,92.09797002,5,0.1
559.26,-238.2106544,91.31990783,5,0.1
559.903,-237.8469361,90.19790513,5,0.1
560.546,-236.8499458,89.20529782,5,0.1
561.189,-235.4679368,88.62922991,5,0.1
561.831,-234.0050841,88.58619682,5,0.1
562.474,-232.7746583,89.01289124,5,0.1
563.117,-232.0033913,89.63671778,5,0.1
563.76,-231.696102,90.10426747,5,0.1
564.403,-231.5692962,90.07469904,5,0.1
565.046,-231.1250629,89.68009008,5,0.1
565.688,-230.2184218,89.45954254,5,0.1
566.331,-229.224374,89.73518576,5,0.1
566.974,-228.6116966,90.36305665,5,0.1
567.617,-228.5546853,90.85738798,5,0.1
568.26,-228.7302519,90.77507839,5,0.1
568.903,-228.6004135,90.28325191,5,0.1
569.545,-228.0411568,89.81325053,5,0.1
570.188,-227.2921635,89.63099158,5,0.1
570.831,-226.6626621,89.6881183,5,0.1
571.474,-226.2667695,89.72441879,5,0.1
572.117,-225.9746141,89.56407335,5,0.1
572.76,-225.5793345,89.17357019,5,0.1
573.402,-224.8973804,88.6983393,5,0.1
574.045,-223.8975484,88.42264129,5,0.1
574.688,-222.813238,88.60151172,5,0.1
575.331,-222.0496492,89.18677757,5,0.1
575.974,-221.8496378,89.73393873,5,0.1
576.616,-221.9617995,89.75971142,5,0.1
577.259,-221.8226578,89.29714558,5,0.1
577.902,-221.1633081,88.85150513,5,0.1
578.545,-220.264654,88.87625327,5,0.1
579.188,-219.6478907,89.30866099,5,0.1
579.831,-219.5450682,89.70355651,5,0.1
580.473,-219.7324728,89.64065073,5,0.1
581.116,-219.7599686,89.1274565,5,0.1
581.759,-219.4003778,88.45893506,5,0.1
582.402,-218.705498,87.89900335,5,0.1
583.045,-217.8226691,87.58344067,5,0.1
583.688,-216.9675017,87.6453707,5,0.1
584.33,-216.4012682,87.79855901,5,0.1
584.973,-216.0411865,87.90332792,5,0.1
585.616,-215.8069788,87.79676336,5,0.1
586.259,-215.5026186,87.48703697,5,0.1
586.902,-215.0137578,87.0817226,5,0.1
587.545,-214.3399803,86.75833246,5,0.1
588.187,-213.5976063,86.56727407,5,0.1
588.83,-212.8687241,86.51444767,5,0.1
589.473,-212.2259728,86.53731389,5,0.1
590.116,-211.6538089,86.53774632,5,0.1
590.759,-211.0818743,86.55840307,5,0.1
591.402,-210.543671,86.62023369,5,0.1
592.044,-210.0800112,86.7299438,5,0.1
592.687,-209.7335001,86.80654855,5,0.1
593.33,-209.4646476,86.80263909,5,0.1
593.973,-209.236811,86.69522743,5,0.1
594.616,-209.0064379,86.45617433,5,0.1
595.901,-208.2281334,85.6413154,5,0.1
597.83,-206.2915916,84.52144692,5,0.1
599.758,-203.8823177,84.15794125,5,0.1
601.687,-201.6867268,84.1140536,5,0.1
603.615,-199.5462838,84.34343173,5,0.1
605.544,-197.6333138,85.02205849,5,0.1
607.472,-196.3041024,85.7528543,5,0.1
609.401,-195.4115659,86.14448853,5,0.1
611.329,-194.5475714,85.89716463,5,0.1
613.258,-193.1267124,85.32973341,5,0.1
615.186,-191.0914197,85.1345323,5,0.1
617.115,-188.9527567,85.6293515,5,0.1
619.043,-187.1895017,86.62286294,5,0.1
620.972,-185.9367808,87.80112261,5,0.1
622.9,-185.1557544,88.97743253,5,0.1
624.829,-184.806864,89.99432008,5,0.1
626.757,-184.7736738,90.65964886,5,0.1
628.686,-184.8444902,91.06394347,5,0.1
630.614,-185.0817879,91.27701063,5,0.1
632.543,-185.5622403,91.07041289,5,0.1
634.471,-186.0315491,90.21802338,5,0.1
636.399,-186.0611935,88.82066854,5,0.1
638.328,-185.4761499,87.38675094,5,0.1
640.256,-184.6032741,86.12721883,5,0.1
642.185,-183.6212872,84.80321924,5,0.1
644.113,-182.2819253,83.34484571,5,0.1
646.042,-180.4149558,82.15127867,5,0.1
647.97,-178.2804699,81.40461942,5,0.1
649.899,-176.0807715,81.15218886,5,0.1
651.827,-174.0279243,81.42724782,5,0.1
653.756,-172.3653051,82.03835026,5,0.1
655.684,-171.1779104,82.83617571,5,0.1
657.613,-170.5386405,83.46439529,5,0.1
659.541,-170.1682819,83.60093611,5,0.1
661.47,-169.628269,83.36349028,5,0.1
663.398,-168.7712615,83.06618751,5,0.1
665.327,-167.742992,83.07180694,5,0.1
667.255,-166.9836692,83.39560793,5,0.1
669.184,-166.7354097,83.51266894,5,0.1
671.112,-166.6140791,83.07413612,5,0.1
673.041,-166.1729331,82.32353008,5,0.1
674.969,-165.4054241,81.50768384,5,0.1
676.898,-164.33425,80.69361619,5,0.1
678.826,-162.9792927,80.2833751,5,0.1
680.755,-161.8222801,80.22681124,5,0.1
682.683,-160.9534808,80.00709865,5,0.1
684.612,-159.9639264,79.75088305,5,0.1
686.54,-158.958302,79.67393214,5,0.1
688.469,-158.1569184,79.62537829,5,0.1
690.397,-157.4750383,79.38953693,5,0.1
692.325,-156.6764091,79.00471557,5,0.1
694.254,-155.7185357,78.71281252,5,0.1
696.182,-154.7601572,78.46308818,5,0.1
698.111,-153.7638476,78.33624324,5,0.1
700.039,-152.8821749,78.36227724,5,0.1
701.968,-152.215539,78.27583706,5,0.1
703.896,-151.517801,77.99985055,5,0.1
705.825,-150.6611842,77.79127269,5,0.1
707.753,-149.8781654,77.73401281,5,0.1
709.682,-149.2777029,77.49954118,5,0.1
711.61,-148.5355825,77.09415717,5,0.1
713.539,-147.6003621,76.86074742,5,0.1
715.467,-146.756828,76.68459367,5,0.1
717.396,-145.9192969,76.4919555,5,0.1
719.324,-145.0580814,76.39536129,5,0.1
721.253,-144.2970019,76.30383949,5,0.1
723.181,-143.5268985,76.09269226,5,0.1
725.11,-142.6224106,76.08774993,5,0.1
727.038,-141.9483723,76.23646169,5,0.1
728.967,-141.5355075,76.12063091,5,0.1
730.895,-140.9656493,75.75701794,5,0.1
732.824,-140.141331,75.53376192,5,0.1
734.752,-139.3926256,75.52113893,5,0.1
736.681,-138.8538516,75.41458834,5,0.1
738.609,-138.2953191,75.18391608,5,0.1
740.538,-137.6632941,74.9283176,5,0.1
742.466,-136.9627668,74.60775543,5,0.1
744.395,-136.1180794,74.46837974,5,0.1
746.323,-135.4340137,74.54180934,5,0.1
748.252,-135.0397572,74.40588985,5,0.1
750.18,-134.5404606,74.00072631,5,0.1
752.109,-133.7713209,73.64264661,5,0.1
754.037,-132.9410003,73.47760048,5,0.1
755.965,-132.2499352,73.44936958,5,0.1
757.894,-131.726992,73.2251121,5,0.1
759.822,-130.9935227,72.81567993,5,0.1
761.751,-129.9640762,72.7707204,5,0.1
763.679,-129.2191066,73.06722163,5,0.1
765.608,-128.8894425,73.12341304,5,0.1
767.536,-128.4692971,72.91180503,5,0.1
769.465,-127.8997109,72.91083021,5,0.1
771.393,-127.6545991,72.82472523,5,0.1
773.322,-127.4322829,72.21511132,5,0.1
775.25,-126.6296043,71.48703018,5,0.1
777.179,-125.4398309,71.29159495,5,0.1
779.107,-124.5196706,71.51436918,5,0.1
781.036,-123.9982585,71.73433737,5,0.1
782.964,-123.6720537,71.78445337,5,0.1
784.893,-123.3954858,71.57750951,5,0.1
786.821,-122.9426317,71.13030565,5,0.1
788.75,-122.1690761,70.81247507,5,0.1
790.678,-121.3743905,70.74080088,5,0.1
792.607,-120.7190137,70.73582069,5,0.1
794.535,-120.1047556,70.74107984,5,0.1
796.464,-119.5302588,70.87174093,5,0.1
798.392,-119.1865537,71.03908509,5,0.1
800.321,-119.0596675,70.94843423,5,0.1
802.249,-118.8212786,70.53723751,5,0.1
804.178,-118.250145,70.12262424,5,0.1
806.106,-117.547077,69.97889247,5,0.1
808.034,-117.039816,69.97895939,5,0.1
809.963,-116.7142162,69.7834621,5,0.1
811.891,-116.2290914,69.42391706,5,0.1
813.82,-115.5321672,69.24526985,5,0.1
815.748,-114.9505577,69.24213863,5,0.1
817.677,-114.5345631,69.12145044,5,0.1
819.605,-114.0393522,68.98947371,5,0.1
821.534,-113.5770218,68.90254117,5,0.1
823.462,-113.1745977,68.6778554,5,0.1
825.391,-112.6116986,68.46766659,5,0.1
827.319,-112.0283375,68.42691125,5,0.1
829.248,-111.6126364,68.40110594,5,0.1
831.176,-111.2799051,68.26721963,5,0.1
833.105,-110.9139861,67.97560641,5,0.1
835.033,-110.3521574,67.58446946,5,0.1
836.962,-109.5474427,67.44520282,5,0.1
838.89,-108.8725274,67.57949163,5,0.1
840.819,-108.4412237,67.62568019,5,0.1
842.747,-107.9557402,67.68085696,5,0.1
844.676,-107.5661732,67.89784044,5,0.1
846.604,-107.4841764,67.95108223,5,0.1
848.533,-107.3868575,67.67645747,5,0.1
850.461,-107.0303037,67.40315777,5,0.1
852.39,-106.6681927,67.20582191,5,0.1
854.318,-106.3422797,66.87135528,5,0.1
856.247,-105.796826,66.50655202,5,0.1
858.175,-105.090232,66.39001972,5,0.1
860.104,-104.528392,66.47372128,5,0.1
862.032,-104.1600326,66.50203138,5,0.1
863.96,-103.8002667,66.52632337,5,0.1
865.889,-103.5432201,66.5612475,5,0.1
867.817,-103.4029784,66.39136918,5,0.1
869.746,-103.1037715,66.08893338,5,0.1
871.674,-102.6372501,65.88338031,5,0.1
873.603,-102.1939757,65.80415783,5,0.1
875.531,-101.8570094,65.76335132,5,0.1
877.46,-101.606256,65.63773192,5,0.1
879.388,-101.3294084,65.43613189,5,0.1
881.317,-101.0018797,65.18778721,5,0.1
883.245,-100.5929633,64.91408926,5,0.1
885.174,-100.0839685,64.73626937,5,0.1
887.102,-99.6091116,64.682749,5,0.1
889.031,-99.25371421,64.6405315,5,0.1
890.959,-98.94511904,64.49573249,5,0.1
892.888,-98.53486134,64.31006431,5,0.1
894.816,-98.04193811,64.27765084,5,0.1
896.745,-97.69631684,64.37010918,5,0.1
898.673,-97.55739954,64.31699449,5,0.1
900.602,-97.35296621,64.04649744,5,0.1
902.53,-96.91800569,63.81102245,5,0.1
904.459,-96.42902928,63.77091958,5,0.1
906.387,-96.09062481,63.86016477,5,0.1
908.316,-95.95185653,63.8808095,5,0.1
910.244,-95.87116973,63.70961936,5,0.1
912.173,-95.67421203,63.41303308,5,0.1
914.101,-95.33631434,63.14390972,5,0.1
916.03,-94.9630288,62.96086295,5,0.1
917.958,-94.62608234,62.79736048,5,0.1
919.887,-94.28130683,62.63421421,5,0.1
921.815,-93.92179376,62.51513266,5,0.1
923.743,-93.60798012,62.42742228,5,0.1
925.672,-93.34531608,62.30381657,5,0.1
927.6,-93.07025307,62.14480331,5,0.1
929.529,-92.77491436,61.99122752,5,0.1
931.457,-92.48670065,61.82494658,5,0.1
933.386,-92.17256058,61.63735114,5,0.1
935.314,-91.81102814,61.50503171,5,0.1
937.243,-91.49957149,61.45025761,5,0.1
939.171,-91.30648498,61.33171567,5,0.1
941.1,-91.08793402,61.06092262,5,0.1
943.028,-90.69337509,60.81282196,5,0.1
944.957,-90.25331079,60.71937022,5,0.1
946.885,-89.92800437,60.70124993,5,0.1
948.814,-89.70580632,60.62428836,5,0.1
950.742,-89.4738692,60.47495132,5,0.1
952.671,-89.19424733,60.31726897,5,0.1
954.599,-88.89886751,60.17940764,5,0.1
956.528,-88.61776653,60.0773162,5,0.1
958.456,-88.38549971,59.92420489,5,0.1
960.385,-88.09968179,59.74520089,5,0.1
962.313,-87.77267483,59.62362922,5,0.1
964.242,-87.48922617,59.53367834,5,0.1
966.17,-87.2449084,59.44097883,5,0.1
968.099,-87.03124248,59.32638407,5,0.1
970.027,-86.8315152,59.15034746,5,0.1
971.956,-86.57565812,58.93522791,5,0.1
973.884,-86.25308748,58.75375786,5,0.1
975.813,-85.92739533,58.65342581,5,0.1
977.741,-85.67431066,58.55453207,5,0.1
979.669,-85.43264102,58.41992919,5,0.1
981.598,-85.16920108,58.30628669,5,0.1
983.526,-84.9477835,58.19516369,5,0.1
985.455,-84.74968859,58.02818027,5,0.1
987.383,-84.50502349,57.83119947,5,0.1
989.312,-84.2175289,57.66557673,5,0.1
991.24,-83.94456482,57.5357279,5,0.1
993.169,-83.71126616,57.39737813,5,0.1
995.097,-83.48438725,57.20181909,5,0.1
997.026,-83.18663873,56.9745605,5,0.1
998.954,-82.80718003,56.82841568,5,0.1
1000.88,-82.45814454,56.77239038,5,0.1
1002.81,-82.18316368,56.75137993,5,0.1
1004.74,-81.97557094,56.72148646,5,0.1
1006.67,-81.82006778,56.65550387,5,0.1
1008.6,-81.69432925,56.51685007,5,0.1
1010.53,-81.53579811,56.30219823,5,0.1
1012.45,-81.30099781,56.07361851,5,0.1
1014.38,-81.01951694,55.8771388,5,0.1
1016.31,-80.72256331,55.68725404,5,0.1
1018.24,-80.36894872,55.54962539,5,0.1
1020.17,-80.02903152,55.5690703,5,0.1
1022.1,-79.88777555,55.58679697,5,0.1
1024.03,-79.82620604,55.42152311,5,0.1
1025.95,-79.63339371,55.18887939,5,0.1
1027.88,-79.36282985,55.0090834,5,0.1
1029.81,-79.10785601,54.88278431,5,0.1
1031.74,-78.89748192,54.75928552,5,0.1
1033.67,-78.70648088,54.59018587,5,0.1
1035.6,-78.47560748,54.38861134,5,0.1
1037.52,-78.19716711,54.22031127,5,0.1
1039.45,-77.92592767,54.06984611,5,0.1
1041.38,-77.63609065,53.90344913,5,0.1
1043.31,-77.29150336,53.86105302,5,0.1
1045.24,-77.08777466,53.87608397,5,0.1
1047.17,-76.99832409,53.75494159,5,0.1
1049.1,-76.8216385,53.55778369,5,0.1
1051.02,-76.57950207,53.37922416,5,0.1
1052.95,-76.31926709,53.21067541,5,0.1
1054.88,-76.02014184,53.09226196,5,0.1
1056.81,-75.74824355,53.06387661,5,0.1
1058.74,-75.59642835,53.03740947,5,0.1
1060.67,-75.5079996,52.86821874,5,0.1
1062.59,-75.29743058,52.63515793,5,0.1
1064.52,-74.98820211,52.48998218,5,0.1
1066.45,-74.71668812,52.42370201,5,0.1
1068.38,-74.51359351,52.40211447,5,0.1
1070.31,-74.40771876,52.32456353,5,0.1
1072.24,-74.30222515,52.15053007,5,0.1
1074.17,-74.12891781,51.94760904,5,0.1
1076.09,-73.92289313,51.7508626,5,0.1
1078.02,-73.69351685,51.54130586,5,0.1
1079.95,-73.40380417,51.35028904,5,0.1
1081.88,-73.0862665,51.26506584,5,0.1
1083.81,-72.86459131,51.19715352,5,0.1
1085.74,-72.66582426,51.0551593,5,0.1
1087.67,-72.3838556,50.93950353,5,0.1
1089.59,-72.10851618,50.90848308,5,0.1
1091.52,-71.91653913,50.9281524,5,0.1
1093.45,-71.83451105,50.90124336,5,0.1
1095.38,-71.78456381,50.75175668,5,0.1
1097.31,-71.65162239,50.52783353,5,0.1
1099.24,-71.42902322,50.34473385,5,0.1
1101.16,-71.21985574,50.20831503,5,0.1
1103.09,-71.03308003,50.03229192,5,0.1
1105.02,-70.78501456,49.88367096,5,0.1
1106.95,-70.55191664,49.77592319,5,0.1
1108.88,-70.34291297,49.64505108,5,0.1
1110.81,-70.09409654,49.56068607,5,0.1
1112.74,-69.89956194,49.51416868,5,0.1
1114.66,-69.77097372,49.43949208,5,0.1
1116.59,-69.65617584,49.29219899,5,0.1
1118.52,-69.48272673,49.09291571,5,0.1
1120.45,-69.22681534,48.95138911,5,0.1
1122.38,-69.00120622,48.89134042,5,0.1
1124.31,-68.86448663,48.81120474,5,0.1
1126.23,-68.73525218,48.66801531,5,0.1
1128.16,-68.56752169,48.52594754,5,0.1
1130.09,-68.41524047,48.36109415,5,0.1
1132.02,-68.22688139,48.14259672,5,0.1
1133.95,-67.94491424,47.99187653,5,0.1
1135.88,-67.70249239,47.91149532,5,0.1
1137.81,-67.51682851,47.79582023,5,0.1
1139.73,-67.2934094,47.68701352,5,0.1
1141.66,-67.08066382,47.6200714,5,0.1
1143.59,-66.92166402,47.53650188,5,0.1
1145.52,-66.76110344,47.41510881,5,0.1
1147.45,-66.57335016,47.30746726,5,0.1
1149.38,-66.4071227,47.19945587,5,0.1
1151.3,-66.23942905,47.05362384,5,0.1
1153.23,-66.0227722,46.94889693,5,0.1
1155.16,-65.85361846,46.87004057,5,0.1
1157.09,-65.72446549,46.72528738,5,0.1
1159.02,-65.52839783,46.5422671,5,0.1
1160.95,-65.26523202,46.42320939,5,0.1
1162.88,-65.03804935,46.3699643,5,0.1
1164.8,-64.87352504,46.28641686,5,0.1
1166.73,-64.68221911,46.19569817,5,0.1
1168.66,-64.49154506,46.1253673,5,0.1
1170.59,-64.32509392,46.07198943,5,0.1
1172.52,-64.1975962,46.00747048,5,0.1
1174.45,-64.08789937,45.89244946,5,0.1
1176.38,-63.93977267,45.74759062,5,0.1
1178.3,-63.75446404,45.63386125,5,0.1
1180.23,-63.58956033,45.54010921,5,0.1
1182.16,-63.44500305,45.43223902,5,0.1
1184.09,-63.29381805,45.30910274,5,0.1
1186.02,-63.13046899,45.18302602,5,0.1
1187.95,-62.95400432,45.03977029,5,0.1
1189.87,-62.73626122,44.9466566,5,0.1
1191.8,-62.55747847,44.87739654,5,0.1
1193.73,-62.39687791,44.80504081,5,0.1
1195.66,-62.25135853,44.77178603,5,0.1
1197.59,-62.19655173,44.69361693,5,0.1
1199.52,-62.14242184,44.50097415,5,0.1
1201.45,-61.98052153,44.26617235,5,0.1
1203.37,-61.73085036,44.08986828,5,0.1
1205.3,-61.47647477,44.00223229,5,0.1
1207.23,-61.28557858,43.95739991,5,0.1
1209.16,-61.15636815,43.87790208,5,0.1
1211.09,-61.01616695,43.73976082,5,0.1
1213.02,-60.81800477,43.62660993,5,0.1
1214.94,-60.63778193,43.53631655,5,0.1
1216.87,-60.46403709,43.42848438,5,0.1
1218.8,-60.25980692,43.3677934,5,0.1
1220.73,-60.11426077,43.3322311,5,0.1
1222.66,-60.0187725,43.25111127,5,0.1
1224.59,-59.90642474,43.11714775,5,0.1
1226.52,-59.74596733,42.97552862,5,0.1
1228.44,-59.56158041,42.86935644,5,0.1
1230.37,-59.39582207,42.7690728,5,0.1
1232.3,-59.22327448,42.67153944,5,0.1
1234.23,-59.04834771,42.59454826,5,0.1
1236.16,-58.8953384,42.5269774,5,0.1
1238.09,-58.7617193,42.45433122,5,0.1
1240.02,-58.63916849,42.3541182,5,0.1
1241.94,-58.49427221,42.24798196,5,0.1
1243.87,-58.34114023,42.15477093,5,0.1
1245.8,-58.2005315,42.07756033,5,0.1
1247.73,-58.08874892,41.97898243,5,0.1
1249.66,-57.96674144,41.84260831,5,0.1
1251.59,-57.80193525,41.7100608,5,0.1
1253.51,-57.6246927,41.5950656,5,0.1
1255.44,-57.43891821,41.49816962,5,0.1
1257.37,-57.25466905,41.4371461,5,0.1
1259.3,-57.10865068,41.39004104,5,0.1
1261.23,-56.99116646,41.32280018,5,0.1
1263.16,-56.87261527,41.23608622,5,0.1
1265.09,-56.74873057,41.15400318,5,0.1
1267.01,-56.64415956,41.05704577,5,0.1
1268.94,-56.53235411,40.92731611,5,0.1
1270.87,-56.38403758,40.80090962,5,0.1
1272.8,-56.22767974,40.6980955,5,0.1
1274.73,-56.09110694,40.60948762,5,0.1
1276.66,-55.97987305,40.48667453,5,0.1
1278.58,-55.83701767,40.32233127,5,0.1
1280.51,-55.62803478,40.17743852,5,0.1
1282.44,-55.39299452,40.07535236,5,0.1
1284.37,-55.15118099,40.05159516,5,0.1
1286.3,-54.97824256,40.09470505,5,0.1
1288.23,-54.91674883,40.11871641,5,0.1
1290.16,-54.91314627,40.03608379,5,0.1
1292.08,-54.85283043,39.85698017,5,0.1
1294.01,-54.68693535,39.69397009,5,0.1
1295.94,-54.50114897,39.59663253,5,0.1
1297.87,-54.34968611,39.50592231,5,0.1
1299.8,-54.18666288,39.42144035,5,0.1
1301.73,-54.02781302,39.37373944,5,0.1
1303.66,-53.91871357,39.32143599,5,0.1
1305.58,-53.82415299,39.22865828,5,0.1
1307.51,-53.70189925,39.12097548,5,0.1
1309.44,-53.5657915,39.0264489,5,0.1
1311.37,-53.44107287,38.93664175,5,0.1
1313.3,-53.32540724,38.82620539,5,0.1
1315.23,-53.18634257,38.6904373,5,0.1
1317.15,-52.9970412,38.56707499,5,0.1
1319.08,-52.77920682,38.50991764,5,0.1
1321.01,-52.60882372,38.52492206,5,0.1
1322.94,-52.5378769,38.50956557,5,0.1
1324.87,-52.47665374,38.41218145,5,0.1
1326.8,-52.35451728,38.31811258,5,0.1
1328.73,-52.24583991,38.24117181,5,0.1
1330.65,-52.15637714,38.12724468,5,0.1
1332.58,-52.02397015,38.00322285,5,0.1
1334.51,-51.87035026,37.90776938,5,0.1
1336.44,-51.73199979,37.816635,5,0.1
1338.37,-51.585076,37.72854488,5,0.1
1340.3,-51.43454361,37.66077755,5,0.1
1342.22,-51.30317419,37.60283438,5,0.1
1344.15,-51.18831938,37.54133794,5,0.1
1346.08,-51.08717535,37.47185517,5,0.1
1348.01,-50.99790156,37.3682749,5,0.1
1349.94,-50.87508038,37.22549506,5,0.1
1351.87,-50.68421281,37.11176973,5,0.1
1353.8,-50.48368885,37.07349819,5,0.1
1355.72,-50.34611669,37.08343936,5,0.1
1357.65,-50.28727626,37.05416155,5,0.1
1359.58,-50.23036936,36.94816944,5,0.1
1361.51,-50.10879793,36.82580832,5,0.1
1363.44,-49.95586417,36.74426344,5,0.1
1365.37,-49.82930777,36.69280781,5,0.1
1367.3,-49.73911687,36.6209464,5,0.1
1369.22,-49.63902593,36.50640523,5,0.1
1371.15,-49.48717548,36.40553785,5,0.1
1373.08,-49.33312825,36.34457127,5,0.1
1375.01,-49.2083332,36.2884918,5,0.1
1376.94,-49.08476009,36.2193572,5,0.1
1378.87,-48.94585706,36.18150656,5,0.1
1380.79,-48.85249102,36.17093977,5,0.1
1382.72,-48.82198743,36.10620971,5,0.1
1384.65,-48.76555153,35.95922848,5,0.1
1386.58,-48.6192048,35.82508405,5,0.1
1388.51,-48.45813031,35.75578592,5,0.1
1390.44,-48.34500283,35.69855513,5,0.1
1392.37,-48.24771282,35.6150062,5,0.1
1394.29,-48.13037469,35.51385718,5,0.1
1396.22,-47.98462631,35.4301919,5,0.1
1398.15,-47.84529241,35.39219188,5,0.1
1400.08,-47.76337885,35.33778615,5,0.1
1402.01,-47.67869304,35.22901357,5,0.1
1403.94,-47.53736068,35.12242178,5,0.1
1405.86,-47.37796908,35.05527875,5,0.1
1407.79,-47.23700901,35.02155019,5,0.1
1409.72,-47.13008189,34.99664515,5,0.1
1411.65,-47.05662279,34.97014944,5,0.1
1413.58,-47.02244111,34.89216166,5,0.1
1415.51,-46.96035749,34.74092049,5,0.1
1417.44,-46.80991233,34.59335284,5,0.1
1419.36,-46.62214044,34.51157402,5,0.1
1421.29,-46.46242343,34.476116,5,0.1
1423.22,-46.34026426,34.44986657,5,0.1
1425.15,-46.24118614,34.41918033,5,0.1
1427.08,-46.16425396,34.37746981,5,0.1
1429.01,-46.10475623,34.29267933,5,0.1
1430.93,-46.00966234,34.16379534,5,0.1
