T[K]	Re[\chi]	Im[\chi]
 136.81600	  12.32106	  -0.16506
 136.91300	  12.32926	  -0.15562
 137.01000	  12.31497	  -0.15678
 137.10700	  12.31937	  -0.16367
 137.20300	  12.31557	  -0.17055
 137.30000	  12.33282	  -0.16217
 137.39600	  12.32549	  -0.17873
 137.49200	  12.32397	  -0.16523
 137.58600	  12.31996	  -0.14726
 137.68100	  12.32662	  -0.15372
 137.77500	  12.32164	  -0.15588
 137.86900	  12.31828	  -0.15198
 137.96300	  12.32393	  -0.16097
 138.05600	  12.32355	  -0.15788
 138.14900	  12.32165	  -0.14755
 138.24300	  12.32473	  -0.15082
 138.33600	  12.32481	  -0.16364
 138.43000	  12.32110	  -0.14790
 138.52200	  12.32239	  -0.14807
 138.62500	  12.32063	  -0.15628
 138.71000	  12.32463	  -0.15060
 138.81100	  12.32058	  -0.15722
 138.89500	  12.32432	  -0.15842
 138.99400	  12.31967	  -0.15852
 139.08800	  12.32049	  -0.15438
 139.18100	  12.32268	  -0.15713
 139.27200	  12.33675	  -0.15259
 139.36500	  12.32803	  -0.15978
 139.45600	  12.32514	  -0.15857
 139.54800	  12.33605	  -0.16110
 139.63900	  12.32807	  -0.15903
 139.73000	  12.33686	  -0.15540
 139.82100	  12.32840	  -0.14418
 139.91300	  12.33122	  -0.14536
 140.00300	  12.32463	  -0.14993
 140.09300	  12.32391	  -0.15199
 140.18300	  12.31372	  -0.15705
 140.27400	  12.31990	  -0.16552
 140.36200	  12.33150	  -0.14259
 140.45300	  12.32229	  -0.15307
 140.54400	  12.32008	  -0.15133
 140.63400	  12.31841	  -0.14955
 140.72400	  12.32665	  -0.15669
 140.81300	  12.32975	  -0.16807
 140.90300	  12.32557	  -0.16302
 140.99200	  12.31826	  -0.15029
 141.08300	  12.31913	  -0.14728
 141.17300	  12.32546	  -0.14712
 141.26200	  12.32541	  -0.13936
 141.35100	  12.32639	  -0.15796
 141.44000	  12.32153	  -0.15115
 141.52900	  12.33514	  -0.15019
 141.61900	  12.32266	  -0.15693
 141.70800	  12.31672	  -0.15263
 141.79700	  12.31910	  -0.16042
 141.88600	  12.33097	  -0.14863
 141.97500	  12.33594	  -0.15063
 142.06500	  12.33689	  -0.15854
 142.15400	  12.33004	  -0.15513
 142.24200	  12.33028	  -0.15706
 142.33100	  12.32701	  -0.15578
 142.42000	  12.32636	  -0.15623
 142.51000	  12.32383	  -0.15742
 142.59900	  12.32635	  -0.15582
 142.68900	  12.32905	  -0.15146
 142.77900	  12.32268	  -0.14958
 142.86800	  12.32095	  -0.16210
 142.95800	  12.32089	  -0.15903
 143.04900	  12.32002	  -0.16197
 143.14000	  12.32581	  -0.15354
 143.23000	  12.32432	  -0.15091
 143.32100	  12.31442	  -0.15669
 143.41300	  12.32594	  -0.15911
 143.50600	  12.31765	  -0.15746
 143.59800	  12.31494	  -0.15227
 143.69000	  12.31461	  -0.15640
 143.78300	  12.32289	  -0.15164
 143.87600	  12.32136	  -0.14631
 143.96900	  12.32002	  -0.15325
 144.06300	  12.32867	  -0.15705
 144.15700	  12.32915	  -0.15034
 144.25200	  12.31779	  -0.15593
 144.34700	  12.32182	  -0.15102
 144.44400	  12.32870	  -0.14791
 144.54100	  12.32295	  -0.16269
 144.63900	  12.32790	  -0.14961
 144.73700	  12.32642	  -0.15895
 144.83500	  12.32707	  -0.15247
 144.93500	  12.32522	  -0.14784
 145.03400	  12.32221	  -0.14682
 145.13500	  12.32366	  -0.14388
 145.23500	  12.32641	  -0.15003
 145.33700	  12.32541	  -0.15566
 145.43900	  12.31477	  -0.14502
 145.54200	  12.31414	  -0.14751
 145.64700	  12.31808	  -0.15600
 145.75200	  12.32488	  -0.15234
 145.85800	  12.32751	  -0.15372
 145.96300	  12.30861	  -0.14538
 146.07300	  12.31349	  -0.13553
 146.18100	  12.31915	  -0.14620
 146.29100	  12.33212	  -0.15002
 146.40100	  12.32284	  -0.14945
 146.50300	  12.31994	  -0.15625
 146.61300	  12.32246	  -0.15427
 146.72600	  12.31216	  -0.14653
 146.84000	  12.31967	  -0.14965
 146.95400	  12.32249	  -0.15415
 147.07000	  12.32403	  -0.14715
 147.18600	  12.32396	  -0.15115
 147.30400	  12.32264	  -0.14624
 147.42300	  12.32163	  -0.15195
 147.54200	  12.33179	  -0.15749
 147.66300	  12.33019	  -0.15017
 147.78400	  12.32571	  -0.15235
 147.90600	  12.32127	  -0.14395
 148.02800	  12.32082	  -0.15625
 148.15000	  12.31457	  -0.14859
 148.27400	  12.33226	  -0.14409
 148.39800	  12.32358	  -0.15290
 148.52200	  12.32859	  -0.15512
 148.64800	  12.32475	  -0.15806
 148.77400	  12.32071	  -0.15390
 148.90200	  12.31269	  -0.14801
 149.03000	  12.33981	  -0.14490
 149.15900	  12.32120	  -0.14211
 149.28900	  12.33002	  -0.14795
 149.42000	  12.31870	  -0.14858
 149.55100	  12.31998	  -0.14815
 149.68300	  12.32336	  -0.15296
 149.81700	  12.32884	  -0.14913
 149.95000	  12.33510	  -0.14454
 150.08500	  12.33501	  -0.14578
 150.22000	  12.32007	  -0.14339
 150.35700	  12.31852	  -0.14839
 150.49300	  12.32631	  -0.14982
 150.63000	  12.32612	  -0.14773
 150.76800	  12.31891	  -0.14244
 150.90700	  12.32496	  -0.14605
 151.04700	  12.32131	  -0.14629
 151.18600	  12.32548	  -0.15401
 151.32700	  12.31590	  -0.15121
 151.46900	  12.31973	  -0.14313
 151.61100	  12.32233	  -0.13850
 151.75300	  12.31571	  -0.14499
 151.89600	  12.32884	  -0.14028
 152.04000	  12.32697	  -0.14995
 152.18500	  12.32940	  -0.14682
 152.32900	  12.32293	  -0.14441
 152.47500	  12.32279	  -0.14147
 152.62000	  12.32731	  -0.14942
 152.76700	  12.31846	  -0.15044
 152.91400	  12.31441	  -0.15032
 153.06100	  12.31539	  -0.15020
 153.20900	  12.32358	  -0.14807
 153.35800	  12.31413	  -0.14563
 153.50700	  12.32246	  -0.14825
 153.65600	  12.32733	  -0.14315
 153.80500	  12.32116	  -0.14727
 153.95600	  12.32388	  -0.14020
 154.10600	  12.32919	  -0.13664
 154.25700	  12.32069	  -0.14660
 154.40800	  12.32155	  -0.14898
 154.56000	  12.32975	  -0.14920
 154.71200	  12.32340	  -0.15157
 154.86500	  12.32648	  -0.14150
 155.01700	  12.32144	  -0.13396
 155.17000	  12.32429	  -0.14766
 155.32400	  12.31950	  -0.14425
 155.47700	  12.31679	  -0.14374
 155.63200	  12.32404	  -0.15459
 155.78600	  12.32758	  -0.14859
 155.94100	  12.31982	  -0.15265
 156.09600	  12.32712	  -0.14964
 156.25100	  12.33253	  -0.14744
 156.40700	  12.32386	  -0.14452
 156.56300	  12.31740	  -0.15122
 156.71900	  12.32049	  -0.15488
 156.87500	  12.32230	  -0.16323
 157.03200	  12.32116	  -0.15597
 157.18900	  12.32746	  -0.14524
 157.34600	  12.32642	  -0.15305
 157.50300	  12.32436	  -0.15374
 157.66100	  12.32685	  -0.14390
 157.81800	  12.32185	  -0.14822
 157.97700	  12.32910	  -0.14283
 158.13500	  12.32118	  -0.14798
 158.29300	  12.31520	  -0.15324
 158.45200	  12.32643	  -0.15538
 158.61000	  12.32939	  -0.14069
 158.76900	  12.33186	  -0.13805
 158.92800	  12.32462	  -0.15493
 159.08700	  12.32135	  -0.13834
 159.24600	  12.31530	  -0.14674
 159.40600	  12.31842	  -0.13935
 159.56400	  12.31127	  -0.14610
 159.72200	  12.31837	  -0.15087
 159.87900	  12.31827	  -0.14038
 160.03700	  12.32237	  -0.14121
 160.19400	  12.31509	  -0.14481
 160.35200	  12.32171	  -0.14425
 160.51000	  12.31803	  -0.14911
 160.66800	  12.32392	  -0.14361
 160.82600	  12.32616	  -0.14472
 160.98400	  12.32217	  -0.14891
 161.14200	  12.31831	  -0.15125
 161.30000	  12.32510	  -0.14951
 161.45900	  12.31833	  -0.14209
 161.61700	  12.31817	  -0.14814
 161.77600	  12.32300	  -0.14661
 161.93400	  12.32484	  -0.13981
 162.09300	  12.32743	  -0.14769
 162.25200	  12.33456	  -0.14402
 162.41000	  12.32592	  -0.13955
 162.56900	  12.31958	  -0.14435
 162.72700	  12.31582	  -0.14135
 162.88600	  12.32730	  -0.14908
 163.04500	  12.32222	  -0.14784
 163.20400	  12.31406	  -0.13829
 163.36300	  12.31742	  -0.14671
 163.52100	  12.31511	  -0.14093
 163.68000	  12.32808	  -0.15101
 163.83900	  12.32372	  -0.14464
 163.99800	  12.31965	  -0.15307
 164.15600	  12.31558	  -0.13862
 164.31500	  12.31509	  -0.14760
 164.47400	  12.32640	  -0.15053
 164.63200	  12.32404	  -0.13829
 164.79200	  12.32247	  -0.13527
 164.95000	  12.32989	  -0.14433
 165.10800	  12.32317	  -0.14385
 165.26700	  12.31833	  -0.14279
 165.42500	  12.31623	  -0.14190
 165.58500	  12.32146	  -0.13510
 165.74300	  12.31809	  -0.13980
 165.90100	  12.32638	  -0.14520
 166.06000	  12.32372	  -0.14044
 166.21800	  12.32164	  -0.14112
 166.37600	  12.32122	  -0.14855
 166.53500	  12.32717	  -0.14557
 166.69300	  12.32986	  -0.14295
 166.85100	  12.32087	  -0.12981
 167.00900	  12.31594	  -0.13578
 167.16700	  12.31548	  -0.14562
 167.32500	  12.31417	  -0.14159
 167.48300	  12.31686	  -0.14282
 167.64100	  12.31844	  -0.14482
 167.79900	  12.31453	  -0.14558
 167.95700	  12.32581	  -0.15143
 168.11400	  12.31537	  -0.14099
 168.27200	  12.31508	  -0.14025
 168.42900	  12.32569	  -0.14363
 168.58600	  12.31779	  -0.14987
 168.74400	  12.32295	  -0.14354
 168.90100	  12.31131	  -0.14340
 169.05800	  12.31832	  -0.15178
 169.21500	  12.32120	  -0.14609
 169.37200	  12.32109	  -0.14492
 169.52900	  12.32898	  -0.14157
 169.68500	  12.32434	  -0.14783
 169.84200	  12.30813	  -0.13884
 169.99800	  12.32844	  -0.15031
 170.15500	  12.32009	  -0.13548
 170.31100	  12.32007	  -0.14029
 170.46700	  12.31994	  -0.14227
 170.62300	  12.30306	  -0.15217
 170.78000	  12.32979	  -0.15979
 170.93500	  12.31121	  -0.15135
 171.09000	  12.32599	  -0.14180
 171.24600	  12.31951	  -0.13493
 171.40100	  12.32314	  -0.14596
 171.55600	  12.31767	  -0.15535
 171.70900	  12.33316	  -0.13926
 171.86200	  12.32467	  -0.14270
 172.01400	  12.32529	  -0.14033
 172.16700	  12.31006	  -0.14663
 172.31900	  12.31715	  -0.14272
 172.47200	  12.31815	  -0.14780
 172.62400	  12.31975	  -0.14251
 172.77600	  12.33140	  -0.13435
 172.92800	  12.31804	  -0.13173
 173.08000	  12.31951	  -0.14389
 173.23300	  12.32258	  -0.14161
 173.38500	  12.32210	  -0.14000
 173.53600	  12.31752	  -0.12594
 173.68700	  12.32995	  -0.14963
 173.83800	  12.32978	  -0.14908
 173.98900	  12.32622	  -0.13851
 174.14100	  12.32531	  -0.14572
 174.29100	  12.33076	  -0.14323
 174.44200	  12.32560	  -0.15664
 174.59300	  12.32063	  -0.15029
 174.74300	  12.31644	  -0.13269
 174.89400	  12.30498	  -0.13639
 175.04400	  12.30901	  -0.13793
 175.19400	  12.32105	  -0.15076
 175.34400	  12.31948	  -0.14494
 175.49400	  12.31966	  -0.13314
 175.64300	  12.30922	  -0.13322
 175.79300	  12.31653	  -0.14513
 175.94200	  12.32625	  -0.14137
 176.09100	  12.32119	  -0.14451
 176.24000	  12.32510	  -0.14375
 176.38900	  12.32625	  -0.14046
 176.53800	  12.31942	  -0.15138
 176.68600	  12.32845	  -0.13467
 176.83500	  12.32417	  -0.14662
 176.98300	  12.32262	  -0.14687
 177.13100	  12.32803	  -0.15160
 177.27900	  12.31915	  -0.13645
 177.42700	  12.32652	  -0.13760
 177.57400	  12.31631	  -0.14821
 177.72200	  12.32346	  -0.14206
 177.87000	  12.32029	  -0.13822
 178.01700	  12.31520	  -0.13982
 178.16400	  12.31495	  -0.14704
 178.31100	  12.32602	  -0.13081
 178.45700	  12.31575	  -0.13412
 178.60400	  12.32818	  -0.13925
 178.75000	  12.32563	  -0.13993
 178.89600	  12.32945	  -0.13769
 179.04300	  12.33376	  -0.14005
 179.18900	  12.33086	  -0.12938
 179.33400	  12.33844	  -0.13418
 179.48000	  12.33684	  -0.13673
 179.62500	  12.31252	  -0.13454
 179.77000	  12.32328	  -0.14021
 179.91500	  12.31572	  -0.14949
 180.06000	  12.31971	  -0.14234
 180.20400	  12.32425	  -0.15221
 180.34900	  12.32308	  -0.13961
 180.49300	  12.32629	  -0.13866
 180.63800	  12.33020	  -0.14029
 180.78200	  12.32991	  -0.14807
 180.92500	  12.32642	  -0.14709
 181.06900	  12.31444	  -0.15217
 181.21200	  12.32413	  -0.13576
 181.35600	  12.32394	  -0.13715
 181.49900	  12.32722	  -0.14336
 181.64200	  12.32909	  -0.14377
 181.78400	  12.32917	  -0.14078
 181.92700	  12.31910	  -0.14008
 182.07000	  12.32229	  -0.13710
 182.21200	  12.32539	  -0.13423
 182.35400	  12.32174	  -0.14016
 182.49600	  12.32485	  -0.13259
 182.63800	  12.32732	  -0.14414
 182.77900	  12.32059	  -0.13968
 182.92000	  12.33212	  -0.14474
 183.06200	  12.32288	  -0.14407
 183.20200	  12.31991	  -0.13914
 183.34300	  12.32661	  -0.14397
 183.48400	  12.31609	  -0.13355
 183.62500	  12.32447	  -0.14397
 183.76500	  12.32885	  -0.14737
 183.90500	  12.32361	  -0.14086
 184.04500	  12.32973	  -0.13918
 184.18500	  12.32892	  -0.13374
 184.32500	  12.32273	  -0.14024
 184.46300	  12.32736	  -0.13197
 184.60200	  12.32517	  -0.13629
 184.73900	  12.32483	  -0.14291
 184.87600	  12.31917	  -0.13149
 185.01300	  12.32210	  -0.14245
 185.14900	  12.32408	  -0.14232
 185.28600	  12.33343	  -0.13382
 185.42200	  12.32269	  -0.14608
 185.55800	  12.32429	  -0.13870
 185.69400	  12.32374	  -0.13333
 185.83000	  12.31692	  -0.13843
 185.96500	  12.32527	  -0.13459
 186.10100	  12.33072	  -0.14385
 186.23600	  12.31938	  -0.15006
 186.37100	  12.32145	  -0.13857
 186.50600	  12.32327	  -0.13747
 186.64000	  12.32324	  -0.14437
 186.77500	  12.32164	  -0.13836
 186.90900	  12.32084	  -0.14269
 187.04300	  12.32287	  -0.13816
 187.17700	  12.32977	  -0.13141
 187.31100	  12.31952	  -0.14163
 187.44400	  12.32300	  -0.13624
 187.57700	  12.33195	  -0.13575
 187.71100	  12.31978	  -0.13738
 187.84400	  12.32157	  -0.14274
 187.97600	  12.31471	  -0.13532
 188.10900	  12.32879	  -0.13639
 188.24200	  12.32279	  -0.14182
 188.37400	  12.32991	  -0.13743
 188.50600	  12.32583	  -0.14462
 188.63800	  12.32305	  -0.14592
 188.77000	  12.32517	  -0.13591
 188.90200	  12.31828	  -0.14302
 189.03200	  12.32960	  -0.13845
 189.16400	  12.32016	  -0.13703
 189.29500	  12.32431	  -0.13146
 189.42600	  12.32054	  -0.13853
 189.55600	  12.32579	  -0.14795
 189.68700	  12.32900	  -0.13324
 189.81700	  12.32208	  -0.13770
 189.94700	  12.32144	  -0.13744
 190.07700	  12.32054	  -0.14333
 190.20600	  12.32692	  -0.14277
 190.33600	  12.32314	  -0.14580
 190.46500	  12.33098	  -0.13114
 190.59500	  12.32431	  -0.13887
 190.72300	  12.32063	  -0.14179
 190.85200	  12.31972	  -0.14010
 190.98100	  12.32554	  -0.13451
 191.10900	  12.32563	  -0.14541
 191.23700	  12.33328	  -0.13781
 191.36600	  12.32334	  -0.13308
 191.49300	  12.33300	  -0.14835
 191.62100	  12.33181	  -0.14135
 191.74900	  12.33128	  -0.14629
 191.87600	  12.33159	  -0.14174
 192.00300	  12.32577	  -0.13739
 192.13000	  12.32829	  -0.14272
 192.25600	  12.31403	  -0.13942
 192.38300	  12.32155	  -0.13656
 192.51000	  12.32393	  -0.13539
 192.63600	  12.32468	  -0.13831
 192.76200	  12.32323	  -0.13794
 192.88800	  12.33468	  -0.13706
 193.01400	  12.32761	  -0.13343
 193.13900	  12.32821	  -0.13925
 193.26400	  12.33296	  -0.14256
 193.39000	  12.32516	  -0.13263
 193.51400	  12.32959	  -0.13729
 193.63900	  12.32682	  -0.14168
 193.76400	  12.32630	  -0.13913
 193.88800	  12.31874	  -0.12862
 194.01200	  12.32106	  -0.13277
 194.13700	  12.33207	  -0.14042
 194.26000	  12.32319	  -0.14129
 194.38400	  12.32231	  -0.14342
 194.50700	  12.32727	  -0.13750
 194.63100	  12.32855	  -0.13148
 194.75400	  12.32797	  -0.13321
 194.87700	  12.32767	  -0.13470
 194.99900	  12.32544	  -0.13552
 195.12200	  12.32728	  -0.14046
 195.24400	  12.33621	  -0.14800
 195.36600	  12.34045	  -0.14717
 195.48800	  12.33052	  -0.14508
 195.61100	  12.32198	  -0.14016
 195.73300	  12.32062	  -0.12821
 195.85400	  12.33180	  -0.13084
 195.97500	  12.31941	  -0.12814
 196.09600	  12.32430	  -0.12989
 196.21700	  12.33141	  -0.13629
 196.33800	  12.33001	  -0.14062
 196.45900	  12.33317	  -0.13542
 196.57900	  12.32654	  -0.14009
 196.69900	  12.32064	  -0.13411
 196.81900	  12.32066	  -0.12976
 196.93900	  12.33052	  -0.14219
 197.05900	  12.32450	  -0.13245
 197.17800	  12.32815	  -0.12632
 197.29800	  12.32477	  -0.13537
 197.41700	  12.32312	  -0.13428
 197.53600	  12.32435	  -0.13560
 197.65500	  12.33501	  -0.12253
 197.77300	  12.33403	  -0.13228
 197.89100	  12.31968	  -0.13694
 198.01000	  12.32278	  -0.13864
 198.12800	  12.32626	  -0.13329
 198.24500	  12.31813	  -0.13371
 198.36300	  12.32938	  -0.12838
 198.48100	  12.33530	  -0.12922
 198.59700	  12.33466	  -0.13062
 198.71300	  12.31829	  -0.13677
 198.82800	  12.32672	  -0.14075
 198.94400	  12.32931	  -0.13286
 199.05900	  12.33581	  -0.13539
 199.17400	  12.33321	  -0.15204
 199.28800	  12.32139	  -0.14270
 199.40300	  12.32637	  -0.13512
 199.51700	  12.33757	  -0.13142
 199.63200	  12.33673	  -0.13282
 199.74600	  12.33477	  -0.14344
 199.86000	  12.32942	  -0.14602
 199.97400	  12.32633	  -0.12708
 200.08800	  12.33370	  -0.14164
 200.20100	  12.32436	  -0.14066
 200.31400	  12.33348	  -0.13646
 200.42700	  12.33418	  -0.13182
 200.54000	  12.33638	  -0.14468
 200.65300	  12.32922	  -0.13476
 200.76500	  12.32948	  -0.13860
 200.87800	  12.32859	  -0.13143
 200.99000	  12.33102	  -0.12790
 201.10200	  12.33147	  -0.13782
 201.21400	  12.33686	  -0.14157
 201.32600	  12.33420	  -0.13937
 201.43700	  12.32672	  -0.14108
 201.54900	  12.32334	  -0.14203
 201.66000	  12.33924	  -0.12970
 201.77100	  12.32516	  -0.13348
 201.88200	  12.33858	  -0.13163
 201.99200	  12.33623	  -0.13667
 202.10300	  12.33720	  -0.13472
 202.21300	  12.32718	  -0.13830
 202.32400	  12.31466	  -0.12959
 202.43300	  12.33742	  -0.13383
 202.54300	  12.33705	  -0.13665
 202.65300	  12.34169	  -0.13816
 202.76300	  12.33011	  -0.13489
 202.87200	  12.33523	  -0.13623
 202.98100	  12.32296	  -0.12225
 203.09000	  12.32906	  -0.13452
 203.19900	  12.33066	  -0.14079
 203.30800	  12.33373	  -0.13850
 203.41600	  12.33642	  -0.13356
 203.52400	  12.33478	  -0.14012
 203.63300	  12.32691	  -0.13601
 203.74100	  12.33370	  -0.13467
 203.84900	  12.33466	  -0.13805
 203.95600	  12.32740	  -0.12536
 204.06400	  12.33152	  -0.13418
 204.17100	  12.32874	  -0.12720
 204.27800	  12.32209	  -0.13040
 204.38500	  12.33052	  -0.13588
 204.49200	  12.32767	  -0.13276
 204.59900	  12.32585	  -0.13961
 204.70500	  12.32537	  -0.13605
 204.81100	  12.33695	  -0.13596
 204.91700	  12.34013	  -0.14231
 205.02300	  12.33976	  -0.13177
 205.12900	  12.33582	  -0.13328
 205.23500	  12.32575	  -0.13614
 205.34000	  12.34037	  -0.13767
 205.44500	  12.33533	  -0.13568
 205.55000	  12.33047	  -0.13071
 205.65500	  12.33378	  -0.13593
 205.76000	  12.32825	  -0.13407
 205.86400	  12.33755	  -0.13234
 205.96900	  12.33673	  -0.13215
 206.07300	  12.34296	  -0.13365
 206.17700	  12.32919	  -0.13217
 206.28100	  12.32723	  -0.13905
 206.38500	  12.34307	  -0.13657
 206.48800	  12.33106	  -0.13093
 206.59100	  12.33701	  -0.13789
 206.69500	  12.33779	  -0.13872
 206.79800	  12.33495	  -0.14110
 206.90000	  12.33821	  -0.13877
 207.00300	  12.32850	  -0.13629
 207.10500	  12.32557	  -0.13343
 207.20700	  12.32947	  -0.13354
 207.30900	  12.32991	  -0.13163
 207.41100	  12.33269	  -0.13443
 207.51300	  12.33333	  -0.13804
 207.61500	  12.33080	  -0.13139
 207.71600	  12.33122	  -0.12849
 207.81800	  12.33150	  -0.13310
 207.91900	  12.33288	  -0.13871
 208.02000	  12.33285	  -0.13113
 208.12100	  12.31966	  -0.13432
 208.22100	  12.32662	  -0.13297
 208.32100	  12.32972	  -0.13576
 208.42200	  12.32763	  -0.13174
 208.52200	  12.32550	  -0.13465
 208.62200	  12.33523	  -0.14516
 208.72200	  12.32766	  -0.13734
 208.82100	  12.34316	  -0.13811
 208.92100	  12.33538	  -0.13615
 209.02000	  12.33748	  -0.13387
 209.11900	  12.33200	  -0.13706
 209.21800	  12.33060	  -0.12120
 209.31700	  12.32919	  -0.12595
 209.41600	  12.33064	  -0.13484
 209.51400	  12.32818	  -0.13757
 209.61300	  12.33223	  -0.13552
 209.71100	  12.33480	  -0.13387
 209.80900	  12.33302	  -0.12499
 209.90700	  12.32015	  -0.12555
 210.00500	  12.32885	  -0.13255
 210.10200	  12.33972	  -0.13159
 210.19900	  12.34287	  -0.13658
 210.29600	  12.34332	  -0.13832
 210.39300	  12.34181	  -0.14177
 210.49100	  12.34464	  -0.13474
 210.58700	  12.32904	  -0.13872
 210.68400	  12.33218	  -0.13296
 210.78000	  12.33358	  -0.13491
 210.87600	  12.33123	  -0.13275
 210.97300	  12.33952	  -0.13014
 211.06900	  12.33780	  -0.13072
 211.16500	  12.33877	  -0.13067
 211.26000	  12.33516	  -0.13603
 211.35600	  12.33149	  -0.13382
 211.45100	  12.33255	  -0.13421
 211.54700	  12.34038	  -0.13533
 211.64200	  12.34040	  -0.13799
 211.73700	  12.34376	  -0.13326
 211.83100	  12.33429	  -0.14011
 211.92600	  12.32102	  -0.13661
 212.02000	  12.33741	  -0.13452
 212.11500	  12.32920	  -0.13516
 212.20900	  12.34348	  -0.13543
 212.30300	  12.33227	  -0.13258
 212.39700	  12.33444	  -0.13059
 212.49100	  12.33268	  -0.12874
 212.58500	  12.33264	  -0.13924
 212.67800	  12.34384	  -0.13899
 212.77100	  12.34138	  -0.13318
 212.86500	  12.34307	  -0.13791
 212.95800	  12.35383	  -0.12988
 213.05600	  12.33460	  -0.13249
 213.14400	  12.33514	  -0.12261
 213.24000	  12.34349	  -0.12564
 213.33200	  12.33367	  -0.12431
 213.42400	  12.33104	  -0.12722
 213.51500	  12.33749	  -0.13654
 213.60600	  12.33443	  -0.13644
 213.69700	  12.33742	  -0.14237
 213.78800	  12.33670	  -0.13884
 213.87900	  12.33970	  -0.13203
 213.96900	  12.33976	  -0.13041
 214.05900	  12.34051	  -0.13405
 214.15000	  12.34526	  -0.14104
 214.24000	  12.33675	  -0.14371
 214.33000	  12.35313	  -0.14703
 214.42000	  12.34298	  -0.14160
 214.50900	  12.34177	  -0.13966
 214.60000	  12.33292	  -0.13154
 214.68900	  12.34021	  -0.13197
 214.77900	  12.34229	  -0.12439
 214.86800	  12.34599	  -0.11991
 214.95800	  12.33771	  -0.12291
 215.04700	  12.33855	  -0.13059
 215.13600	  12.33913	  -0.13368
 215.22500	  12.35162	  -0.12798
 215.31500	  12.34381	  -0.12722
 215.40300	  12.34205	  -0.12650
 215.49200	  12.34652	  -0.14190
 215.58100	  12.34554	  -0.14196
 215.67000	  12.34867	  -0.14112
 215.75900	  12.34027	  -0.12472
 215.84700	  12.33612	  -0.13176
 215.93600	  12.33584	  -0.13217
 216.02500	  12.34450	  -0.12312
 216.11400	  12.34195	  -0.13458
 216.20200	  12.33406	  -0.13612
 216.29100	  12.32994	  -0.13572
 216.38100	  12.33845	  -0.14599
 216.46900	  12.33725	  -0.13301
 216.55800	  12.33895	  -0.12839
 216.64700	  12.34168	  -0.12893
 216.73700	  12.33682	  -0.14393
 216.82600	  12.33754	  -0.13149
 216.91600	  12.33103	  -0.13260
 217.00600	  12.33781	  -0.12771
 217.09600	  12.33409	  -0.13567
 217.18600	  12.33900	  -0.13471
 217.27600	  12.33625	  -0.12475
 217.36700	  12.34569	  -0.13522
 217.45700	  12.33813	  -0.13944
 217.54800	  12.34305	  -0.13466
 217.64000	  12.34392	  -0.13004
 217.73200	  12.33799	  -0.13664
 217.82400	  12.33524	  -0.13919
 217.91600	  12.34114	  -0.13574
 218.01000	  12.34740	  -0.13442
 218.10300	  12.34323	  -0.12431
 218.19600	  12.34690	  -0.13471
 218.28900	  12.34633	  -0.14369
 218.38400	  12.33671	  -0.13743
 218.47800	  12.34611	  -0.13286
 218.57300	  12.34727	  -0.12657
 218.66800	  12.34346	  -0.12895
 218.76300	  12.32885	  -0.13649
 218.85800	  12.33013	  -0.13382
 218.95500	  12.33691	  -0.13896
 219.05100	  12.33791	  -0.13386
 219.14800	  12.33814	  -0.13491
 219.24600	  12.33840	  -0.13196
 219.34400	  12.34298	  -0.13867
 219.44200	  12.33557	  -0.14714
 219.54100	  12.34027	  -0.13792
 219.64000	  12.34791	  -0.13043
 219.74000	  12.34856	  -0.15122
 219.84000	  12.34665	  -0.13954
 219.94000	  12.33598	  -0.13040
 220.04100	  12.34098	  -0.13312
 220.14200	  12.34103	  -0.12805
 220.24500	  12.35159	  -0.13391
 220.34700	  12.34668	  -0.13773
 220.45000	  12.34446	  -0.13723
 220.55400	  12.35092	  -0.13531
 220.65800	  12.34037	  -0.12833
 220.76200	  12.33893	  -0.12707
 220.86800	  12.35007	  -0.13152
 220.97300	  12.34205	  -0.12966
 221.08000	  12.34021	  -0.12242
 221.18800	  12.34070	  -0.13198
 221.28800	  12.33982	  -0.13238
 221.39400	  12.34514	  -0.12955
 221.50200	  12.34354	  -0.14131
 221.61200	  12.33839	  -0.13136
 221.72100	  12.34197	  -0.13798
 221.83100	  12.33107	  -0.13422
 221.94100	  12.33098	  -0.12410
 222.05200	  12.34245	  -0.12720
 222.16200	  12.33920	  -0.12911
 222.27400	  12.33973	  -0.13602
 222.38600	  12.33517	  -0.14263
 222.49900	  12.33398	  -0.12974
 222.61200	  12.34061	  -0.13376
 222.72500	  12.33583	  -0.13153
 222.83900	  12.33259	  -0.13374
 222.95300	  12.34189	  -0.13851
 223.06800	  12.33847	  -0.13298
 223.18300	  12.34015	  -0.13263
 223.29900	  12.33954	  -0.12357
 223.41400	  12.34689	  -0.12681
 223.53000	  12.33831	  -0.12753
 223.64700	  12.33965	  -0.12958
 223.76400	  12.35155	  -0.13340
 223.88100	  12.34198	  -0.13042
 223.99900	  12.34433	  -0.13380
 224.11700	  12.33794	  -0.13192
 224.23500	  12.33138	  -0.13914
 224.35400	  12.33224	  -0.13113
 224.47300	  12.34637	  -0.13539
 224.59300	  12.35450	  -0.13264
 224.71200	  12.34199	  -0.13383
 224.83200	  12.34342	  -0.13269
 224.95100	  12.34182	  -0.13045
 225.07300	  12.33329	  -0.12568
 225.19300	  12.33993	  -0.12826
 225.31300	  12.34309	  -0.12744
 225.43500	  12.34507	  -0.13792
 225.55700	  12.34273	  -0.12672
