Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
3772710505,70.18809509,-0.007556926,,,2,,,,10.26199989,,,,,,,70.18809509,70.18809509,-0.007556926,-0.007556926,,,49.13706207,,,,40,69.72349548,0,0,0,0.04486084,48.38709641,,,,,,,,,,,,,,,,
3772710516,70.18615723,0.047737654,-1.01E-05,3.26E-07,1,0.999253354,40.02988815,1.988389271,10.25999989,-0.000110246,-1.81E-05,0.25,1.65E-07,-1.02E-05,1.07E-07,70.18622589,70.18622589,0.047737654,0.047737654,43.60002043,17.54163885,49.13328934,0,0,0,40,69.72555542,1,4,1,1.958770752,50.83089066,,,,,,,,,,,,,,,,
3772710525,70.18695831,12.09965372,-1.03E-05,5.44E-07,1,0.999253354,40.02988815,1.988394867,10.25000028,-0.000111699,-2.02E-05,0.25,2.56E-09,-1.03E-05,-5.73E-08,70.18712616,70.18712616,9.074579239,15.1247282,43.74227682,17.54363054,49.13417435,0,0,0,40,69.72692108,1,6,1,1.949920654,50.83089066,,,,,,,,,,,,,,,,
3772710525,70.18714142,24.9971137,7.99E-05,7.33E-06,1,0.999253354,40.02988815,1.988330013,10.25000028,0.000857966,0.000201577,0.25,4.12E-06,8.02E-05,4.60E-06,70.18679047,70.18679047,15.1247282,34.86949921,43.78526639,17.5413428,49.13794708,0,0,0,40,69.72741699,1,6,1,1.947174072,51.80840683,,,,,,,,,,,,,,,,
3772710526,70.18761063,44.89164352,0.000216782,5.59E-06,1,0.999253354,40.02988815,1.988348478,10.25000028,0.002339968,0.000480026,0.25,5.00E-06,0.000217593,6.28E-06,70.18749237,70.18749237,34.86949921,54.91378784,43.55624923,17.54540774,49.13306427,0,0,0,40,69.72698975,1,6,1,1.956939697,49.85337448,,,,,,,,,,,,,,,,
3772710527,70.18798065,64.32308578,0.000326094,4.32E-06,1,0.999253354,40.02988815,1.988348478,10.25000028,0.00351226,0.000764147,0.25,1.14E-05,0.000327291,1.33E-05,70.18772888,70.18772888,54.91378784,73.73238373,43.31003625,17.54540774,49.13683701,0,0,0,40,69.72658539,1,6,1,1.947631836,50.83089066,,,,,,,,,,,,,,,,
3772710528,70.18848419,86.72431183,0.000396397,3.37E-06,1,0.999253354,40.02988815,1.98831353,10.25000028,0.004267434,0.000939742,0.25,1.49E-05,0.000397846,1.72E-05,70.18823242,70.18823242,73.73238373,99.71623993,43.93533907,17.54072916,49.13573074,0,0,0,40,69.72692108,1,6,1,1.956329346,51.31964874,,,,,,,,,,,,,,,,
3772710529,70.18881989,116.1456413,0.000447502,2.82E-06,1,0.999253354,40.02988815,1.988396862,10.25999989,0.00481923,0.00105305,0.25,1.61E-05,0.000449143,1.87E-05,70.18873596,70.18873596,99.71623993,132.5750427,43.37647467,17.54088343,49.13351059,0,0,0,40,69.72711945,1,6,1,1.93862915,51.80840683,,,,,,,,,,,,,,,,
3772710530,70.18906784,141.9797287,0.000474414,2.19E-06,1,0.999253354,40.02988815,1.988396862,10.25000028,0.005114251,0.001087723,0.25,1.44E-05,0.000476169,1.72E-05,70.18890381,70.18890381,132.5750427,151.3844147,43.38585422,17.54088343,49.13306427,0,0,0,40,69.72741699,1,6,1,1.95098877,53.27468491,,,,,,,,,,,,,,,,
3772710531,70.18911743,164.2657547,0.000491631,2.03E-06,1,0.999253354,40.02988815,1.988392673,10.25000028,0.005298146,0.001136521,0.25,1.58E-05,0.000493444,1.87E-05,70.18923187,70.18923187,151.3844147,177.1470947,43.36787676,17.5400912,49.13794708,0,0,0,40,69.72734833,1,6,1,1.957550049,51.80840683,,,,,,,,,,,,,,,,
