W E2
0 0
32.0513 19090.4
64.1026 9096
96.1538 5622.97
128.205 3827.51
160.256 2736.84
192.308 2018.68
224.359 1523.46
256.41 1171.44
288.462 915.515
320.513 725.964
352.564 583.29
384.615 474.325
416.667 389.987
448.718 323.9
480.769 271.518
512.821 229.557
544.872 195.61
576.923 167.893
608.974 145.069
641.026 126.125
673.077 110.284
705.128 96.9463
737.179 85.6435
769.231 76.0074
801.282 67.7456
833.333 60.6247
865.385 54.4565
897.436 49.0887
929.487 44.3967
961.538 40.2785
993.59 36.6498
1025.64 33.4406
1057.69 30.5924
1089.74 28.0563
1121.79 25.7909
1153.85 23.7613
1185.9 21.9379
1217.95 20.2952
1250 18.8116
1282.05 17.4683
1314.1 16.2492
1346.15 15.1404
1378.21 14.1298
1410.26 13.2067
1442.31 12.3619
1474.36 11.5874
1506.41 10.876
1538.46 10.2214
1570.51 9.61809
1602.56 9.06119
1634.62 8.5463
1666.67 8.06957
1698.72 7.62753
1730.77 7.21709
1762.82 6.83549
1794.87 6.48025
1826.92 6.14913
1858.97 5.84013
1891.03 5.55144
1923.08 5.28141
1955.13 5.02857
1987.18 4.79158
2019.23 4.56922
2051.28 4.36037
2083.33 4.16403
2115.38 3.97928
2147.44 3.80527
2179.49 3.64124
2211.54 3.48649
2243.59 3.34037
2275.64 3.20229
2307.69 3.07169
2339.74 2.9481
2371.79 2.83103
2403.85 2.72007
2435.9 2.61482
2467.95 2.51493
2500 2.42005
2532.05 2.32988
2564.1 2.24412
2596.15 2.16252
2628.21 2.08482
2660.26 2.01079
2692.31 1.94023
2724.36 1.87292
2756.41 1.80868
2788.46 1.74735
2820.51 1.68875
2852.56 1.63275
2884.62 1.57919
2916.67 1.52794
2948.72 1.47888
2980.77 1.4319
3012.82 1.38689
3044.87 1.34374
3076.92 1.30236
3108.97 1.26266
3141.03 1.22456
3173.08 1.18797
3205.13 1.15283
3237.18 1.11906
3269.23 1.08659
3301.28 1.05536
3333.33 1.02532
3365.38 0.996408
3397.44 0.968571
3429.49 0.941761
3461.54 0.91593
3493.59 0.891034
3525.64 0.867032
3557.69 0.843884
3589.74 0.821551
3621.79 0.799999
3653.85 0.779194
3685.9 0.759104
3717.95 0.739698
3750 0.720947
3782.05 0.702824
3814.1 0.685304
3846.15 0.66836
3878.21 0.65197
3910.26 0.636111
3942.31 0.620762
3974.36 0.605903
4006.41 0.591514
4038.46 0.577576
4070.51 0.564073
4102.56 0.550987
4134.62 0.538303
4166.67 0.526005
4198.72 0.514078
4230.77 0.502509
4262.82 0.491284
4294.87 0.480391
4326.92 0.469818
4358.97 0.459552
4391.03 0.449583
4423.08 0.439901
4455.13 0.430494
4487.18 0.421353
4519.23 0.412469
