Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
3772711977,90.08171082,0.006266713,,,2,,,,10.25199981,,,,,,,90.08171082,90.08171082,0.006266713,0.006266713,,,50.68986893,,,,40,89.52541351,0,0,0,0.041046143,46.43206406,,,,,,,,,,,,,,,,
3772711988,90.07200623,-0.042116035,3.24E-07,2.99E-07,1,0.999253354,40.02988815,1.98817787,10.23999974,3.40E-06,1.27E-06,0.25,5.93E-08,3.26E-07,6.08E-08,90.07226563,90.07226563,-0.044419978,-0.039812092,43.8868781,17.53349994,50.69208908,0,0,0,40,89.52998352,1,4,1,1.944732666,48.38709641,,,,,,,,,,,,,,,,
3772711996,90.06869507,11.21263528,-1.30E-06,1.06E-06,1,0.999253354,40.02988815,1.988249457,10.23999974,-1.60E-05,8.30E-06,0.25,9.97E-07,-1.31E-06,9.97E-07,90.06869507,90.06869507,5.789158344,16.63611221,43.77666848,17.53763434,50.6905365,0,0,0,40,89.53250122,1,6,1,1.950836182,49.36461639,,,,,,,,,,,,,,,,
3772711997,90.06865311,24.44877625,4.75E-07,6.20E-07,1,0.999253354,40.02988815,1.988249457,10.23999974,6.06E-06,-4.11E-06,0.25,-4.64E-07,4.80E-07,-4.64E-07,90.06869507,90.06869507,16.63611221,32.26144028,43.49528221,17.53763434,50.68920517,0,0,0,40,89.53199005,1,6,1,1.951904297,48.87585831,,,,,,,,,,,,,,,,
3772711998,90.0684166,45.17502975,-5.13E-08,2.17E-07,1,0.999253354,40.02988815,1.988190268,10.23999974,-9.26E-07,1.96E-06,0.25,1.90E-07,-5.23E-08,1.91E-07,90.06861115,90.06861115,32.26144028,58.08861923,43.59064089,17.53240711,50.69164658,0,0,0,40,89.53322601,1,6,1,1.952209473,49.36461639,,,,,,,,,,,,,,,,
3772711999,90.06794357,71.29020119,7.59E-07,6.67E-07,1,0.999253354,40.02988815,1.988190268,10.23999974,8.13E-06,2.06E-06,0.25,5.39E-08,7.62E-07,5.71E-08,90.06822205,90.06822205,58.08861923,84.49178314,43.37334816,17.53240711,50.69031525,0,0,0,40,89.53356934,1,6,1,1.959686279,48.87585831,,,,,,,,,,,,,,,,
3772711999,90.06762314,97.59660339,8.85E-07,7.60E-07,1,0.999253354,40.02988815,1.988201084,10.23999974,8.73E-06,6.57E-06,0.25,4.47E-07,8.88E-07,4.53E-07,90.0676651,90.0676651,84.49178314,110.7014236,43.11697401,17.53573125,50.6905365,0,0,0,40,89.53348541,1,6,1,1.95892334,50.34213257,,,,,,,,,,,,,,,,
3772712001,90.06762314,123.6196251,1.44E-06,8.89E-07,1,0.999253354,40.02988815,1.988240305,10.25000028,1.59E-05,1.04E-06,0.25,-1.62E-07,1.45E-06,-1.57E-07,90.06758118,90.06758118,110.7014236,136.5378265,43.85483133,17.53612708,50.68964767,0,0,0,40,89.53404236,1,6,1,1.939086914,50.34213257,,,,,,,,,,,,,,,,
3772712002,90.06749344,147.9331207,1.45E-06,5.36E-07,1,0.999253354,40.02988815,1.988240305,10.23999974,1.54E-05,4.65E-06,0.25,1.69E-07,1.45E-06,1.75E-07,90.0676651,90.0676651,136.5378265,159.3284149,43.63910186,17.53612708,50.68631744,0,0,0,40,89.5343399,1,6,1,1.949005127,49.85337448,,,,,,,,,,,,,,,,
3772712003,90.0673027,172.3111191,1.59E-06,1.15E-06,1,0.999253354,40.02988815,1.988159787,10.23999974,1.62E-05,9.34E-06,0.25,5.75E-07,1.60E-06,5.84E-07,90.06732178,90.06732178,159.3284149,185.2938232,43.55703086,17.53530567,50.69164658,0,0,0,40,89.53404236,1,6,1,1.936950684,49.85337448,,,,,,,,,,,,,,,,
3772712004,90.06691742,198.5092392,1.77E-06,1.39E-06,1,0.999253354,40.02988815,1.988204456,10.25000028,1.87E-05,6.22E-06,0.25,2.57E-07,1.77E-06,2.65E-07,90.06728363,90.06728363,185.2938232,211.7246552,43.32957696,17.53944748,50.68964767,0,0,0,40,89.53450775,1,6,1,1.947784424,50.34213257,,,,,,,,,,,,,,,,
3772712005,90.06635666,223.1429825,1.74E-06,7.33E-07,1,0.999253354,40.02988815,1.98830548,10.25000028,1.89E-05,3.36E-06,0.25,-1.22E-09,1.75E-06,5.42E-09,90.06655121,90.06655121,211.7246552,234.5613098,43.71101168,17.53899214,50.68986893,0,0,0,40,89.53468323,1,6,1,1.949005127,49.85337448,,,,,,,,,,,,,,,,
3772712005,90.06601334,246.0717926,1.88E-06,6.47E-07,1,0.999253354,40.02988815,1.98830548,10.23999974,1.96E-05,7.85E-06,0.25,3.87E-07,1.89E-06,3.96E-07,90.06616211,90.06616211,234.5613098,257.5822754,43.8266927,17.53899214,50.68875885,0,0,0,40,89.53442383,1,6,1,1.943664551,49.85337448,,,,,,,,,,,,,,,,
3772712006,90.06586456,270.7907715,2.05E-06,1.05E-06,1,0.999253354,40.02988815,1.988188181,10.23999974,2.12E-05,9.72E-06,0.25,5.29E-07,2.05E-06,5.39E-07,90.06586456,90.06586456,257.5822754,283.9992676,43.60236532,17.53388163,50.69120026,0,0,0,40,89.53468323,1,6,1,1.960754395,50.83089066,,,,,,,,,,,,,,,,
