0.18992,-24843000,1238.24,1,3.91945,0.000401262,
0.316533,-24720100,3414.08,1,18.0111,0.000402258,
0.4748,-10986400,2275.95,1,18.0104,0.000603396,
0.9496,-2746620,1137.99,1,18.0105,0.00120679,
1.58267,-988680,682.687,0.999999,18.0078,0.00201142,
3.16533,-246962,340.914,0.999994,17.9851,0.00402452,
9.496,-27434.8,113.612,0.99995,17.981,0.0120745,
13.5657,-13416,79.2942,0.999898,17.928,0.0172664,
23.74,-4351.75,44.8759,0.999687,17.7559,0.0303143,
47.48,-1061.03,21.6405,0.99875,17.1249,0.0613707,
49.9789,-952.843,20.4101,0.998615,17.0013,0.0647579,
52.7556,-850.953,19.1972,0.998457,16.8793,0.0685211,
55.8588,-754.5,17.9736,0.99827,16.7331,0.072764,
59.35,-663.462,16.7369,0.998047,16.5556,0.077589,
63.3067,-577.812,15.4834,0.997778,16.3367,0.0831323,
67.8286,-497.504,14.2078,0.997449,16.0615,0.0895795,
73.0462,-422.462,12.902,0.997041,15.7073,0.0971947,
79.1333,-352.548,11.5526,0.996528,15.2366,0.106374,    
86.3273,-287.485,10.1349,0.995868,14.582,0.117766,    
90.4381,-256.556,9.38366,0.995465,14.144,0.12464,    
94.96,-226.46,8.58649,0.995,13.5896,0.132637,    
95.55,-222.788,8.5473,0.9949,13.6116,0.13372,    
96.15,-219.183,8.34121,0.9949,13.3668,0.134813,    
96.74,-215.619,8.29935,0.9948,13.3813,0.135918,    
97.33,-212.182,8.10218,0.9948,13.1431,0.137012,    
97.93,-209.047,8.0003,0.99475,13.0578,0.138032,    
98.52,-204.975,6.35768,0.9957,10.4393,0.139418,    
99.11,-200.639,7.59568,0.9947,12.5468,0.140887,    
99.71,-197.557,7.56252,0.9946,12.5676,0.141976,    
100.3,-194.165,7.36908,0.9946,12.3186,0.143208,    
100.89,-190.714,7.3075,0.9945,12.2876,0.144492,    
101.49,-187.163,7.105,0.9945,12.0181,0.145853,    
102.08,-183.556,7.02722,0.9944,11.9556,0.147273,    
102.68,-179.835,6.93757,0.9943,11.8725,0.148782,    
103.27,-175.848,6.75612,0.99426,11.6284,0.150453,    
103.86,-170.813,6.82005,0.99395,11.8055,0.15264,    
104.46,-165.844,9.54787,0.99117,16.6228,0.154801,    
105.05,-163.682,13.4242,0.98739,23.5035,0.15562,    
105.64,-163.609,14.6482,0.98625,25.7905,0.15558,    
106.24,-161.931,13.231,0.98737,23.4276,0.156458,    
106.83,-158.674,13.8151,0.98642,24.5978,0.157997,    
107.42,-156.718,15.2498,0.98476,27.3022,0.158865,    
108.02,-154.958,14.8834,0.98487,26.795,0.159775,    
108.61,-152.761,15.8071,0.98361,28.6134,0.160827,    
109.2,-152.92,16.9294,0.9825,30.8114,0.160653,    
109.8,-151.838,11.996,0.98739,21.9526,0.161579,    
110.39,-146.276,9.96963,0.9889,18.3425,0.164706,    
110.99,-139.922,10.248,0.98782,18.9571,0.168342,    
111.58,-134.702,13.9222,0.98259,25.8906,0.171222,    
112.17,-133.347,19.1394,0.97593,35.7811,0.171463,    
112.76,-134.179,19.8787,0.97526,37.3587,0.17085,    
113.36,-133.435,20.053,0.97485,37.8868,0.171284,    
113.95,-132.345,19.9708,0.97465,37.9278,0.171973,    
114.55,-130.673,19.4954,0.97477,37.22,0.173096,    
115.14,-128.687,19.7909,0.97383,37.9788,0.174332,    
115.73,-127.141,20.0623,0.97302,38.6968,0.175304,    
116.33,-125.434,19.8024,0.97283,38.3935,0.176485,    
116.92,-123.347,19.9549,0.97196,38.8854,0.177885,    
117.51,-121.441,20.4774,0.97061,40.1049,0.179122,    
118.11,-120.055,21.1941,0.96913,41.7207,0.17997,    
118.7,-118.996,21.1054,0.96886,41.7535,0.180746,    
119.29,-117.518,20.8299,0.96869,41.4133,0.181876,    
119.89,-115.734,20.6769,0.96822,41.3159,0.183232,    
120.48,-114.212,21.0172,0.96711,42.2026,0.184313,    
121.07,-113.053,20.642,0.96719,41.6522,0.185286,    
121.67,-111.128,19.8085,0.96766,40.1683,0.186979,    
122.26,-109.102,20.2571,0.96609,41.2772,0.188515,    
122.86,-107.499,19.7469,0.96619,40.4351,0.189956,    
123.45,-105.582,19.9055,0.96505,40.9555,0.19154,    
124.04,-103.769,19.438,0.96497,40.1848,0.193227,    
124.64,-101.518,19.5988,0.96358,40.7133,0.195193,    
125.23,-99.6062,19.8703,0.9621,41.4727,0.196869,    
125.82,-97.6879,20.031,0.96075,42.005,0.198622,    
126.42,-95.9994,20.818,0.95831,43.8636,0.199998,    
127.01,-94.7049,20.6367,0.95785,43.6846,0.201319,    
127.6,-92.9072,20.7467,0.95649,44.1212,0.203074,    
128.2,-91.0968,20.841,0.95509,44.5303,0.204891,    
128.79,-89.2301,21.2291,0.95299,45.5684,0.2067,    
129.38,-87.832,22.0587,0.95025,47.5658,0.20786,    
129.98,-86.7805,21.9459,0.94965,47.5422,0.209044,    
130.57,-85.4072,22.1556,0.94809,48.2144,0.210463,    
131.16,-84.2081,21.8676,0.94769,47.8027,0.211935,    
131.76,-82.5913,21.5726,0.94693,47.3733,0.213927,    
132.35,-80.9207,21.5078,0.94557,47.4427,0.215928,    
132.94,-79.4137,21.4145,0.94437,47.4474,0.217797,    
133.54,-77.7139,20.8792,0.94398,46.4702,0.220188,    
134.13,-75.7458,20.842,0.94208,46.5922,0.22274,    
134.73,-73.8866,20.4539,0.94108,45.9292,0.225432,    
135.32,-71.5324,20.0691,0.93946,45.2625,0.228919,    
135.91,-68.9893,20.4709,0.93532,46.3699,0.232331,    
136.51,-66.8256,20.9632,0.93111,47.6948,0.235214,    
137.1,-64.9205,21.5942,0.9266,49.3427,0.237648,    
137.69,-63.389,21.9842,0.92313,50.4501,0.239719,    
138.29,-61.7864,21.7059,0.92137,50.0285,0.242533,    
138.88,-59.5055,21.1547,0.91919,48.966,0.246858,    
139.47,-56.59,21.1856,0.91371,49.2459,0.251962,    
140.07,-53.7331,21.9101,0.90539,51.1492,0.256392,    
140.66,-51.3978,22.7105,0.89728,53.2409,0.259777,    
141.25,-49.2082,23.0961,0.8904,54.3722,0.263455,    
141.85,-46.5482,23.3137,0.88222,55.1175,0.2684,    
142.44,-43.4978,23.9252,0.87051,56.7984,0.273549,    
143.03,-40.5026,24.9887,0.85617,59.5688,0.277543,    
143.63,-37.7434,26.1287,0.84139,62.5479,0.280446,    
144.22,-35.0807,27.1276,0.8266,65.2057,0.282968,    
144.81,-32.2911,28.0615,0.81058,67.7264,0.285279,    
145.41,-29.3336,28.9355,0.793,70.1252,0.287263,    
146,-26.2401,29.597,0.77424,72.0195,0.289194,    
146.59,-22.722,29.9644,0.75235,73.208,0.291525,    
147.19,-18.3079,30.1915,0.72325,74.0648,0.293133,    
147.78,-12.8551,30.6565,0.68566,75.507,0.289437,    
148.38,-6.44668,31.5454,0.6445,78.0117,0.274675,    
148.97,0.886238,32.7138,0.60887,81.2229,0.246416,    
149.56,9.55518,34.1899,0.58721,85.2239,0.205838,    
150.16,20.5342,36.0187,0.58448,90.1427,0.158551,    
150.75,34.9329,38.6764,0.60204,97.1745,0.114188,    
151.34,54.8829,44.0669,0.63702,111.151,0.0800781,
151.94,82.792,56.012,0.68157,141.841,0.0591429,
152.53,118.2,81.1887,0.72651,206.395,0.0498119,
153.12,158.001,127.658,0.76732,325.783,0.0469662,
153.72,199.736,211.946,0.80631,543.005,0.0465754,
