#Frequency,Eps1ab,Eps2ab,Eps1c,Eps2c
252.631,-1468.520489,148.6900928,5,0.1
253.274,-1460.982531,150.1225707,5,0.1
253.917,-1454.071539,150.7622693,5,0.1
254.56,-1447.47378,151.7152656,5,0.1
255.203,-1441.989155,152.5380609,5,0.1
255.845,-1437.971609,152.4603755,5,0.1
256.488,-1434.207352,149.3477288,5,0.1
257.131,-1428.196918,144.2499734,5,0.1
257.774,-1419.635679,139.6602667,5,0.1
258.417,-1409.511552,136.2678974,5,0.1
259.06,-1398.654309,134.69227,5,0.1
259.702,-1387.766011,134.7058619,5,0.1
260.345,-1377.677952,136.9047137,5,0.1
260.988,-1370.013767,140.4440726,5,0.1
261.631,-1364.723455,142.7359714,5,0.1
262.274,-1360.319848,143.3333339,5,0.1
262.917,-1355.419387,142.0446612,5,0.1
263.559,-1349.372463,140.581701,5,0.1
264.202,-1342.656706,139.2771312,5,0.1
264.845,-1335.882878,138.7233934,5,0.1
265.488,-1329.35897,137.9545502,5,0.1
266.131,-1322.916221,137.4432322,5,0.1
266.774,-1316.443762,136.4324838,5,0.1
267.416,-1309.625639,135.8581902,5,0.1
268.059,-1303.267605,135.8340132,5,0.1
268.702,-1297.482984,135.1682027,5,0.1
269.345,-1291.148628,133.699058,5,0.1
269.988,-1283.841482,132.7984356,5,0.1
270.63,-1276.673616,133.3249144,5,0.1
271.273,-1270.944882,134.522808,5,0.1
271.916,-1266.52835,134.5164843,5,0.1
272.559,-1261.811036,132.8395246,5,0.1
273.202,-1255.581935,130.7111397,5,0.1
273.845,-1248.500685,130.0562686,5,0.1
274.487,-1242.56178,130.7038206,5,0.1
275.13,-1237.91619,130.1919104,5,0.1
275.773,-1233.181225,128.5528515,5,0.1
276.416,-1227.503858,125.8955146,5,0.1
277.059,-1220.643599,123.5240003,5,0.1
277.702,-1212.50921,121.2051965,5,0.1
278.344,-1203.614293,121.1551521,5,0.1
278.987,-1195.408122,122.2502659,5,0.1
279.63,-1188.278925,124.5234383,5,0.1
280.273,-1182.227859,126.4989045,5,0.1
280.916,-1176.832874,128.9581999,5,0.1
281.559,-1172.665241,131.378114,5,0.1
282.201,-1169.593064,133.1313179,5,0.1
282.844,-1167.356466,133.9849432,5,0.1
283.487,-1165.379934,133.2318208,5,0.1
284.13,-1162.81432,131.357266,5,0.1
284.773,-1159.305188,128.7230863,5,0.1
285.416,-1154.741108,126.1399034,5,0.1
286.058,-1149.685235,124.1052515,5,0.1
286.701,-1144.520261,122.2698603,5,0.1
287.344,-1139.276016,120.6359653,5,0.1
287.987,-1133.930096,118.999359,5,0.1
288.63,-1128.298042,117.5254375,5,0.1
289.272,-1122.574525,116.6298847,5,0.1
289.915,-1117.601495,116.4306501,5,0.1
290.558,-1113.303465,115.1835883,5,0.1
291.201,-1108.812044,113.5362599,5,0.1
291.844,-1103.840486,111.0765557,5,0.1
292.487,-1097.831546,108.6736488,5,0.1
293.129,-1091.143986,106.9397643,5,0.1
293.772,-1084.056846,105.8969602,5,0.1
294.415,-1077.072041,106.1428901,5,0.1
295.058,-1071.112747,107.2403739,5,0.1
295.701,-1066.444361,108.1481078,5,0.1
296.344,-1062.26223,107.8670536,5,0.1
296.986,-1057.561982,106.9731852,5,0.1
297.629,-1052.198631,106.158063,5,0.1
298.272,-1046.608795,106.0069137,5,0.1
298.915,-1041.103267,106.2055179,5,0.1
299.558,-1036.563412,107.5685914,5,0.1
300.201,-1033.029028,107.3583909,5,0.1
300.843,-1029.02022,106.7325274,5,0.1
301.486,-1024.53716,105.8660119,5,0.1
302.129,-1019.916187,105.6508399,5,0.1
302.772,-1015.572639,105.3070878,5,0.1
303.415,-1011.692744,105.3657095,5,0.1
304.058,-1008.245914,104.3314962,5,0.1
304.7,-1004.414949,102.9169485,5,0.1
305.343,-1000.014769,100.9391478,5,0.1
305.986,-994.7657763,99.17687108,5,0.1
306.629,-989.0081481,97.99512606,5,0.1
307.272,-983.094847,97.59016447,5,0.1
307.914,-977.8626511,98.22399559,5,0.1
308.557,-973.6200674,98.3645066,5,0.1
309.2,-969.3524088,97.71682495,5,0.1
309.843,-964.6509545,97.005171,5,0.1
310.486,-959.3482258,96.20441614,5,0.1
311.129,-953.9651359,96.75705607,5,0.1
311.771,-949.547097,97.43829928,5,0.1
312.414,-945.5247155,97.56620059,5,0.1
313.057,-941.4613201,97.53093767,5,0.1
313.7,-937.4184104,97.34461493,5,0.1
314.343,-933.3022674,96.99631696,5,0.1
314.986,-929.069498,96.62656702,5,0.1
315.628,-924.7332592,96.23884476,5,0.1
316.271,-920.3547588,95.98528295,5,0.1
316.914,-915.901192,95.57360629,5,0.1
317.557,-911.0610439,95.23941516,5,0.1
318.2,-906.0574267,95.57774923,5,0.1
318.843,-901.3376256,96.36440455,5,0.1
319.485,-897.301154,97.65711804,5,0.1
320.128,-893.9063873,98.34341198,5,0.1
320.771,-890.5158716,98.74300423,5,0.1
321.414,-887.0436513,98.98370841,5,0.1
322.057,-883.8108779,99.52770749,5,0.1
322.7,-880.927756,99.44474944,5,0.1
323.342,-877.9566897,99.07497973,5,0.1
323.985,-874.6388762,98.11093135,5,0.1
324.628,-870.6554216,97.30624906,5,0.1
325.271,-866.3776062,96.98301899,5,0.1
325.914,-862.2493123,97.20526526,5,0.1
326.556,-858.5977254,97.62752909,5,0.1
327.199,-855.4716567,97.86947265,5,0.1
327.842,-852.5318349,97.36324908,5,0.1
328.485,-848.9473307,96.10776842,5,0.1
329.128,-844.2366691,95.0529365,5,0.1
329.771,-838.8688964,95.150354,5,0.1
330.413,-834.0188104,96.6930547,5,0.1
331.056,-830.4164873,98.54613631,5,0.1
331.699,-827.7838744,99.93081463,5,0.1
332.342,-825.3619831,100.3528075,5,0.1
332.985,-822.4806313,100.4385097,5,0.1
333.628,-819.344037,100.8375614,5,0.1
334.27,-816.4446832,101.5143304,5,0.1
334.913,-814.163548,102.2968403,5,0.1
335.556,-812.3814274,102.2001237,5,0.1
336.199,-810.1167891,101.1708268,5,0.1
336.842,-807.0800688,100.2424266,5,0.1
337.485,-803.6012527,99.47341213,5,0.1
338.127,-799.9107461,99.2568414,5,0.1
338.77,-796.2797271,99.2807739,5,0.1
339.413,-792.6890003,99.65292821,5,0.1
340.056,-789.3643388,100.4105261,5,0.1
340.699,-786.5756309,101.372159,5,0.1
341.342,-784.3919663,102.0953445,5,0.1
341.984,-782.4645989,102.1747602,5,0.1
342.627,-780.3108582,101.7509951,5,0.1
343.27,-777.7349061,101.1315185,5,0.1
343.913,-774.749586,100.6599609,5,0.1
344.556,-771.6481999,100.6130869,5,0.1
345.198,-768.7884501,100.830536,5,0.1
345.841,-766.1853627,100.9816082,5,0.1
346.484,-763.734033,101.046862,5,0.1
347.127,-761.2416244,100.7695722,5,0.1
347.77,-758.4977349,100.550454,5,0.1
348.413,-755.5416692,100.3946999,5,0.1
349.055,-752.5178078,100.7618623,5,0.1
349.698,-749.8978025,101.5234886,5,0.1
350.341,-747.9198078,102.2989431,5,0.1
350.984,-746.3579088,102.5114852,5,0.1
351.627,-744.7522037,102.2857796,5,0.1
352.27,-742.9887362,101.8142686,5,0.1
352.912,-741.1130043,101.2154629,5,0.1
353.555,-739.0721684,100.3741729,5,0.1
354.198,-736.7641296,99.48287946,5,0.1
354.841,-734.1632672,98.53694749,5,0.1
355.484,-731.0904463,97.70861448,5,0.1
356.127,-727.8230347,97.66808635,5,0.1
356.769,-724.8437511,97.98593604,5,0.1
357.412,-722.3032018,98.79121887,5,0.1
358.055,-720.4844512,99.53240328,5,0.1
358.698,-719.0572124,99.74114919,5,0.1
359.341,-717.6735115,99.65390371,5,0.1
359.984,-716.3564658,99.27742339,5,0.1
360.626,-714.9678507,98.48532957,5,0.1
361.269,-713.2514626,97.42920183,5,0.1
361.912,-711.1363752,96.39756449,5,0.1
362.555,-708.8532469,95.73325874,5,0.1
363.198,-706.789804,95.3131588,5,0.1
363.84,-705.0342836,94.76047677,5,0.1
364.483,-703.292899,93.82154248,5,0.1
365.126,-701.2484994,92.73068326,5,0.1
365.769,-699.0602682,91.90810746,5,0.1
366.412,-697.0501352,91.12512409,5,0.1
367.055,-695.0830315,90.06729478,5,0.1
367.697,-692.8617972,88.87167084,5,0.1
368.34,-690.5355844,87.94893618,5,0.1
368.983,-688.2467688,86.8509118,5,0.1
369.626,-685.8002292,85.82428212,5,0.1
370.269,-683.3475926,84.89689044,5,0.1
370.912,-680.8888908,83.88222578,5,0.1
371.554,-678.2708521,82.84479435,5,0.1
372.197,-675.5083895,81.97203859,5,0.1
372.84,-672.6459491,81.17765908,5,0.1
373.483,-669.7419213,80.7403323,5,0.1
374.126,-667.0147798,80.51506482,5,0.1
374.769,-664.6158131,80.52479655,5,0.1
375.411,-662.6538587,80.34518593,5,0.1
376.054,-660.8501192,79.75101384,5,0.1
376.697,-658.8676456,78.77506032,5,0.1
377.34,-656.5593721,77.74817373,5,0.1
377.983,-654.0953393,76.87473263,5,0.1
378.626,-651.5270856,75.98919331,5,0.1
379.268,-648.8695193,75.35191697,5,0.1
379.911,-646.1955251,74.80004348,5,0.1
380.554,-643.7104295,74.70647519,5,0.1
381.197,-641.8164968,74.54454911,5,0.1
381.84,-640.2528625,73.76724889,5,0.1
382.482,-638.4402827,72.28195331,5,0.1
383.125,-635.8328654,70.42627438,5,0.1
383.768,-632.5223257,69.13456766,5,0.1
384.411,-629.1135274,68.41165644,5,0.1
385.054,-625.9016707,68.13057083,5,0.1
385.697,-623.0398841,67.98461015,5,0.1
386.339,-620.3461969,67.62328889,5,0.1
386.982,-617.4628041,67.15128229,5,0.1
387.625,-614.3612802,66.96011901,5,0.1
388.268,-611.4494108,67.26598142,5,0.1
388.911,-608.9979705,67.56141503,5,0.1
389.554,-606.7395776,67.57227615,5,0.1
390.196,-604.3547694,67.40477929,5,0.1
390.839,-601.8810073,67.4491984,5,0.1
391.482,-599.7221111,67.69469284,5,0.1
392.125,-597.9684028,67.54923659,5,0.1
392.768,-595.9850204,66.60903886,5,0.1
393.411,-593.1015713,65.52631708,5,0.1
394.053,-589.5784163,65.23885027,5,0.1
394.696,-586.1960593,65.85392716,5,0.1
395.339,-583.4139742,66.92004206,5,0.1
395.982,-581.2216554,67.9983122,5,0.1
396.625,-579.4482015,68.91958574,5,0.1
397.268,-577.9691584,69.59530358,5,0.1
397.91,-576.6170606,69.927545,5,0.1
398.553,-575.1985744,70.02819773,5,0.1
399.196,-573.7365278,70.1187498,5,0.1
399.839,-572.4323512,70.16471217,5,0.1
400.482,-571.1593486,69.78744373,5,0.1
401.125,-569.6254886,69.29298565,5,0.1
401.767,-567.9081613,68.83779187,5,0.1
402.41,-566.1486506,68.51697133,5,0.1
403.053,-564.4439129,68.20685727,5,0.1
403.696,-562.8100468,67.90992692,5,0.1
404.339,-561.2363196,67.48608842,5,0.1
404.981,-559.7193817,67.00505137,5,0.1
405.624,-558.1895846,66.18048027,5,0.1
406.267,-556.3557523,65.10284539,5,0.1
406.91,-554.0083226,63.94421492,5,0.1
407.553,-551.1187888,63.17448752,5,0.1
408.196,-548.1236281,63.19220428,5,0.1
408.838,-545.538681,63.73856544,5,0.1
409.481,-543.5001036,64.43525665,5,0.1
410.124,-541.9349295,65.01059492,5,0.1
410.767,-540.653839,65.23814915,5,0.1
411.41,-539.3928065,65.13968987,5,0.1
412.053,-538.1021956,64.9054418,5,0.1
412.695,-536.7616247,64.40322139,5,0.1
413.338,-535.2859233,63.81437884,5,0.1
413.981,-533.6320625,63.00473749,5,0.1
414.624,-531.6546135,62.20745438,5,0.1
415.267,-529.379659,61.5540448,5,0.1
415.91,-526.9760385,61.32318164,5,0.1
416.552,-524.7367709,61.36934889,5,0.1
417.195,-522.6571316,61.50157715,5,0.1
417.838,-520.7390843,61.78097397,5,0.1
418.481,-519.0077097,62.02679991,5,0.1
419.124,-517.3633027,62.28318871,5,0.1
419.767,-515.9313348,62.69670311,5,0.1
420.409,-514.9020046,62.99613449,5,0.1
421.052,-514.1911599,62.92631217,5,0.1
421.695,-513.4824831,62.1886491,5,0.1
422.338,-512.2385817,60.93489984,5,0.1
422.981,-510.2418765,59.79781149,5,0.1
423.623,-507.9165266,59.38842953,5,0.1
424.266,-505.9380799,59.57424267,5,0.1
424.909,-504.6000782,59.80979782,5,0.1
425.552,-503.6414217,59.52091152,5,0.1
426.195,-502.5616852,58.74278203,5,0.1
426.838,-501.1335371,57.73335093,5,0.1
427.48,-499.3119655,56.7218924,5,0.1
428.123,-497.2310346,56.02145258,5,0.1
428.766,-495.1927538,55.61928411,5,0.1
429.409,-493.2990026,55.29997707,5,0.1
430.052,-491.4863063,54.99488826,5,0.1
430.695,-489.6804165,54.69168625,5,0.1
431.337,-487.9534276,54.56991578,5,0.1
431.98,-486.5334454,54.49883512,5,0.1
432.623,-485.4618707,54.15164503,5,0.1
433.266,-484.4738524,53.21112043,5,0.1
433.909,-482.9892338,51.59064813,5,0.1
434.552,-480.6634155,50.01766557,5,0.1
435.194,-477.7412848,48.91383267,5,0.1
435.837,-474.566302,48.53335888,5,0.1
436.48,-471.6028846,48.92680977,5,0.1
437.123,-469.3377134,49.83762265,5,0.1
437.766,-467.8088579,50.48571513,5,0.1
438.409,-466.5611327,50.6495572,5,0.1
439.051,-465.1690634,50.37063917,5,0.1
439.694,-463.5355723,50.15701129,5,0.1
440.337,-461.9627568,50.05608997,5,0.1
440.98,-460.5129827,49.82026126,5,0.1
441.623,-459.0266433,49.42605013,5,0.1
442.265,-457.4981469,49.02698696,5,0.1
442.908,-456.080144,48.54654914,5,0.1
443.551,-454.4767405,47.53741267,5,0.1
444.194,-452.3440591,46.65514833,5,0.1
444.837,-450.0677217,46.15484716,5,0.1
445.48,-447.9084747,45.77419181,5,0.1
446.122,-445.7228071,45.29312346,5,0.1
446.765,-443.4402883,44.9454445,5,0.1
447.408,-441.0153697,44.4814753,5,0.1
448.051,-438.2543557,44.25401836,5,0.1
448.694,-435.3540597,44.51991648,5,0.1
449.337,-432.6825414,45.36898396,5,0.1
449.979,-430.5973759,46.52408863,5,0.1
450.622,-429.1154529,47.48406167,5,0.1
451.265,-427.8559577,47.91920447,5,0.1
451.908,-426.4286543,48.04579848,5,0.1
452.551,-424.783842,48.13209802,5,0.1
453.194,-423.0151863,48.32983777,5,0.1
453.836,-421.304069,48.71194425,5,0.1
454.479,-419.7989898,49.12351286,5,0.1
455.122,-418.4380029,49.33088743,5,0.1
455.765,-416.9636094,49.29198562,5,0.1
456.408,-415.2710469,49.30094692,5,0.1
457.051,-413.525445,49.47277841,5,0.1
457.693,-411.8905962,49.74695184,5,0.1
458.336,-410.3432693,49.90090801,5,0.1
458.979,-408.6969336,49.94611764,5,0.1
459.622,-406.864481,50.0392735,5,0.1
460.265,-404.9758369,50.41602813,5,0.1
460.907,-403.3252165,50.99896824,5,0.1
461.55,-401.948896,51.41418421,5,0.1
462.193,-400.5205455,51.47607034,5,0.1
462.836,-398.7225548,51.46358166,5,0.1
463.479,-396.6367805,51.80647045,5,0.1
464.122,-394.6835641,52.66095665,5,0.1
464.764,-393.1900463,53.67674457,5,0.1
465.407,-392.0816708,54.47416807,5,0.1
466.05,-391.0240211,54.86628,5,0.1
466.693,-389.757008,55.128015,5,0.1
467.336,-388.4022634,55.48834184,5,0.1
467.979,-387.0704865,55.76723464,5,0.1
468.621,-385.6048158,55.93119519,5,0.1
469.264,-383.896674,56.15728225,5,0.1
469.907,-381.9900475,56.61044248,5,0.1
470.55,-380.1192554,57.4946684,5,0.1
471.193,-378.5555652,58.55283659,5,0.1
471.836,-377.2200984,59.49499469,5,0.1
472.478,-375.8636486,60.2648131,5,0.1
473.121,-374.2473925,61.00119461,5,0.1
473.764,-372.341503,62.07839005,5,0.1
474.407,-370.3800306,63.73877058,5,0.1
475.05,-368.737315,66.11381502,5,0.1
475.693,-367.8058673,68.97721755,5,0.1
476.335,-367.8066875,72.03585313,5,0.1
476.978,-368.8175411,74.84000404,5,0.1
477.621,-370.6088436,76.93728233,5,0.1
478.264,-372.8774054,78.29576431,5,0.1
478.907,-375.4056641,78.6590311,5,0.1
479.549,-377.781444,78.06968636,5,0.1
480.192,-379.7049476,76.66489254,5,0.1
480.835,-380.978981,74.7578854,5,0.1
481.478,-381.5637475,72.55755855,5,0.1
482.121,-381.4196626,70.31714693,5,0.1
482.764,-380.6852022,68.37323257,5,0.1
483.406,-379.5821103,66.74911456,5,0.1
484.049,-378.2777345,65.60573265,5,0.1
484.692,-377.0424736,64.84654977,5,0.1
485.335,-376.0418264,64.35053356,5,0.1
485.978,-375.3082195,63.80715206,5,0.1
486.621,-374.6962343,63.1415752,5,0.1
487.263,-374.102653,62.2884909,5,0.1
487.906,-373.4188021,61.30142174,5,0.1
488.549,-372.6224564,60.21531445,5,0.1
489.192,-371.6441,59.01681311,5,0.1
489.835,-370.4587088,57.85516642,5,0.1
