k,e1,e2
11.67474333193532,-3498.6253280499222,81933.48119538651
11.709485005348702,-3540.9153752287893,81710.9543297021
11.744226678762084,-3584.082141444531,81487.73357798411
11.778968352175466,-3627.999473636053,81263.78956892808
11.813710025588847,-3672.54079681031,81039.10068514079
11.84845169900223,-3717.5796219701006,80813.6530859755
11.883193372415613,-3762.9900551462924,80587.44068853027
11.917935045828994,-3808.647303725651,80360.46510667967
11.952676719242376,-3854.42817625311,80132.73554842272
11.987418392655758,-3900.2115719347858,79904.26867225202
12.02216006606914,-3945.878956169763,79675.08840366804
12.056901739482521,-3991.314818578998,79445.2257133507
12.091643412895905,-4036.4071102008747,79214.71835888336
12.126385086309286,-4081.047656751027,78983.61059226842
12.161126759722668,-4125.1325451300145,78751.95283578122
12.195868433136052,-4168.562480666842,78519.8013290014
12.230610106549433,-4211.2431129213655,78287.21775007213
12.265351779962815,-4253.0853282402095,78054.26881444264
12.300093453376196,-4294.00550761928,77821.02585448175
12.33483512678958,-4333.925748822025,77587.56438344739
12.36957680020296,-4372.774052080866,77353.9636473303
12.404318473616343,-4410.484469094328,77120.30616811104
12.439060147029725,-4446.99721539225,76886.6772818897
12.473801820443107,-4482.258746512154,76653.16467529089
12.50854349385649,-4516.2217987414915,76419.8579233906
12.54328516726987,-4548.845395502962,76186.84803226573
12.578026840683254,-4580.094820730315,75954.22698906373
12.612768514096635,-4609.941560825871,75722.08732227425
12.647510187510017,-4638.363217010839,75490.52167464554
12.6822518609234,-4665.343390040529,75259.622390926
12.716993534336781,-4690.871539413711,75029.48112235764
12.751735207750162,-4714.942819298383,74800.18844956625
12.786476881163546,-4737.5578934678415,74571.83352522404
12.821218554576928,-4758.722731582704,74344.50373759854
12.855960227990309,-4778.4483891544805,74118.28439582953
12.890701901403693,-4796.750773504049,73893.25843753396
12.925443574817074,-4813.650397983161,73669.50615909965
12.960185248230456,-4829.172126644167,73447.104968806
12.994926921643836,-4843.344911460692,73226.12916271284
13.02966859505722,-4856.201524086195,73006.64972306666
13.064410268470601,-4867.778284011583,72788.73413882786
13.099151941883983,-4878.114784852529,72572.44624775773
13.133893615297367,-4887.253620352247,72357.84609941192
13.168635288710748,-4895.240111538653,72144.98983826343
13.20337696212413,-4902.12203632274,71933.92960611524
13.23811863553751,-4907.949362680847,71724.71346290043
13.272860308950895,-4912.773986411077,71517.38532492294
13.307601982364275,-4916.649474315353,71311.98491957305
13.342343655777658,-4919.630813518874,71108.5477555443
13.37708532919104,-4921.77416751389,70907.10510758068
13.411827002604422,-4923.136639391538,70707.68401481019
13.446568676017804,-4923.776042612102,70510.30729174019
13.481310349431187,-4923.750679571473,70314.99355103805
13.516052022844569,-4923.119128124585,70121.75723726634
13.55079369625795,-4921.940036150299,69930.60867078796
13.585535369671334,-4920.271924177323,69741.55410112435
13.620277043084714,-4918.17299603151,69554.59576910303
13.655018716498097,-4915.700957418267,69369.73197719545
13.689760389911479,-4912.912842324411,69186.95716750727
13.724502063324861,-4909.864847094061,69006.26200695061
13.759243736738243,-4906.6121720200135,68827.63347917801
13.793985410151624,-4903.208870283914,68651.05498292438
13.828727083565008,-4899.7077040868535,68476.5064364496
13.863468756978389,-4896.160007811115,68303.96438782699
13.89821043039177,-4892.615558079138,68133.40213086322
13.932952103805151,-4889.122450594132,67964.78982647635
13.967693777218535,-4885.726983672459,67798.09462938338
14.002435450631916,-4882.473548410013,67633.28081998277
14.037177124045298,-4879.404525460104,67470.30994132272
14.071918797458682,-4876.56018843237,67309.14094106691
14.106660470872063,-4873.978613962474,67149.73031836459
14.141402144285445,-4871.695598539711,66992.03227553314
14.176143817698827,-4869.744582214185,66835.99887444415
14.21088549111221,-4868.156579337461,66681.58019748978
14.24562716452559,-4866.960116535167,66528.72451298195
14.280368837938974,-4866.181178118462,66377.37844479777
14.315110511352355,-4865.843159185813,66227.48714606118
14.349852184765737,-4865.966826673513,66078.9944765927
14.384593858179121,-4866.570288632967,65931.84318382917
14.419335531592502,-4867.668972017491,65785.97508685358
14.454077205005884,-4869.275609266151,65641.33126312617
14.488818878419265,-4871.4002339580475,65497.85223745673
14.523560551832649,-4874.050185811244,65355.47817269958
14.55830222524603,-4877.23012525868,65214.14906159688
14.593043898659412,-4880.942057825108,65073.80491914642
14.627785572072792,-4885.185368476075,64934.38597481453
14.662527245486176,-4889.956866076307,64795.83286387037
14.697268918899558,-4895.250838035146,64658.086817069925
14.732010592312939,-4901.059115166612,64521.089847887284
14.766752265726323,-4907.371146720005,64384.784936449396
14.801493939139704,-4914.174085473496,64249.11620931857
14.836235612553086,-4921.452882706009,64114.029114237455
14.870977285966468,-4929.190392784869,63979.47058895743
14.90571895937985,-4937.367487032687,63845.389223262406
14.940460632793231,-4945.963176447636,63711.73541331771
14.975202306206615,-4954.954742779606,63578.46150749734
15.009943979619997,-4964.317877378195,63445.5219428674
15.044685653033378,-4974.026827154521,63312.8733715515
