0.12,-21413.1,138415,0.993068,276.829,0.00405742
0.2,11107.6,108516,0.991051,361.721,0.00405805
0.3,3759.07,69331.7,0.98904,346.658,0.00521971
0.6,-871.379,31874.7,0.9845,318.747,0.0080273
1,-910.919,18599.2,0.97999,309.987,0.0106141
2,-441.502,9232.6,0.971701,307.753,0.0150574
6,-317.783,2790.02,0.950985,279.002,0.02816
8.57143,-205.211,1954.23,0.941416,279.176,0.0335324
15,-124.677,1080.47,0.9225,270.118,0.0452835
30,-74.7857,499.27,0.890398,249.635,0.067474
31.5789,-69.094,475.501,0.887551,250.263,0.0690335
33.3333,-65.9435,447.766,0.88447,248.759,0.0711904
35.2941,-62.7901,420.083,0.88112,247.108,0.0735574
37.5,-59.642,392.442,0.877462,245.276,0.0761726
40,-56.5123,364.825,0.873443,243.216,0.0790859
42.8571,-53.424,337.197,0.869001,240.855,0.0823648
46.1538,-50.4195,309.488,0.864056,238.067,0.086107
50,-47.5877,281.542,0.858505,234.618,0.0904677
54.5455,-45.1847,252.888,0.852213,229.898,0.0957603
57.1429,-44.3277,237.934,0.848735,226.604,0.0989644
60,-44.7389,220.539,0.845,220.539,0.103313
61,-42.0904,213.012,0.842,216.562,0.104963
62,-39.9948,208.986,0.84,215.952,0.105773
63,-40.506,204.18,0.839,214.389,0.107238
64,-38.0012,197.73,0.836,210.912,0.108775
65,-36.7149,193.048,0.834,209.136,0.110022
66,-33.9711,187.961,0.831,206.757,0.111179
67,-32.6474,183.939,0.829,205.398,0.112276
68,-30.2374,179.038,0.826,202.91,0.113492
69,-27.5316,175.034,0.823,201.289,0.114347
70,-24.5326,171.82,0.82,200.456,0.114839
71,-22.9687,169.151,0.818,200.162,0.115458
72,-20.4855,165.603,0.815,198.723,0.116179
73,-17.4148,163.14,0.812,198.486,0.116306
74,-15.1131,161.924,0.81,199.707,0.116127
75.37,-13.9077,160.289,0.80847,201.35,0.11641
75.97,-14.0549,159.2,0.80804,201.574,0.116881
76.56,-14.3004,157.203,0.80723,200.591,0.117752
77.15,-13.5589,154.553,0.80543,198.729,0.118605
77.75,-11.9863,152.251,0.8032,197.292,0.11906
78.34,-10.249,150.536,0.80112,196.55,0.119203
78.94,-8.38279,149.006,0.79902,196.042,0.119205
79.53,-5.95552,147.741,0.79667,195.831,0.118866
80.12,-3.08899,147.486,0.79463,196.943,0.117903
80.72,-0.724693,148.643,0.79382,199.974,0.116535
81.31,0.202949,150.624,0.79445,204.121,0.115407
81.9,-0.515148,152.369,0.79593,207.983,0.115011
82.5,-2.27447,152.929,0.79733,210.278,0.115442
83.09,-4.16061,152.058,0.798,210.575,0.116462
83.68,-5.28983,150.034,0.79756,209.247,0.117678
84.28,-5.20237,147.64,0.79611,207.386,0.118631
84.87,-4.12511,145.809,0.7943,206.247,0.118993
85.46,-2.84998,144.943,0.79292,206.447,0.118865
86.06,-2.04948,144.72,0.79225,207.576,0.118645
86.65,-1.76607,144.54,0.79195,208.739,0.118608
87.24,-1.68598,144.163,0.79166,209.613,0.118733
87.84,-1.63341,143.68,0.79132,210.348,0.118915
88.43,-1.65829,143.198,0.79103,211.05,0.119128
89.03,-1.69763,142.639,0.7907,211.653,0.119381
89.62,-1.63581,142.128,0.79033,212.291,0.119574
90.21,-1.59741,141.904,0.79016,213.352,0.119654
90.81,-2.03833,142.03,0.79054,214.963,0.119779
91.4,-3.41096,142.064,0.7915,216.411,0.120317
91.99,-5.59642,141.093,0.79242,216.319,0.12161
92.59,-7.53724,138.471,0.7922,213.684,0.123575
93.18,-7.84923,134.834,0.79014,209.398,0.125445
93.77,-6.24435,131.697,0.78682,205.821,0.126334
94.37,-3.93296,130.288,0.78403,204.922,0.126025
94.96,-2.68708,130.441,0.78317,206.445,0.125385
95.55,-3.12099,130.504,0.78355,207.827,0.125551
96.15,-3.91672,129.023,0.78312,206.759,0.126654
96.74,-3.42741,126.599,0.78097,204.12,0.127671
97.33,-1.67147,124.821,0.77821,202.481,0.12775
97.93,0.120126,124.371,0.77642,202.994,0.127088
98.52,1.02871,124.623,0.7759,204.63,0.126498
99.11,1.23555,124.638,0.77575,205.881,0.126384
99.71,1.39801,124.195,0.77527,206.392,0.126525
100.3,1.69872,123.729,0.77466,206.834,0.126605
100.89,1.78135,123.414,0.77434,207.52,0.126722
101.49,1.5944,122.849,0.77403,207.799,0.127109
102.08,1.5798,121.856,0.77323,207.318,0.127629
102.68,2.05105,120.759,0.77194,206.658,0.127949
103.27,2.83877,120.031,0.77069,206.593,0.127899
103.86,3.54383,119.78,0.76991,207.34,0.127638
104.46,3.9231,119.783,0.76961,208.543,0.127424
105.05,3.96569,119.799,0.76959,209.749,0.127392
105.64,3.73445,119.713,0.7697,210.775,0.127566
106.24,3.26533,119.439,0.76984,211.487,0.127972
106.83,2.65094,118.894,0.76987,211.691,0.128603
107.42,2.00057,118.015,0.76965,211.286,0.129438
108.02,1.46137,116.775,0.76903,210.234,0.130422
108.61,1.17098,115.281,0.76797,208.677,0.131426
109.2,1.23297,113.616,0.76643,206.781,0.132345
109.8,1.69184,111.909,0.76446,204.793,0.133068
110.39,2.54674,110.357,0.76223,203.038,0.13346
110.99,3.69246,109.081,0.75996,201.781,0.133491
111.58,5.07111,108.182,0.75783,201.183,0.133118
112.17,6.43131,107.858,0.7563,201.641,0.132394
112.76,7.2578,107.99,0.75572,202.95,0.131755
113.36,7.47574,107.929,0.75547,203.915,0.131641
113.95,7.71998,107.257,0.75456,203.698,0.131855
114.55,8.48747,106.374,0.75297,203.086,0.131818
115.14,9.6493,105.858,0.75143,203.142,0.131277
115.73,10.7601,105.897,0.75055,204.257,0.13045
116.33,11.5444,106.24,0.75029,205.982,0.129691
116.92,12.0341,106.606,0.7503,207.739,0.129139
117.51,12.3451,106.976,0.75046,209.513,0.128718
118.11,12.4244,107.409,0.75087,211.435,0.128435
118.7,12.1442,107.799,0.75151,213.262,0.128435
119.29,11.5244,107.904,0.75211,214.531,0.128823
119.89,10.7164,107.517,0.75234,214.836,0.129604
120.48,10.0252,106.48,0.75179,213.812,0.130662
121.07,10.5424,104.97,0.74971,211.813,0.13112
121.67,11.4764,104.559,0.74848,212.028,0.130652
122.26,11.4811,104.803,0.74875,213.554,0.130515
122.86,11.1911,104.287,0.74841,213.545,0.131015
123.45,11.3258,103.51,0.74742,212.971,0.131344
124.04,11.0757,102.993,0.74704,212.921,0.131824
124.64,10.8402,101.553,0.74558,210.96,0.132825
125.23,12.3061,99.5831,0.74199,207.846,0.132786
125.82,14.5257,99.3811,0.73991,208.402,0.131068
126.42,15.032,100.665,0.74108,212.102,0.129961
127.01,14.9594,100.602,0.74106,212.957,0.130054
127.6,15.2912,100.274,0.7404,213.249,0.129954
128.2,15.4087,100.218,0.74024,214.132,0.129887
128.79,15.6024,99.7391,0.7395,214.09,0.129978
129.38,16.0293,99.2969,0.73862,214.117,0.129851
129.98,16.4289,99.0071,0.73795,214.482,0.129664
130.57,16.7819,98.6337,0.73721,214.643,0.129556
131.16,17.3761,98.1847,0.73619,214.632,0.129275
131.76,17.9072,98.0492,0.73562,215.316,0.128882
132.35,18.1938,97.856,0.73516,215.854,0.128729
132.94,18.611,97.389,0.73425,215.781,0.128594
133.54,19.1029,97.0186,0.73341,215.931,0.128341
134.13,19.5078,96.593,0.73256,215.934,0.128186
134.73,20.2418,95.9303,0.73116,215.411,0.127841
135.32,20.9334,95.6174,0.73026,215.649,0.127355
135.91,21.3058,95.0738,0.72927,215.358,0.127265
136.51,22.5077,93.7537,0.72665,213.305,0.126737
137.1,24.305,93.158,0.72467,212.866,0.125265
137.69,26.1438,93.0898,0.72348,213.626,0.1235
138.29,28.2968,93.3498,0.72267,215.156,0.121298
138.88,29.5838,94.7676,0.724,219.355,0.119559
139.47,30.0386,95.4291,0.72469,221.825,0.118904
140.07,30.898,95.2726,0.72407,222.414,0.118141
140.66,32.3245,95.3213,0.7235,223.465,0.116774
141.25,33.8103,95.8611,0.72362,225.673,0.115217
141.85,35.1413,96.5897,0.72409,228.354,0.11378
142.44,36.1688,97.4016,0.7248,231.231,0.112629
143.03,36.6699,98.0038,0.72542,233.625,0.112028
143.63,37.0843,97.497,0.72461,233.391,0.11177
144.22,38.8777,95.6752,0.72161,229.971,0.110512
144.81,42.9861,94.2045,0.71859,227.363,0.106912
