W E2
0.1 1.0344e+08
0.101439 1.01973e+08
0.102898 1.00526e+08
0.104378 9.90998e+07
0.10588 9.76939e+07
0.107403 9.63078e+07
0.108948 9.49415e+07
0.110516 9.35945e+07
0.112106 9.22666e+07
0.113719 9.09575e+07
0.115355 8.9667e+07
0.117014 8.83948e+07
0.118698 8.71406e+07
0.120405 8.59042e+07
0.122137 8.46854e+07
0.123895 8.34838e+07
0.125677 8.22992e+07
0.127485 8.11314e+07
0.129319 7.99802e+07
0.13118 7.88453e+07
0.133067 7.77265e+07
0.134981 7.66236e+07
0.136923 7.55363e+07
0.138893 7.44644e+07
0.140891 7.34077e+07
0.142918 7.23659e+07
0.144974 7.1339e+07
0.14706 7.03266e+07
0.149175 6.93285e+07
0.151322 6.83446e+07
0.153499 6.73746e+07
0.155707 6.64184e+07
0.157947 6.54757e+07
0.160219 6.45464e+07
0.162524 6.36303e+07
0.164862 6.27271e+07
0.167234 6.18368e+07
0.16964 6.0959e+07
0.172081 6.00937e+07
0.174556 5.92407e+07
0.177068 5.83997e+07
0.179615 5.75707e+07
0.182199 5.67534e+07
0.18482 5.59477e+07
0.187479 5.51534e+07
0.190176 5.43703e+07
0.192912 5.35984e+07
0.195688 5.28374e+07
0.198503 5.20871e+07
0.201359 5.13475e+07
0.204255 5.06184e+07
0.207194 4.98996e+07
0.210175 4.9191e+07
0.213198 4.84924e+07
0.216266 4.78037e+07
0.219377 4.71248e+07
0.222533 4.64555e+07
0.225735 4.57956e+07
0.228982 4.51451e+07
0.232276 4.45038e+07
0.235618 4.38716e+07
0.239008 4.32484e+07
0.242446 4.2634e+07
0.245934 4.20282e+07
0.249472 4.14311e+07
0.253061 4.08424e+07
0.256702 4.0262e+07
0.260395 3.96898e+07
0.264141 3.91258e+07
0.267941 3.85697e+07
0.271796 3.80215e+07
0.275706 3.74811e+07
0.279673 3.69483e+07
0.283696 3.6423e+07
0.287778 3.59052e+07
0.291918 3.53947e+07
0.296117 3.48914e+07
0.300378 3.43953e+07
0.304699 3.39061e+07
0.309083 3.34239e+07
0.313529 3.29485e+07
0.31804 3.24798e+07
0.322615 3.20178e+07
0.327257 3.15622e+07
0.331965 3.11132e+07
0.33674 3.06704e+07
0.341585 3.0234e+07
0.346499 2.98037e+07
0.351484 2.93794e+07
0.356541 2.89612e+07
0.36167 2.85489e+07
0.366873 2.81424e+07
0.372151 2.77416e+07
0.377505 2.73465e+07
0.382936 2.6957e+07
0.388445 2.6573e+07
0.394034 2.61944e+07
0.399703 2.58212e+07
0.405453 2.54532e+07
0.411286 2.50904e+07
0.417203 2.47328e+07
0.423205 2.43802e+07
0.429294 2.40325e+07
0.43547 2.36898e+07
0.441734 2.33519e+07
0.448089 2.30187e+07
0.454536 2.26903e+07
0.461075 2.23665e+07
0.467708 2.20472e+07
0.474437 2.17325e+07
0.481263 2.14222e+07
0.488186 2.11162e+07
0.49521 2.08146e+07
0.502334 2.05172e+07
0.509561 2.0224e+07
0.516892 1.9935e+07
0.524328 1.965e+07
0.531871 1.9369e+07
0.539523 1.90919e+07
0.547285 1.88188e+07
0.555158 1.85495e+07
0.563145 1.82839e+07
0.571247 1.80222e+07
0.579465 1.7764e+07
0.587802 1.75096e+07
0.596258 1.72587e+07
0.604836 1.70113e+07
0.613538 1.67673e+07
0.622364 1.65268e+07
