100.281	2963.64	16429.2
100.924	2870.9	16377.4
101.567	2771.33	16326
102.21	2681.96	16275
102.852	2598.51	16242.4
103.495	2538.65	16304.8
104.138	2186.68	16356.3
104.781	1891.46	16204.2
105.424	1629.97	15994.4
106.067	1383.15	15692.6
106.709	1261.15	15289
107.352	1340.64	14899.4
107.995	1554.13	14659.8
108.638	1749.22	14603.6
109.281	1820.65	14653
109.924	1761.85	14694.1
110.566	1650.95	14667.7
111.209	1540.36	14591.7
111.852	1428.17	14488.7
112.495	1315.02	14357.3
113.138	1199.43	14180
113.781	1119.6	13910.2
114.423	1289.24	13723.5
115.066	1278.8	13675.3
115.709	1260.63	13571.3
116.352	1241.46	13458.8
116.995	1221.58	13339.9
117.637	1200.77	13212.7
118.28	1178.12	13070.4
118.923	1147.84	12869.7
119.566	1245.04	12623.6
120.209	1510.94	12522.1
120.852	1610.43	12583.4
121.494	1610.81	12607.9
122.137	1601.98	12584.6
122.78	1590.16	12545.2
123.423	1576.28	12494.6
124.066	1560.26	12432.1
124.709	1534.62	12317.9
125.351	1694.54	12281.5
125.994	1580.23	12317.7
126.637	1546.97	12191.3
127.28	1607.82	12085.5
127.923	1682.76	12057
128.566	1682.66	12054.7
129.208	1666.4	11997.8
129.851	1722.28	11910.8
130.494	1878.65	11907.1
131.137	1988.22	12068.8
131.78	1892.9	12308.8
132.423	1584.2	12420.7
133.065	1279.36	12300.8
133.708	1120.43	12055.6
134.351	1107.18	11822.1
134.994	1154.21	11657.5
135.637	1221.2	11558.1
136.279	1270.46	11516
136.922	1269.8	11505.1
137.565	1197.02	11459.9
138.208	1147.21	11341.8
138.851	1172.66	11211.5
139.494	1245.68	11140
140.136	1276.6	11129.9
140.779	1243.16	11112.6
141.422	1198.14	11046.6
142.065	1188.81	10959.2
142.708	1187.98	10878.1
143.351	1194.81	10799.8
143.993	1192.15	10711.7
144.636	1213.81	10598
145.279	1282.5	10476.6
145.922	1422.33	10391.6
146.565	1585.83	10393.1
147.208	1711.17	10482.7
147.85	1737.78	10605.6
148.493	1710.29	10689.7
149.136	1702.4	10749.7
149.779	1710.28	10861
150.422	1628.29	11048.9
151.065	1360.44	11204
151.707	993.828	11169.9
152.35	713.76	10940.9
152.993	607.735	10651.6
153.636	620.229	10419.4
154.279	654.335	10265.5
154.921	656.846	10137.7
155.564	660.149	9991.65
156.207	687.689	9821.07
156.85	784.064	9648.48
157.493	949.074	9527.97
158.136	1142.51	9502.51
158.778	1294.36	9579.38
159.421	1340.52	9713.6
160.064	1266.48	9816.59
160.707	1149.17	9827.41
161.35	1049.7	9755.74
161.993	1011.53	9642.03
162.635	1027.01	9532.25
163.278	1072.92	9440.36
163.921	1152.79	9373.79
164.564	1254.63	9355.31
165.207	1343.07	9395.1
165.85	1388.49	9483.22
166.492	1351.5	9580.81
167.135	1259.27	9630.31
167.778	1167.45	9621.32
168.421	1110.44	9590.54
169.064	1066.09	9579.14
169.707	980.151	9572.79
170.349	869.755	9526.67
170.992	766.368	9428.21
171.635	705.655	9294.38
172.278	688.688	9156.58
172.921	695.019	9019.58
173.563	745.888	8886.45
174.206	840.218	8786.15
174.849	952.434	8742.08
175.492	1040.95	8751.86
176.135	1081.82	8783.09
176.778	1091.39	8805.25
177.42	1088.27	8812.62
178.063	1083.64	8811.87
178.706	1073.4	8807.36
179.349	1062.72	8800.12
179.992	1041.12	8786.47
180.635	1027.35	8760.76
181.277	1026.27	8737.68
181.92	1027.66	8728.72
182.563	1014.26	8731.46
183.206	978.357	8728.82
183.849	935.039	8708.45
184.492	891.747	8669.69
185.134	863.756	8619.44
185.777	842.525	8564.92
186.42	837.254	8508.3
187.063	841.703	8456.76
187.706	858.547	8414.91
188.349	877.538	8389.02
188.991	892.142	8378.8
189.634	893.635	8383.85
190.277	864.532	8391.28
190.92	812.685	8378.46
191.563	754.79	8333.53
192.205	715.663	8259.22
192.848	709.737	8174.37
193.491	733.991	8099.78
194.134	779.731	8053.13
194.777	817.241	8038.59
195.42	834.979	8042.99
196.062	822.244	8048.98
196.705	787.948	8033.29
197.348	760.131	7989.77
197.991	757.277	7936.77
198.634	771.817	7895.58
199.277	786.672	7871.89
199.919	789.155	7857.88
200.562	777.217	7838.81
201.205	765.633	7808.25
201.848	758.674	7769.37
202.491	766.857	7730.26
203.134	780.126	7701.37
203.776	790.607	7680.1
204.419	799.859	7663.71
205.062	804.211	7652.22
205.705	803.505	7644.08
206.348	793.928	7638.3
206.991	770.843	7627.89
207.633	738	7599.54
208.276	719.076	7551.64
208.919	723.606	7504.01
209.562	737.177	7471.23
210.205	747.375	7452.8
210.847	744.436	7440.94
211.49	726.239	7420.2
212.133	712.91	7384.02
212.776	713.084	7345.58
213.419	715.667	7312.66
214.062	716.497	7279.86
214.704	719.874	7242.39
215.347	734.407	7203.13
215.99	761.273	7171.4
216.633	797.669	7160.25
217.276	816.419	7171.41
217.919	809.433	7185.81
218.561	780.018	7183.95
219.204	749.736	7154.95
219.847	739.745	7108.73
220.49	754.346	7066.69
221.133	777.604	7041.15
221.776	800.195	7031.99
222.418	810.363	7033.65
223.061	807.889	7035.34
223.704	798.176	7031.49
224.347	785.89	7021.36
224.99	774.522	7006.9
225.633	762.671	6988.96
226.275	753.035	6965.03
226.918	755.782	6941.62
227.561	760.042	6927.76
228.204	761.246	6923.21
228.847	745.98	6919.92
229.49	726.127	6906.27
230.132	708.264	6884.94
230.775	694.641	6860.89
231.418	678.992	6832.24
232.061	674.563	6799.14
232.704	676.735	6771.43
233.346	679.981	6751.33
233.989	676.576	6735.08
234.632	668.359	6715.17
235.275	662.221	6689.77
235.918	663.166	6664.48
236.561	666.437	6645.72
237.203	663.462	6632.03
237.846	651.596	6614.37
238.489	639.637	6585.92
239.132	639.316	6552.4
239.775	646.252	6522.79
240.418	658.145	6500.4
241.06	666.967	6485.25
241.703	672.236	6473.45
242.346	672.298	6462.62
242.989	667.897	6448.69
243.632	663.996	6429.37
244.275	666.348	6408.19
244.917	673.071	6390.44
245.56	683.691	6381.4
246.203	683.971	6380.77
246.846	673.528	6377.58
247.489	659.551	6367.95
248.132	643.465	6352.2
248.774	629.063	6329.69
249.417	620.569	6303.53
250.06	615.859	6277.14
250.703	614.965	6251.3
251.346	616.811	6227.56
251.988	618.712	6204.62
252.631	625.629	6183.16
253.274	633.264	6167.1
253.917	637.577	6153.53
254.56	643.232	6141.14
255.203	648.354	6133.34
255.845	649.654	6131.65
256.488	637.99	6130.98
257.131	617.758	6120.61
257.774	599.598	6099.16
258.417	586.493	6070.8
259.06	581.154	6039.06
259.702	582.653	6006.93
260.345	593.63	5978.06
260.988	610.481	5959.51
261.631	621.972	5951.14
262.274	626.11	5946.53
262.917	622.002	5939.65
263.559	617.099	5927.61
264.202	612.864	5912.52
264.845	611.913	5897.03
265.488	609.999	5882.5
266.131	609.21	5868.19
266.774	606.191	5853.61
267.416	605.092	5837.33
268.059	606.439	5822.98
268.702	604.914	5811.06
269.345	599.771	5796.55
269.988	597.153	5777.53
270.63	600.946	5758.96
271.273	607.786	5746.76
271.916	609.198	5740.38
272.559	603.026	5732.54
273.202	594.764	5717.72
273.845	593.177	5698.88
274.487	597.528	5685.09
275.13	596.582	5677.12
275.773	590.448	5668.64
276.416	579.591	5655.72
277.059	569.996	5637.22
277.702	560.594	5612.68
278.344	561.658	5584.42
278.987	568.044	5559.19
279.63	579.94	5538.8
280.273	590.495	5523.29
280.916	603.356	5510.72
281.559	616.085	5503.79
282.201	625.73	5501.9
282.844	631.177	5503.9
283.487	629.056	5507.08
284.13	621.612	5507.43
284.773	610.525	5503.25
285.416	599.624	5493.98
286.058	591.279	5482.25
286.701	583.844	5469.91
287.344	577.334	5457.08
287.987	570.776	5443.65
288.63	564.965	5428.73
289.272	561.907	5413.23
289.915	562.194	5401.25
290.558	557.406	5392.43
291.201	550.65	5382.58
291.844	539.91	5370.3
292.487	529.394	5352.86
293.129	522.091	5331.96
293.772	518.134	5308.98
294.415	520.474	5286.35
295.058	527.004	5268.61
295.701	532.623	5257.1
296.344	532.394	5247.89
296.986	529.126	5236.01
297.629	526.231	5220.76
298.272	526.617	5204.27
298.915	528.741	5188.08
299.558	536.679	5176.59
300.201	536.78	5170.03
300.843	534.792	5161
301.486	531.584	5149.52
302.129	531.635	5137.25
302.772	531.033	5126.28
303.415	532.457	5117.56
304.058	528.348	5110.95
304.7	522.285	5102.3
305.343	513.329	5090.69
305.986	505.429	5074.66
306.629	500.456	5055.92
307.272	499.433	5036.26
307.914	503.727	5019.95
308.557	505.501	5008.63
309.2	503.219	4997.09
309.843	500.593	4983.22
310.486	497.491	4966.14
311.129	501.385	4948.53
311.771	505.957	4935.8
312.414	507.666	4925.05
313.057	508.527	4914
313.7	508.598	4902.97
314.343	507.817	4891.47
314.986	506.916	4879.27
315.628	505.911	4866.42
316.271	505.606	4853.27
316.914	504.461	4839.63
317.557	503.717	4823.85
318.2	506.53	4807.1
318.843	511.731	4791.75
319.485	519.64	4779.92
320.128	524.345	4771.44
320.771	527.533	4762.91
321.414	529.879	4753.87
322.057	533.857	4746.04
322.7	534.477	4740.02
323.342	533.549	4733.45
323.985	529.408	4724.96
324.628	526.108	4712.8
325.271	525.399	4698.96
325.914	527.644	4685.84
326.556	530.98	4675.21
327.199	533.344	4667.38
327.842	531.628	4660.5
328.485	525.802	4650.03
329.128	521.049	4633.31
329.771	522.602	4612.88
330.413	532.109	4595.17
331.056	543.362	4584.25
331.699	552.067	4578.61
332.342	555.473	4574.08
332.985	557.023	4566.95
