100.281	2171.35	16033.8	
100.924	1857.03	16315.4	
101.567	1397.28	16284.3	
102.21	1119.13	15984.2	
102.852	1107.46	15687.9	
103.495	1172.87	15561.5	
104.138	1115.05	15542.9	
104.781	902.68	15439.7	
105.424	718.466	15143.6	
106.067	736.414	14756.6	
106.709	954.668	14454.3	
107.352	1267.66	14355.4	
107.995	1481.77	14455.1	
108.638	1517.18	14626	
109.281	1409.97	14749.7	
109.924	1242.51	14789.1	
110.566	1040.45	14753.6	
111.209	813.572	14618.1	
111.852	637.379	14355.8	
112.495	627.559	14049.8	
113.138	736.465	13833.3	
113.781	832.171	13730.8	
114.423	840.363	13654.4	
115.066	818.934	13509.3	
115.709	888.203	13312.9	
116.352	1088.91	13195.5	
116.995	1281.47	13249.3	
117.637	1313.07	13413	
118.28	1148.96	13523.2	
118.923	912.143	13451.1	
119.566	777.919	13223.5	
120.209	806.686	12974.9	
120.852	945.312	12821.3	
121.494	1073.2	12789.2	
122.137	1120.72	12819.8	
122.78	1082.94	12829.8	
123.423	1038.73	12786	
124.066	1018.57	12725.8	
124.709	1005.4	12680	
125.351	962.875	12637.3	
125.994	902.805	12563.7	
126.637	859.442	12451.8	
127.28	863.783	12330.9	
127.923	893.588	12233.6	
128.566	919.191	12149.5	
129.208	967.771	12072.9	
129.851	1032.66	12026.8	
130.494	1099.22	12033.5	
131.137	1103.27	12082.8	
131.78	1036.8	12118.7	
132.423	927.034	12097.6	
133.065	829.803	12010.6	
133.708	785.248	11896.2	
134.351	773.291	11794.3	
134.994	772.2	11714.9	
135.637	755.371	11648.7	
136.279	716.092	11562.6	
136.922	699.526	11446.2	
137.565	714.227	11317.7	
138.208	781.074	11206.7	
138.851	862.249	11139.9	
139.494	939.121	11113.8	
140.136	987.719	11114.5	
140.779	1018.59	11129.1	
141.422	1020.4	11159.2	
142.065	975.018	11187.7	
142.708	881.31	11172	
143.351	800.866	11091.2	
143.993	771.961	10979.3	
144.636	797.457	10886.2	
145.279	826.207	10830.2	
145.922	845.81	10794.4	
146.565	847.346	10761.9	
147.208	852.142	10726.8	
147.85	853.809	10696.5	
148.493	856.354	10673.8	
149.136	845.631	10659.1	
149.779	824.765	10647.4	
150.422	782.713	10632.8	
151.065	725.383	10601.6	
151.707	663.399	10549.2	
152.35	604.097	10475.1	
152.993	554.262	10376	
153.636	537.29	10260	
154.279	556.719	10153.1	
154.921	593.394	10073	
155.564	625.128	10019.2	
156.207	631.425	9966.99	
156.85	645.297	9899.94	
157.493	677.089	9834.01	
158.136	725.255	9787.61	
158.778	767.098	9771.3	
159.421	773.795	9764.8	
160.064	763.161	9738.81	
160.707	762.479	9695.65	
161.35	776.469	9653.12	
161.993	797.733	9624.57	
162.635	805.611	9607.24	
163.278	801.245	9585.26	
163.921	795.408	9551.35	
164.564	803.283	9512.95	
165.207	820.654	9483.83	
165.85	840.1	9472.15	
166.492	841.759	9475.7	
167.135	817.434	9474.21	
167.778	784.937	9451.19	
168.421	768.075	9416.91	
169.064	757.749	9389.47	
169.707	743.307	9372.6	
170.349	707.214	9355.92	
170.992	655.794	9318.79	
171.635	607.664	9252.47	
172.278	584.97	9166.28	
172.921	591.115	9080.37	
173.563	615.887	9006.9	
174.206	651.38	8947.22	
174.849	698.11	8906.23	
175.492	742.142	8889.63	
176.135	770.864	8891.35	
176.778	781.058	8904	
177.42	761.019	8913.92	
178.063	723.268	8900.81	
178.706	690.292	8862.53	
179.349	673.16	8809.55	
179.992	677.787	8755.76	
180.635	698.071	8715.39	
181.277	720.364	8694.47	
181.92	732.883	8691.3	
182.563	719.875	8692.13	
183.206	690.816	8676.54	
183.849	667.023	8643.52	
184.492	651.85	8602.25	
185.134	650.682	8561.67	
185.777	655.158	8531.2	
186.42	653.721	8509.08	
187.063	643.144	8485.52	
187.706	631.9	8455.13	
188.349	624.664	8419.99	
188.991	626.456	8386.59	
189.634	631.575	8363.95	
190.277	624.55	8349.7	
190.92	601.559	8327.38	
191.563	581.575	8290.44	
192.205	567.194	8243.56	
192.848	569.441	8193.23	
193.491	582.668	8150.11	
194.134	603.15	8119.56	
194.777	618.651	8101.91	
195.42	626.642	8091.3	
196.062	624.754	8083.95	
196.705	610.071	8071.34	
197.348	594.172	8046.75	
197.991	587.975	8017.55	
198.634	586.435	7994.24	
199.277	579.627	7976.97	
199.919	562.726	7957.05	
200.562	542.986	7926.83	
201.205	528.218	7885.7	
201.848	528.657	7841.18	
202.491	541.44	7806.79	
203.134	551.638	7785.93	
203.776	552.943	7770.96	
204.419	546.6	7754.89	
205.062	536.178	7734.93	
205.705	523.435	7709.45	
206.348	514.034	7679.21	
206.991	508.324	7648.47	
207.633	502.605	7617.15	
208.276	500.316	7583.72	
208.919	503.548	7552.28	
209.562	507.091	7524.79	
210.205	510.827	7499.96	
210.847	512.985	7477.4	
211.49	513.399	7455.35	
212.133	513.947	7434.76	
212.776	509.3	7414.04	
213.419	504.287	7389.42	
214.062	500.632	7361.13	
214.704	503.706	7332.76	
215.347	508.89	7309.34	
215.99	510.896	7288.16	
216.633	514.603	7267.83	
217.276	516.96	7250.75	
217.919	516.272	7236.17	
218.561	508.916	7220.27	
219.204	499.278	7197.4	
219.847	495.597	7169.06	
220.49	500.182	7143.34	
221.133	505.491	7125.29	
221.776	504.886	7111.66	
222.418	497.734	7095.74	
223.061	490.076	7074.34	
223.704	485.187	7049.04	
224.347	486.596	7024.59	
224.99	488.391	7004.35	
225.633	488.891	6986.7	
226.275	486.334	6968.97	
226.918	485.266	6950.94	
227.561	482.902	6934.95	
228.204	477.657	6919.85	
228.847	467.738	6902.36	
229.49	457.39	6879.67	
230.132	449.647	6852.49	
230.775	447.666	6824.02	
231.418	448.733	6797.12	
232.061	452.785	6771.92	
232.704	460.013	6750.77	
233.346	466.303	6735.18	
233.989	468.634	6723.01	
234.632	466.843	6712.05	
235.275	459.214	6698.83	
235.918	451.177	6681.02	
236.561	444.325	6660.54	
237.203	438.739	6638.21	
237.846	435.876	6615.31	
238.489	432.883	6590.99	
239.132	436.628	6566.45	
239.775	443.53	6547.42	
240.418	449.783	6535.86	
241.06	447.095	6528.59	
241.703	436.036	6517.15	
242.346	422.868	6496.9	
242.989	415.828	6470.7	
243.632	413.977	6443.71	
244.275	417.48	6418.8	
244.917	422.483	6396.94	
245.56	431.724	6379.97	
246.203	437.867	6370.9	
246.846	435.366	6364.52	
247.489	426.174	6354.27	
248.132	415.123	6337.34	
248.774	407.397	6314.92	
249.417	405.876	6291.82	
250.06	407.143	6272.17	
250.703	407.476	6255.78	
251.346	405.464	6240.53	
251.988	400.853	6223.44	
252.631	398.498	6204.36	
253.274	397.423	6186.01	
253.917	396.397	6168.22	
254.56	396.679	6151.79	
255.203	394.698	6136.49	
255.845	392.711	6121.05	
256.488	389.627	6106.28	
257.131	384.185	6090.91	
257.774	377.416	6073.24	
258.417	370.377	6051.98	
259.06	366.466	6026.78	
