W E1
31.4055 9.44202
31.8415 9.47227
32.2836 9.50181
32.7318 9.53069
33.1862 9.55891
33.647 9.58651
34.1141 9.6135
34.5877 9.6399
35.0679 9.66573
35.5548 9.69102
36.0484 9.71579
36.5489 9.74004
37.0563 9.76381
37.5708 9.78711
38.0924 9.80995
38.6213 9.83236
39.1574 9.85436
39.7011 9.87596
40.2523 9.89718
40.8111 9.91803
41.3777 9.93853
41.9522 9.9587
42.5346 9.97856
43.1251 9.99811
43.7239 10.0174
44.3309 10.0364
44.9464 10.0551
45.5704 10.0737
46.2031 10.092
46.8445 10.11
47.4949 10.1279
48.1543 10.1457
48.8228 10.1632
49.5006 10.1806
50.1879 10.1979
50.8847 10.2151
51.5911 10.2321
52.3074 10.2491
53.0336 10.266
53.7699 10.2829
54.5164 10.2997
55.2732 10.3165
56.0406 10.3332
56.8187 10.35
57.6075 10.3668
58.4073 10.3837
59.2182 10.4006
60.0403 10.4176
60.8739 10.4346
61.719 10.4518
62.5759 10.4691
63.4447 10.4866
64.3255 10.5042
65.2186 10.522
66.124 10.54
67.0421 10.5582
67.9728 10.5767
68.9165 10.5955
69.8733 10.6145
70.8434 10.6339
71.8269 10.6536
72.8242 10.6737
73.8352 10.6941
74.8603 10.715
75.8996 10.7364
76.9534 10.7583
78.0217 10.7806
79.1049 10.8036
80.2032 10.8271
81.3167 10.8513
82.4456 10.8761
83.5903 10.9017
84.7508 10.928
85.9274 10.9552
87.1204 10.9832
88.3299 11.0122
89.5562 11.0421
90.7996 11.0732
92.0602 11.1053
93.3383 11.1387
94.6342 11.1733
95.948 11.2094
97.2801 11.2469
98.6307 11.286
100 11.3268
101.388 11.3694
102.796 11.414
104.223 11.4607
105.67 11.5096
107.137 11.5611
108.625 11.6152
110.133 11.6722
111.662 11.7322
113.212 11.7957
114.784 11.8629
116.377 11.934
117.993 12.0095
119.631 12.0897
121.292 12.175
122.976 12.2658
124.683 12.3626
126.414 12.4658
128.169 12.5755
129.949 12.6921
131.753 12.8153
133.582 12.9444
135.437 13.0777
137.317 13.2121
139.224 13.3417
141.156 13.4569
143.116 13.5429
145.103 13.5782
147.118 13.5376
149.16 13.4002
151.231 13.1675
153.331 12.8822
155.459 12.6255
157.618 12.4831
159.806 12.504
162.025 12.6811
164.274 12.9342
166.555 13.025
168.867 12.3995
171.212 10.6828
173.589 9.12955
175.999 8.77157
178.442 9.10223
180.919 9.62506
183.431 10.1659
185.978 10.6845
188.56 11.1783
191.178 11.6508
193.832 12.0992
196.523 12.5037
199.251 12.8097
202.018 12.9004
204.822 12.5794
207.666 11.6585
210.549 10.2525
213.472 8.9231
216.436 8.16532
219.441 7.99509
222.487 8.18625
225.576 8.54347
228.708 8.95796
231.883 9.37921
235.103 9.78602
238.367 10.1699
241.676 10.5269
245.031 10.8536
248.433 11.1455
251.882 11.3956
255.379 11.5945
258.925 11.7305
262.52 11.792
266.164 11.7709
269.86 11.6683
273.606 11.5011
277.405 11.3061
281.256 11.134
285.161 11.0273
289.12 10.9651
293.134 10.74
297.203 9.73791
301.33 6.98373
305.513 2.75383
309.755 -0.410025
314.055 -1.38696
318.415 -1.08275
322.836 -0.322447
327.318 0.55389
331.862 1.45809
336.47 2.37993
341.141 2.5748
345.877 2.33037
350.679 2.66594
355.548 2.21896
360.484 1.64687
365.489 1.71985
370.563 2.12518
375.708 2.57561
380.924 2.99092
386.213 3.36078
391.574 3.69061
397.011 3.98772
402.523 4.25838
408.111 4.50752
413.777 4.73893
419.522 4.95555
425.346 5.15971
431.251 5.35344
437.239 5.5389
443.309 5.7194
449.464 5.90262
455.704 6.11535
462.031 6.34873
468.445 5.93125
474.949 6.15401
481.543 6.28494
488.228 6.37908
495.006 6.4521
501.879 6.51283
508.847 6.57043
515.911 6.63644
523.074 6.72504
530.336 6.85159
537.699 7.02787
545.164 7.24927
552.732 7.45976
560.406 7.46078
568.187 6.74451
576.075 4.60968
584.073 1.52572
592.182 -0.5676
600.403 -1.14508
608.739 -0.939066
617.19 -0.488511
625.759 0.00583192
634.447 0.53539
643.255 0.370873
652.186 0.852974
661.24 1.19964
670.421 1.47307
679.728 1.70606
689.165 1.91029
698.733 2.09207
708.434 2.25555
718.269 2.40371
728.242 2.53883
738.352 2.66272
748.603 2.77682
758.996 2.8823
769.534 2.98016
780.217 3.07123
791.049 3.1562
802.032 3.23568
813.167 3.31019
824.456 3.38018
835.903 3.44605
847.508 3.50815
859.274 3.56678
871.204 3.62222
883.299 3.67472
895.562 3.72449
907.996 3.77174
920.602 3.81663
933.383 3.85934
946.342 3.9
959.48 3.93875
972.801 3.97571
986.307 4.011
1000 4.04471
1013.88 4.07694
1027.96 4.10777
1042.23 4.13729
1056.7 4.16557
1071.37 4.19267
1086.25 4.21867
1101.33 4.24361
1116.62 4.26756
1132.12 4.29056
1147.84 4.31267
1163.77 4.33392
1179.93 4.35435
1196.31 4.37402
1212.92 4.39295
1229.76 4.41118
1246.83 4.42873
1264.14 4.44565
1281.69 4.46196
1299.49 4.47768
1317.53 4.49285
1335.82 4.50748
1354.37 4.52159
1373.17 4.53522
1392.24 4.54838
1411.56 4.56109
1431.16 4.57337
1451.03 4.58523
1471.18 4.59669
1491.6 4.60778
1512.31 4.61849
1533.31 4.62885
1554.59 4.63887
1576.18 4.64857
1598.06 4.65794
1620.25 4.66702
1642.74 4.67581
1665.55 4.68431
1688.67 4.69254
1712.12 4.70052
1735.89 4.70824
1759.99 4.71572
1784.42 4.72296
1809.19 4.72998
1834.31 4.73678
1859.78 4.74337
1885.6 4.74976
1911.78 4.75595
1938.32 4.76195
1965.23 4.76777
1992.51 4.77341
2020.18 4.77888
2048.22 4.78419
2076.66 4.78934
2105.49 4.79433
2134.72 4.79917
2164.36 4.80387
2194.41 4.80842
2224.87 4.81284
2255.76 4.81713
2287.08 4.8213
2318.83 4.82534
2351.03 4.82926
2383.67 4.83307
2416.76 4.83676
2450.31 4.84035
2484.33 4.84383
2518.82 4.84721
2553.79 4.8505
2589.25 4.85368
2625.2 4.85678
2661.64 4.85978
2698.6 4.8627
2736.06 4.86554
2774.05 4.86829
2812.56 4.87096
2851.61 4.87356
2891.2 4.87608
2931.34 4.87853
2972.03 4.88091
3013.3 4.88323
3055.13 4.88547
3097.55 4.88766
3140.55 4.88978
3184.15 4.89184
3228.36 4.89384
3273.18 4.89579
3318.62 4.89768
3364.7 4.89951
3411.41 4.9013
3458.77 4.90303
3506.79 4.90472
3555.48 4.90636
3604.84 4.90795
3654.89 4.9095
3705.63 4.911
3757.08 4.91246
3809.24 4.91389
3862.13 4.91527
3915.74 4.91661
3970.11 4.91791
4025.23 4.91918
4081.11 4.92042
4137.77 4.92162
4195.22 4.92278
4253.46 4.92391
4312.51 4.92502
4372.39 4.92609
4433.09 4.92713
4494.64 4.92814
4557.04 4.92912
4620.31 4.93008
4684.45 4.93101
4749.49 4.93192
4815.43 4.93279
4882.28 4.93365
4950.06 4.93448
5018.79 4.93529
5088.47 4.93608
5159.11 4.93684
5230.74 4.93758
5303.36 4.93831
5376.99 4.93901
5451.64 4.93969
5527.32 4.94036
5604.06 4.941
5681.87 4.94163
5760.75 4.94224
5840.73 4.94284
5921.82 4.94341
6004.03 4.94397
6087.39 4.94452
6171.9 4.94505
6257.59 4.94557
6344.47 4.94607
6432.55 4.94656
6521.86 4.94704
6612.4 4.9475
6704.21 4.94795
6797.28 4.94839
6891.65 4.94881
6987.33 4.94922
7084.34 4.94963
7182.69 4.95002
7282.42 4.9504
7383.52 4.95077
7486.03 4.95113
7589.96 4.95148
7695.34 4.95182
7802.17 4.95215
7910.49 4.95247
8020.32 4.95278
8131.67 4.95309
8244.56 4.95339
8359.03 4.95367
8475.08 4.95395
8592.74 4.95423
8712.04 4.95449
8832.99 4.95475
8955.62 4.955
9079.96 4.95525
9206.02 4.95548
9333.83 4.95571
9463.42 4.95594
9594.8 4.95616
9728.01 4.95637
9863.07 4.95658
10000 4.95678
