W E1
0.1 -101511
0.101388 -98749.3
0.102796 -96063.1
0.104223 -93450
0.10567 -90907.9
0.107137 -88435
0.108625 -86029.4
0.110133 -83689.2
0.111662 -81412.6
0.113212 -79198
0.114784 -77043.6
0.116377 -74947.8
0.117993 -72909
0.119631 -70925.7
0.121292 -68996.3
0.122976 -67119.3
0.124683 -65293.5
0.126414 -63517.3
0.128169 -61789.4
0.129949 -60108.5
0.131753 -58473.3
0.133582 -56882.6
0.135437 -55335.1
0.137317 -53829.8
0.139224 -52365.4
0.141156 -50940.8
0.143116 -49555
0.145103 -48206.9
0.147118 -46895.4
0.14916 -45619.6
0.151231 -44378.5
0.153331 -43171.2
0.155459 -41996.7
0.157618 -40854.1
0.159806 -39742.6
0.162025 -38661.4
0.164274 -37609.5
0.166555 -36586.3
0.168867 -35590.9
0.171212 -34622.6
0.173589 -33680.6
0.175999 -32764.2
0.178442 -31872.8
0.180919 -31005.6
0.183431 -30162
0.185978 -29341.3
0.18856 -28543
0.191178 -27766.4
0.193832 -27010.9
0.196523 -26275.9
0.199251 -25560.9
0.202018 -24865.4
0.204822 -24188.8
0.207666 -23530.6
0.210549 -22890.3
0.213472 -22267.4
0.216436 -21661.5
0.219441 -21072.1
0.222487 -20498.6
0.225576 -19940.8
0.228708 -19398.1
0.231883 -18870.2
0.235103 -18356.7
0.238367 -17857.1
0.241676 -17371.2
0.245031 -16898.4
0.248433 -16438.5
0.251882 -15991.1
0.255379 -15555.9
0.258925 -15132.5
0.26252 -14720.6
0.266164 -14319.9
0.26986 -13930.2
0.273606 -13551
0.277405 -13182.1
0.281256 -12823.3
0.285161 -12474.2
0.28912 -12134.7
0.293134 -11804.3
0.297203 -11483
0.30133 -11170.4
0.305513 -10866.3
0.309755 -10570.4
0.314055 -10282.6
0.318415 -10002.7
0.322836 -9730.34
0.327318 -9465.4
0.331862 -9207.67
0.33647 -8956.94
0.341141 -8713.04
0.345877 -8475.77
0.350679 -8244.95
0.355548 -8020.42
0.360484 -7801.98
0.365489 -7589.49
0.370563 -7382.78
0.375708 -7181.7
0.380924 -6986.08
0.386213 -6795.78
0.391574 -6610.66
0.397011 -6430.57
0.402523 -6255.38
0.408111 -6084.96
0.413777 -5919.17
0.419522 -5757.89
0.425346 -5601
0.431251 -5448.37
0.437239 -5299.9
0.443309 -5155.47
0.449464 -5014.96
0.455704 -4878.27
0.462031 -4745.31
0.468445 -4615.96
0.474949 -4490.12
0.481543 -4367.71
0.488228 -4248.63
0.495006 -4132.79
0.501879 -4020.1
0.508847 -3910.47
0.515911 -3803.83
0.523074 -3700.09
0.530336 -3599.16
0.537699 -3500.99
0.545164 -3405.48
0.552732 -3312.57
0.560406 -3222.19
0.568187 -3134.27
0.576075 -3048.73
0.584073 -2965.53
0.592182 -2884.59
0.600403 -2805.85
0.608739 -2729.25
0.61719 -2654.73
0.625759 -2582.24
0.634447 -2511.72
0.643255 -2443.12
0.652186 -2376.39
0.66124 -2311.47
0.670421 -2248.32
0.679728 -2186.89
0.689165 -2127.12
0.698733 -2068.98
0.708434 -2012.43
0.718269 -1957.41
0.728242 -1903.88
0.738352 -1851.82
0.748603 -1801.17
0.758996 -1751.89
0.769534 -1703.96
0.780217 -1657.33
0.791049 -1611.97
0.802032 -1567.84
0.813167 -1524.92
0.824456 -1483.16
0.835903 -1442.54
0.847508 -1403.02
0.859274 -1364.57
0.871204 -1327.18
0.883299 -1290.8
0.895562 -1255.4
0.907996 -1220.98
0.920602 -1187.48
0.933383 -1154.9
0.946342 -1123.21
0.95948 -1092.37
0.972801 -1062.38
0.986307 -1033.2
1 -1004.82
1.01388 -977.204
1.02796 -950.342
1.04223 -924.211
1.0567 -898.79
1.07137 -874.061
1.08625 -850.005
1.10133 -826.603
1.11662 -803.837
1.13212 -781.691
1.14784 -760.147
1.16377 -739.189
1.17993 -718.801
1.19631 -698.968
1.21292 -679.674
1.22976 -660.904
1.24683 -642.646
1.26414 -624.884
1.28169 -607.605
1.29949 -590.796
1.31753 -574.444
1.33582 -558.537
1.35437 -543.062
1.37317 -528.009
1.39224 -513.365
1.41156 -499.119
1.43116 -485.261
1.45103 -471.779
1.47118 -458.665
1.4916 -445.907
1.51231 -433.496
1.53331 -421.422
1.55459 -409.677
1.57618 -398.252
1.59806 -387.137
1.62025 -376.325
1.64274 -365.806
1.66555 -355.574
1.68867 -345.62
1.71212 -335.937
1.73589 -326.517
1.75999 -317.353
1.78442 -308.439
1.80919 -299.767
1.83431 -291.331
1.85978 -283.124
1.8856 -275.141
1.91178 -267.374
1.93832 -259.819
1.96523 -252.47
1.99251 -245.32
2.02018 -238.365
2.04822 -231.599
2.07666 -225.017
2.10549 -218.614
2.13472 -212.385
2.16436 -206.326
2.19441 -200.431
2.22487 -194.697
2.25576 -189.119
2.28708 -183.692
2.31883 -178.413
2.35103 -173.278
2.38367 -168.282
2.41676 -163.422
2.45031 -158.695
2.48433 -154.096
2.51882 -149.622
2.55379 -145.269
2.58925 -141.035
2.6252 -136.917
2.66164 -132.91
2.6986 -129.012
2.73606 -125.22
2.77405 -121.532
2.81256 -117.944
2.85161 -114.453
2.8912 -111.057
2.93134 -107.754
2.97203 -104.54
3.0133 -101.414
3.05513 -98.3731
3.09755 -95.4147
3.14055 -92.5368
3.18415 -89.7371
3.22836 -87.0137
3.27318 -84.3642
3.31862 -81.7869
3.3647 -79.2796
3.41141 -76.8406
3.45877 -74.4678
3.50679 -72.1597
3.55548 -69.9142
3.60484 -67.7299
3.65489 -65.605
3.70563 -63.5378
3.75708 -61.5269
3.80924 -59.5707
3.86213 -57.6677
3.91574 -55.8165
3.97011 -54.0156
4.02523 -52.2636
4.08111 -50.5594
4.13777 -48.9014
4.19522 -47.2886
4.25346 -45.7197
4.31251 -44.1934
4.37239 -42.7086
4.43309 -41.2642
4.49464 -39.8591
4.55704 -38.4922
4.62031 -37.1625
4.68445 -35.8689
4.74949 -34.6105
4.81543 -33.3864
4.88228 -32.1955
4.95006 -31.0371
5.01879 -29.9101
5.08847 -28.8138
5.15911 -27.7473
5.23074 -26.7098
5.30336 -25.7005
5.37699 -24.7187
5.45164 -23.7636
5.52732 -22.8344
5.60406 -21.9305
5.68187 -21.0512
5.76075 -20.1958
5.84073 -19.3637
5.92182 -18.5542
6.00403 -17.7667
6.08739 -17.0007
6.1719 -16.2554
6.25759 -15.5304
6.34447 -14.8252
6.43255 -14.1391
6.52186 -13.4717
6.6124 -12.8224
6.70421 -12.1908
6.79728 -11.5763
6.89165 -10.9786
6.98733 -10.3971
7.08434 -9.83142
7.18269 -9.28112
7.28242 -8.74578
7.38352 -8.225
7.48603 -7.71838
7.58996 -7.22553
7.69534 -6.74607
7.80217 -6.27966
7.91049 -5.82592
8.02032 -5.38451
8.13167 -4.9551
8.24456 -4.53737
8.35903 -4.13099
8.47508 -3.73565
8.59274 -3.35106
8.71204 -2.97692
8.83299 -2.61295
8.95562 -2.25886
9.07996 -1.9144
9.20602 -1.5793
9.33383 -1.25331
9.46342 -0.936165
9.5948 -0.62764
9.72801 -0.327496
9.86307 -0.035505
10 0.248556
10.1388 0.524902
10.2796 0.793745
10.4223 1.05529
10.567 1.30973
10.7137 1.55726
10.8625 1.79808
11.0133 2.03236
11.1662 2.26028
11.3212 2.48201
11.4784 2.69773
11.6377 2.9076
11.7993 3.11178
11.9631 3.31042
12.1292 3.50367
12.2976 3.69168
12.4683 3.8746
12.6414 4.05256
12.8169 4.2257
12.9949 4.39415
13.1753 4.55804
13.3582 4.71749
13.5437 4.87263
13.7317 5.02356
13.9224 5.17042
14.1156 5.3133
14.3116 5.45232
14.5103 5.58758
14.7118 5.71919
14.916 5.84725
15.1231 5.97184
15.3331 6.09308
15.5459 6.21105
15.7618 6.32583
15.9806 6.43753
16.2025 6.54621
16.4274 6.65198
16.6555 6.75489
16.8867 6.85504
17.1212 6.9525
17.3589 7.04735
17.5999 7.13965
17.8442 7.22948
18.0919 7.3169
18.3431 7.40198
18.5978 7.48479
18.856 7.56539
19.1178 7.64384
19.3832 7.7202
19.6523 7.79452
19.9251 7.86687
20.2018 7.93731
20.4822 8.00587
20.7666 8.07262
21.0549 8.13761
21.3472 8.20088
21.6436 8.26248
21.9441 8.32247
22.2487 8.38088
22.5576 8.43777
22.8708 8.49317
23.1883 8.54712
23.5103 8.59967
23.8367 8.65086
24.1676 8.70073
24.5031 8.74931
24.8433 8.79664
25.1882 8.84277
25.5379 8.88771
25.8925 8.93151
26.252 8.9742
26.6164 9.01582
26.986 9.05639
27.3606 9.09594
27.7405 9.13451
28.1256 9.17213
28.5161 9.20882
28.912 9.24462
29.3134 9.27954
29.7203 9.31362
30.133 9.34688
30.5513 9.37936
30.9755 9.41106
