W E2
0.1 9.0118e+06
0.101439 8.88399e+06
0.102898 8.75799e+06
0.104378 8.63378e+06
0.10588 8.51133e+06
0.107403 8.39062e+06
0.108948 8.27162e+06
0.110516 8.15431e+06
0.112106 8.03866e+06
0.113719 7.92465e+06
0.115355 7.81226e+06
0.117014 7.70146e+06
0.118698 7.59223e+06
0.120405 7.48456e+06
0.122137 7.37841e+06
0.123895 7.27376e+06
0.125677 7.1706e+06
0.127485 7.0689e+06
0.129319 6.96865e+06
0.13118 6.86982e+06
0.133067 6.77238e+06
0.134981 6.67633e+06
0.136923 6.58165e+06
0.138893 6.4883e+06
0.140891 6.39628e+06
0.142918 6.30557e+06
0.144974 6.21614e+06
0.14706 6.12798e+06
0.149175 6.04107e+06
0.151322 5.95539e+06
0.153499 5.87093e+06
0.155707 5.78766e+06
0.157947 5.70558e+06
0.160219 5.62466e+06
0.162524 5.54488e+06
0.164862 5.46624e+06
0.167234 5.38872e+06
0.16964 5.31229e+06
0.172081 5.23695e+06
0.174556 5.16268e+06
0.177068 5.08946e+06
0.179615 5.01727e+06
0.182199 4.94612e+06
0.18482 4.87597e+06
0.187479 4.80681e+06
0.190176 4.73864e+06
0.192912 4.67143e+06
0.195688 4.60518e+06
0.198503 4.53987e+06
0.201359 4.47548e+06
0.204255 4.41201e+06
0.207194 4.34943e+06
0.210175 4.28775e+06
0.213198 4.22693e+06
0.216266 4.16698e+06
0.219377 4.10789e+06
0.222533 4.04962e+06
0.225735 3.99219e+06
0.228982 3.93557e+06
0.232276 3.87975e+06
0.235618 3.82473e+06
0.239008 3.77048e+06
0.242446 3.71701e+06
0.245934 3.66429e+06
0.249472 3.61232e+06
0.253061 3.56109e+06
0.256702 3.51058e+06
0.260395 3.46079e+06
0.264141 3.41171e+06
0.267941 3.36332e+06
0.271796 3.31562e+06
0.275706 3.2686e+06
0.279673 3.22224e+06
0.283696 3.17654e+06
0.287778 3.13149e+06
0.291918 3.08707e+06
0.296117 3.04329e+06
0.300378 3.00013e+06
0.304699 2.95758e+06
0.309083 2.91563e+06
0.313529 2.87428e+06
0.31804 2.83351e+06
0.322615 2.79332e+06
0.327257 2.75371e+06
0.331965 2.71465e+06
0.33674 2.67615e+06
0.341585 2.63819e+06
0.346499 2.60078e+06
0.351484 2.56389e+06
0.356541 2.52753e+06
0.36167 2.49168e+06
0.366873 2.45634e+06
0.372151 2.4215e+06
0.377505 2.38716e+06
0.382936 2.3533e+06
0.388445 2.31992e+06
