100.281	3201.32	11714.9	
100.924	3450.24	11698	
101.567	3623.1	11820.2	
102.21	3683.06	12010	
102.852	3551.75	12155.7	
103.495	3479.83	12169.3	
104.138	3408.02	12195.2	
104.781	3360.68	12235.7	
105.424	3202.8	12278.6	
106.067	3109.85	12261	
106.709	2932.01	12256.1	
107.352	2770.03	12158.7	
107.995	2675.1	12035.6	
108.638	2601.56	11937.5	
109.281	2519.15	11855.5	
109.924	2405.51	11766.2	
110.566	2248.35	11603.9	
111.209	2208.32	11375.7	
111.852	2189.11	11158.6	
112.495	2272.79	10943.8	
113.138	2380.14	10782.6	
113.781	2575.05	10694.8	
114.423	2671.29	10707.9	
115.066	2759.69	10711.2	
115.709	2842.19	10755.5	
116.352	2869.92	10844.5	
116.995	2829.69	10938.8	
117.637	2725.23	11002.1	
118.28	2589.88	11006.2	
118.923	2465.82	10958.4	
119.566	2358.84	10886.4	
120.209	2252.88	10795.4	
120.852	2151.74	10669.2	
121.494	2081.72	10499.7	
122.137	2083.08	10311.7	
122.78	2166.63	10194.2	
123.423	2070.78	10058.2	
124.066	2219.2	9794.01	
124.709	2483.84	9687.78	
125.351	2729.55	9755.11	
125.994	2848.33	9935.81	
126.637	2815.5	10109	
127.28	2724.31	10189.9	
127.923	2671.84	10218.3	
128.566	2632.71	10280	
129.208	2510.68	10369.5	
129.851	2288.12	10379.3	
130.494	2085.03	10237.6	
131.137	2036.5	10025.9	
131.78	2114.4	9896.43	
132.423	2162.1	9892.27	
133.065	2096.6	9908.36	
133.708	1994.12	9838.65	
134.351	1973.24	9719.27	
134.994	1997.9	9648.27	
135.637	1977.16	9619.95	
136.279	1902.67	9547.67	
136.922	1887.6	9405.09	
137.565	1980.48	9291.73	
138.208	2083.79	9285.56	
138.851	2104.29	9350.61	
139.494	2013.49	9387.93	
140.136	1895.42	9316.41	
140.779	1863.77	9167.99	
141.422	1929.51	9039.43	
142.065	2044.61	8994.64	
142.708	2116.49	9037.44	
143.351	2107.58	9105.18	
143.993	2031.68	9134.09	
144.636	1950.21	9098.26	
145.279	1899.71	9022.04	
145.922	1891.94	8937.63	
146.565	1915.62	8870.28	
147.208	1962.82	8840.92	
147.85	1981.85	8858.5	
148.493	1940.28	8878.87	
149.136	1864.11	8845.87	
149.779	1827.59	8753.9	
150.422	1871.59	8668.29	
151.065	1948.04	8658.45	
151.707	1965.44	8721.71	
152.35	1880.11	8775.41	
152.993	1755.34	8739.16	
153.636	1684.67	8626.51	
154.279	1687.97	8507.09	
154.921	1732.12	8423.07	
155.564	1787.34	8378.88	
156.207	1837.39	8368.46	
156.85	1871.32	8387.79	
157.493	1867.03	8425.73	
158.136	1819.19	8451.9	
158.778	1751.85	8441.27	
159.421	1698.88	8399.26	
160.064	1661.64	8347.5	
160.707	1633.2	8289.71	
161.35	1623.26	8226.73	
161.993	1635.82	8174.23	
162.635	1656.99	8151.27	
163.278	1646.93	8153.37	
163.921	1593.05	8137.87	
164.564	1537.15	8072.01	
165.207	1526.65	7974.34	
165.85	1567.21	7889.38	
166.492	1633.46	7848.68	
167.135	1681.53	7852.46	
167.778	1696.59	7873.87	
168.421	1676.02	7884.48	
169.064	1653.41	7867.22	
169.707	1647.22	7837.07	
170.349	1664.93	7818.46	
170.992	1676.29	7828.99	
171.635	1658.46	7853.59	
172.278	1606.62	7863.17	
172.921	1551.73	7839.52	
173.563	1516.12	7796.62	
174.206	1501.46	7756.92	
174.849	1488.85	7731.19	
175.492	1468.16	7714.03	
176.135	1426.87	7690.66	
176.778	1383.39	7642.09	
177.42	1362.35	7574.86	
178.063	1371.08	7512.3	
178.706	1394.33	7474.94	
179.349	1404.25	7462.55	
179.992	1386.59	7451.86	
180.635	1356.92	7418.85	
181.277	1345.82	7366.73	
181.92	1357.09	7318.85	
182.563	1379.42	7291.14	
183.206	1390.38	7284.68	
183.849	1377.73	7282.84	
184.492	1345.1	7263.85	
185.134	1318.52	7217.88	
185.777	1318.67	7160.29	
186.42	1343.94	7115.09	
187.063	1375.91	7094.93	
187.706	1397.82	7096.97	
188.349	1396.54	7107.18	
188.991	1382.64	7111.81	
189.634	1357.51	7109.02	
190.277	1327.3	7094.12	
190.92	1299.3	7066.68	
191.563	1281.9	7031.49	
192.205	1278.23	7000.89	
192.848	1272.74	6982.77	
193.491	1254.05	6967.05	
194.134	1229.66	6942.28	
194.777	1206.15	6906.89	
195.42	1193.28	6866	
196.062	1184.13	6826.25	
196.705	1179.68	6785.61	
197.348	1179.96	6744.78	
197.991	1188.87	6706.73	
198.634	1201.14	6676.26	
199.277	1213.56	6653.18	
199.919	1220.52	6633.98	
200.562	1229.36	6616.33	
201.205	1235.04	6604.61	
201.848	1233.5	6595.38	
202.491	1224.7	6582.58	
203.134	1215.71	6563.42	
203.776	1208.82	6540.51	
204.419	1206.1	6516.02	
205.062	1206.53	6492.09	
205.705	1212.39	6471.55	
206.348	1216.87	6457.18	
206.991	1219.39	6446.64	
207.633	1216.34	6437.67	
208.276	1213.15	6428.2	
208.919	1207.99	6422.17	
209.562	1196.45	6419.7	
210.205	1172.65	6415.32	
210.847	1140.34	6400.48	
211.49	1103.99	6368.88	
212.133	1079.2	6318.93	
212.776	1076.77	6261.81	
213.419	1099.52	6217.13	
214.062	1122.6	6196.19	
214.704	1134.17	6189.38	
215.347	1125.89	6180.81	
215.99	1116.34	6157.5	
216.633	1117.21	6127.54	
217.276	1128.76	6102.52	
217.919	1141.97	6088.85	
218.561	1146.32	6082.08	
219.204	1144.96	6074.13	
219.847	1140.07	6063.16	
220.49	1135.48	6048.52	
221.133	1134.88	6033.99	
